,Artist,Album,Song Title,Producer,Lyrics
201,Drake,N/A,Get Over It,DJ Wrispect & Nicolay,"Yeah Tay you know, you know I told you, many times you my favorite rapper right? So I'mma start this off like you would do it Uh, shout out to DJ Wristpect October's Own! Drizzy, haha Here I go! Uh  Look, I stands out Don't think this ain't some shit that I done planned out And life is beautiful as ever when it pans out And girls are beautiful until they want a hand out But, hah, ask Apple how I get it though I'll be on the phone with a bitch that you will never know So you can son me never I don't get bitter, I just get better And a verse is just a verse for me I keep it generic and these niggas take it personally If I was in a room and someone yelled, ""Hey bitches!"" I would never turn around cause I just don't fit the description, hah But that's just me though But don't mind him girl, that's just Freako Please don't cuss girl, that don't suit ya His name 40 and his name Future Oliver's here and you know me ho I'm the cash cow front man of OVO I am not doing features now, no means no And the hate starts building the more we grow Damn shame am I over-expressing the game Should I hold back on addressing the lame? Cause they becoming obsessed with my name I'm trying to clean up my mess and explain And boy you know my progression insane My engineer is the best in the game And ever since I've been messing with Wayne People getting jealous I can see they expressions have changed They seemed to love me when this shit was going nowhere And now they got a bunch of feelings that they won't share They just give me the fuck it I'm broke stare And Drake was at the club and he balled like no hair Living life from a whole different angle Only see the road through the wings of an angel And I can see the heart on your sleeve And I know this shit is hard to believe You gone have to get over it You might also like And all you talking ass niggas, get over it And all you people that be hating, get over it And all you women that I fucked, get over it And yeah, I'm turning 22, get over it You know you got to hear my records, get over it My whole team getting rich, get over it I got the city on my back, get over it Get over it, get over it  Hahaha, DJ Wrispect Little Brother Pooh, 'Te Big doe I see you homie, yeah I'm, I'm serious man, please, just get over it Just for y'all, just for y'all, I'mma keep it humble as a mumble in the jungle Ya know what I'm talkin' 'bout, yeah It's Drizzy Thank Me Later coming soon, yeah Just let me live man It's all I ask, ah Here I go5Embed"
202,Drake,N/A,Ggg,NA,
203,Drake,Care Package,Girls Love Beyoncé (Ft. James Fauntleroy),40,"Look, I know girls love Beyoncé Girls love to fuck with your conscience Girls hate when niggas go missing And shawty you ain't no different These days it's hard to meet women Feel like my love life is finished I've been avoiding commitment That's why I'm in this position I'm scared to let somebody in on this No new friends, no, no, no You know how this shit go You got your fair share of admirers that call your phone You try to act like it's just me, but I am not alone But if you're alone, then Say my name, say my name When no one is around you Say, ""Baby, I love you"" If you ain't running games Say my name, say my name You actin' kinda shady, baby Why the sudden change? Say my name Say my name Say my name Say my name, say my name If no one is around you You might also like Yeah, uh Say my name, say my name 'Cause those other men are practice And this ain't no time for actin' And this ain't no time for games And this ain't no time for uncertainty And this ain't no time for locking your phone and not coming home And startin' some shit when I'm in the zone This is why I've been saying No new friends, no, no, no You know how this shit goes This is not four years ago Time escapes me Now forget how it felt when this shit move slow I come through in whips that make a young boy take the long way home All my young boys 'round me saying, ""Get money and fuck these hoes"" Where we learn these values? I do not know what to tell you I'm just trying to find a reason not to go out every evening I need someone that'll help me think of someone besides myself I need someone I leave through the front door with 'Cause we don't wanna hide no more Plus you're not shy no more Neither of us wanna play the side no more No, I'm not alone Even though nothing was the same Let me get your ass alone Let me make you say my name Say my name Say my name, say my name When no one is around you Say, ""Baby, I love you"" If you ain't running games Say my name, say my name You actin' kinda shady, baby Why the sudden change? Say my name Say my name Say my name Say my name, say my name If no one is around you243Embed"
204,Drake,Certified Lover Boy,Girls Want Girls (Ft. Lil Baby),OZ & Ambezza & 40,"Woah, woah Woah, woah, woah Ayy  Starin' at your dress 'cause it's see-through Yeah, talkin' all the shit that you done been through Yeah, say that you a lesbian, girl, me too Ayy, girls want girls where I'm from Wait, woah, yeah, girls want girls Woah, yeah, woah, yeah, girls want girls where I'm from Oh, yeah, yeah, girls want girls where Ayy, woah, girls want girls where I'm from, ayy  Cannot play a player, babe I grew up with Drayaface I done seen the realest ones come and leave a crazy way Had to take my spot, it wasn't somethin' they just gave away Sorry to all my fans that might've caught me on a crazy day Fuck you niggas thinkin' tryna block me on a fadeaway? I've been on that shit, I only vibе with a payday Say you go that way, I guess we both go the samе way Girls want girls where I'm from Yeah, yeah, where we both from Ayy, and you just got to Miami, need hotel rooms Niggas told you that they love you, but they fell through So you shotting '42 'cause you Ayy, and you throwin' on that dress 'cause it's see-through Yeah, talkin' all the shit that you done been through Yeah, textin' me and say, ""I need to see you"" You might also like I don't know (I don't know) I might come, I might go, I don't know (I don't know) I might come, I might go, I don't know  Starin' at your dress 'cause it's see-through Yeah, talkin' all the shit that you done been through Yeah, say that you a lesbian, girl, me too Ayy, girls want girls where I'm from Wait, yeah, woah, girls want girls where Oh, yeah, oh, yeah, girls want girls where I'm from Oh, yeah, yeah, girls want girls where Ayy, yeah, girls want girls where I'm from  My girl got a girlfriend Ain't tryna be out of shape, well, stay up on them curls then If gym don't work, get surgery I'll pay for that, my courtesy Can't imagine no bitch curvin' me I put in that work overly I handle business And I got two pretty bitches, keep 'em both on fleek They got matching Benz and matching APs Now they can really call each other twins I'm cool with all the owners, they love me, so they gon' let us in And bring all of your peers, it look better with more people We got 1942, Casamigos, it's getting heated They gotta follow us in the Uber, my car filled up with shooters It be lights, camera, action when you with us, it's a movie I don't drive my coupe to house parties, I'm tryna leave with two of 'em (Shh, shh) Yeah, don't nobody know the shit that we do She like eating pussy, I'm like, ""Me too"" I can't wait to get off work to go and see you Please bring your girlfriend along with you Y'all been on my mind too much, like what the fuck is wrong with me? She said it's somethin' about the way your girl just makes her feel Whatever you've been dreamin' 'bout, I swear to make it real Just ride around the town with me Then come lay down with me I don't know (I don't know) I might come, I might go, I don't know (I don't know, I don't know) I might come, I might go, I don't know  Starin' at your dress 'cause it's see-through Yeah, talkin' all the shit that you done been through Yeah, say that you a lesbian, girl, me too Ayy, girls want girls where I'm from Wait, woah, yeah, girls want girls Woah, yeah, woah, yeah, girls want girls where I'm from Oh, yeah, yeah, girls want girls where Yeah, woah, girls want girls where I'm from  But I know you wanna roll with the gang And I know you want the finest of things Askin' me about se— settlin' down 'cause you know that things are going my way24Embed"
205,Drake,Comeback Season,Give Ya (Ft. Trey Songz),Terrel “T. Slack”,"Check, look And I ain't tryna get to know nobody but you Do me a favor tell me what's happenin' I am drinkin' XO D is sippin' some Appleton Usually the things I desire I always apprehend Back again return of the mack again 'Deceiving' was cool I'll never record the track again Even though my ex is fuckin' one of my rapper friends I don't wanna seem like I am always attacking them verbally You can stop frontin' I know you heard of me Babygirl ya, ya, ya heard of me Little me Pay attention I guarantee you it'll be One of the best, decisions you've made I'm sonnin' them all I live in the shade Previously mischievous behaviour was the leader of me You could say I was fresh to some conceited degree Steppin' out the house tryna figure out where cameras from Cheaters would be But now I need a culprit I am talkin Long Sands Beach, condo adult shit I am talkin' all day shoppin' sprees in the mall with Friends that I ball with Hear me, Trey's girl? Go and get you some Fall shit Sweetie I am a track's demise I will kill this song 'til it actually dies With a military jacket and some packed supplies I won't say I'm the best 'til the stats arrive And all these a-list parties you fraternize Where you can't wear hats inside it's only slacks and ties But you don't never act surprised You just hold it down for your boy 'til the plaques arrive And girl, I used to blow a couple thousand at the shake joint Now it cost a couple thousand for a Drake joint I gave up a lot to make a progress I give it to you, and you take it the best You might also like When I give ya what I give ya (You gon' like that) When I give ya what I give ya (You throw it right back) It ain't a women in the world that can doubt that (oh) I need a women not a girl cause I'm bout that (oh no no) And when I give ya what I give ya (You gon' like that) When I give ya what I give ya (You throw it right back) It ain't a women in the world that can doubt that (oh) I need a women not a girl cause I'm bout that (oh no no) And when I give ya what I give ya  (It's The Prince, look here) Yup it's me again, Songz with a 'z' again Canadian visitor, lady exhibitor Play me I'll visit ya Lay you in critical, condition So don't get it twisted nigga But back to the pimpin' nigga Intercontinental you can catch me laid up Somethin' with a fly face, slim waist, big butt That's why I love what I does Shot a couple videos now we got the city froze Somethin' like my wrist be Niggas know how this shit be Step into the club security never frisk me Buy so much liquor they give us a couple sips free I be on Hennessy, straight, no cubes Take me where the women be, I won't lose Drake take Patrón to the face 'til he wasted I'm blowin 'til I'm gon' outta space in the Matrix Call me Mr. Anderson huh I'm ramblin' But at the same time I'm spittin' a flame rhyme Baby what's your name? They call me the game mind Most valuable player baby listen it's game time We could take a couple shots break down ya d's Take it to the hole post up on me Let me fill the arena, I'll be Gilbert Arenas Somethin' like a wizard when I give ya what I give ya When I give ya what I give ya (You gon' like that) When I give ya what I give ya (You throw it right back) It ain't a woman in the world that can doubt that (oh) I need a woman not a girl cause I'm bout that (oh no no) And when I give ya what I give ya (You gon' like that) When I give ya what I give ya (You throw it right back) It ain't a woman in the world that can doubt that (oh) I need a woman not a girl cause I'm bout that (oh no no) And when I give ya what I give ya1Embed"
206,Drake,More Life,Glow (Ft. Kanye West),Noah Goldstein & 40 & Kanye West,"Watch out for me, I'm bound to glow You better watch out for me, I'm bound to glow  Your boy all glowed up Every time we touch down, bet it go up 'Member doin' shows, ain't nobody show up Pour your heart out, ain't nobody show love They used to laugh when my whip was on the tow truck 'Til me and bein' broke finally broke up  Watch out for me, I'm about to glow  Time to shake the dice, time to change the li-i-ight No more 9 to 5, autopilot dri-i-ive Used to work the fries, now we supersi-i-ize We go suit and tie, we gon' touch the sky-y-y We so certified, we so certifi-i-ied Fuck you haters still, that's an F-Y-I-I-I They gon' bang this here all summerti-i-ime  Watch out for me, I'm about to glow You might also like Yeah, yeah Turn me way up, my voice is really low Yeah, yeah, yeah, yeah, okay  (Watch out) Watch out Why, nigga? (The cops out) Cops out (It's all love when I ride top down) Top down I started out way down low Started from the bottom, now we here now  Watch out for me, I'm about to glow  We about to get the whole nine The whole nine, we just landed on a gold mine We the new Abu Dhabi, this is our time  Watch out for me, I'm about to glow  I just take the dreams I've been sold And sell 'em for more, you already know Watch out for me, I'm about to glow  Hope I deal with karma 'fore my son do 'Cause I be drivin' round this bih with no sunroof Man, the glow got me feelin' like I'm gunproof  Watch out for me, I'm about to glow  I still have my guard up Blame this thing I'm part of Tryin' to avoid more confrontation I just gotta try harder Takin' the time to clear my mind 'Cause soon as I'm able to let that go  Watch out for me, I'm bound to glow Through devotion Blessed are the children We love y'all too! We believe if there's anything y'all wanna do in life You need devotion Can I hear right on? Through devotion Blessed are the children We live for it Clap your hands this evening Come on, y'all I said it's alright Clap your hands this evening Come on, y'all50Embed"
207,Drake,N/A,God’s Plan (Demo)* (Ft. Trippie Redd),Yung Exclusive & Boi-1da & Cardo,"... -on me Bad things It's a lot of bad things They wishing, they wishing, they wishing on me, yeah  Ooh, I heard they wish you This is our downfall Yeah, I swear they wishing on me (Bust down, bust down) I'm gon' keep it G I'm gon' keep it street I don't want no beef Baby see walk with the piece God's paradise, God's paradise God is alright, god all right God I'm alright Ready for the downfall I swear they wishing and wishing on me  Bad things (I swear they wishing and wishing on me) It's a lot of bad things That they wishin' and wishin' and wishin' and wishin' They wishin' on me (They wishing on me, they wishing on me) Bad things It's a lot of bad things That they wishin' and wishin' and wishin' and wishin' They wishin' on me Yeah, ayy, ayy You might also like She said, 'Do you love me?"" I tell her ""Only partly,"" ""I only love my bed and my momma I'm sorry"" 50 dubs, I even got tatted on me 81 they'll bring the crashers to the party And you know me Turn the 02 to the 03 dog Without 40, Oli, there would be no me Imagine if I never left the broskies  God's plan, God's plan  (Yah-ah) Yeah, they wishin' Yeah, they wishin' Oh yeah2Embed"
208,Drake,N/A,God’s Plan iran,Yung Exclusive & Boi-1da & Cardo & 40," من آرام آرام حرکت می کنم ، هیچ مشکلی با من شروع نکنید تلاش برای حفظ صلح برای من یک مبارزه است ساعت 6 صبح بلند نشوید تا با من بغل کنید می دانی چقدر دوست دارم وقتی مرا دوست داری من نمی خواهم بمیرم تا آنها دلتنگ من شوند بله ، من چیزهایی را می بینم که آنها برایم آرزو می کنند امیدوارم برادرانی داشته باشم که از من بیشتر عمر کنند آنها داستان را می گویند ، گه با من متفاوت بود  برنامه خدا ، برنامه خدا من جلوی خود را می گیرم ، گاهی اوقات نمی خواهم ، آه احساس خوبی دارم ، گاهی اوقات اینطور نیست ، ایی ، نکن من در جاده وستون جاده ، نیس ، خوب پیش رفتم ممکن است GOD برود ، بله ، صبر کنید من سخت به Southside G می روم ، بله ، صبر کنید من مطمئن می شوم که طرف شمال غذا بخورد  و هنوز هم ، چیزهای بد خیلی چیزهای بد است آنها برای من آرزو می کنند چیزهای بد خیلی چیزهای بد است You might also likeآنها برای من آرزو می کنند آره ، ایی ، ایی  او می گوید: ""آیا من را دوست داری؟"" من به او می گویم: ""فقط تا حدی من فقط تخت و مادرم را دوست دارم ، متاسفم "" Fifty Dub ، من حتی آن را روی خودم خالکوبی کردم 81 ، آنها تصادف کنندگان را به مهمانی می آورند و تو مرا می شناسی سگ O2 را به O3 تبدیل کنید بدون 40 ، اولی ، من وجود نداشت ""اگر هرگز بروسکی ها را ملاقات نکردم ، فوق العاده است  برنامه خدا ، برنامه خدا من نمی توانم این کار را به تنهایی انجام دهم ، ایی ، نه ، ایی کسی این گه را نزدیک می بیند ، بله ، نزدیک من از جاده اسکارلت هستم ، ایی ، جاده ، ایی ممکن است به عنوان G.O.D پایین بیاید ، بله ، صبر کنید من به سختی روی Southside G می روم ، اوه ، صبر کن ، ایی من مطمئن می شوم که سمت شمال غذا می خورد ، بله  و هنوز هم ، چیزهای بد خیلی چیزهای بد است آنها آرزوی من را دارند ، بله ، بله چیزهای بد خیلی چیزهای بد است آنها آرزوی من را دارند ، بلهEmbed"
209,Drake,N/A,God's Weekend,NA,"Arnaud they wishin' and wishin' And wishin' and wishin', they wishin' on me Yeah  I been movin' calm, don't start no trouble with me Tryna keep it peaceful is a struggle for me Don't pull up at 6 AM to cuddle with me You know how I like it when you lovin' on me I don't wanna die for them to miss me Yes, I see the things that they wishin' on me Hope I got some brothers that outlive me They gon' tell the story, shit was different with me  God's plan, God's plan I hold back, sometimes I won't, yeah I feel good, sometimes I don't (Ayy, don't) I finessed down Weston Road (Ayy, 'nessed) Might go down a G.O.D. (Yeah, wait) I go hard on Southside G (Yeah, wait) I make sure that north-side eat And still  Bad things It's a lot of bad things that they wishin' and wishin' And wishin' and wishin', they wishin' on me Bad things It's a lot of bad things that they wishin' and wishin' And wishin' and wishin', they wishin' on me Yeah, ayy, ayy You might also like She say, ""Do you love me?"" I tell her, ""Only partly I only love my bed and my mama, I'm sorry"" Fifty Dub, I even got it tatted on me Eighty-one, they'll bring the crashers to the party And you know me Turn the O2 into the O3, dog Without 40, Oli, there'd be no me 'Magine if I never met the broskies  God's plan, God's plan I can't do this on my own, ayy (No, ayy) Someone watchin' this shit close (Yep, close) I've been me since Scarlett Road, ayy (Road, ayy) Might go down as G.O.D. (Yeah, wait, yeah) I go hard on Southside G (Ayy, wait, ayy) I make sure that north-side eat, yeah And still  Bad things It's a lot of bad things that they wishin' and wishin' And wishin' and wishin', they wishin' on me Yeah, yeah Bad things It's a lot of bad things that they wishin' and wishin' And wishin' and wishin', they wishin' on me YeahEmbed"
210,Drake,Comeback Season,Going in for Life,Exchange Student,"I don't think they really ready for my wardrobe I show up right before the store close And blow the fee from my last four shows I do one song and use four flows She used to be a Christian before Now, all she wanna do is shop for Christian Dior clothes Like, ""Baby, those are cute, I adore those"" Me and the salesman build a rapport so He understand the fact that I'm spending offshore dough Cash-only transactions, homie And please, no receipts—the feds like to explore those They can't audit if they dont know I bought it Been doing it for years, homie; thoroughly, I thought it... Through, what it do? I am currently recording on a track Admitting most of my currency’s imported But too late now, it's too legitimate to hit 'em with... A lawsuit, even if those are acts that I did commit Repeat offender, Anita Baker playing in the whip As they pull me over, ""my sweet surrender"" I got a Jewish lawyer as my lead defender A Menschkeit, as they say; he’s a legal bender And ATF is present, every regal member The coalition is so efficient You have to be invited, or there's no admission We know tradition, we spend money So don't try to compete if you in no position I wish you would listen I take you back to this trial Where I am about to be home again like New Edition My foot is just solely fit for this shoe it fits in Used to record in the basement that Renny grew his piff in When Pops turned over keys like a new ignition If Hov is Jordan, I guess I'm cool with Pippen 'Til I mention that I wanna play a new position No team-playing, no screen-setting ""Because I wanna win games, Coach, I'm through assisting"" The takeover, the break's over, nigga And I'ma keep killing 'em until the day that Drake's over The wait's over, the tape's coming They bullshitting, but I am equipped with great plumbing The human mentality, so eager to hate something And try to play it off like it ain't jumping And it's the predicament that you found Drake in The condo that I just purchased sound vacant 'Cause I have just been sittin' in this cell Thinking what I could've done to make my first video groundbreaking And whenever I'm flowing on the mic Aside from talking 'bout the D I'm throwing in your wife I treat this one session as if it were my last And I pretend tomorrow is the day I'm going in for life, like that!You might also like12Embed"
211,Drake,N/A,Good Night and Good Luck,NA,"I'm sitting outside man I'm right in the truck Bags packed, pack of black and milds lighting them up I'm looking down on these niggas while inviting them up I'd like to know the reasoning behind subliminals Like who told them to mention me? I am elevated homie, you are elementary Telling them you selling dope and never sold a Century Sam Saying you get denied off your entry exam You get flow and you done fo', converse in one verse About you fraud niggas that shoot never and run first And ask Juicy if I Stay Fly On the cellphone, and got a ten on the other end like an eight bi Six two and they tell me you ye' high They can't but they try, still get offended if I don't say hi To me it's kinda gay if I'm saying hi to like eight guys So I just walk past and keep it cool till the hate dies I do nothing that would offend these cats But I wish I had a spot where I could send these cats Like here, sit on this island man and pen these raps Bust them shots, pretend you trap, do whatever man Long as you never find your way home I'm cool with it I left you a shovel there, you know what to do with it I never bust a gun, I'm Mister C-T-V At least, I'm not Mister Dick Riding C-T-E Rappers believe me, I'm cuttin' records with Jody Breezy And that nigga would even admit that you flowin' Jeezy Slow your roll this ain't a diss song This song, will let you know I'm not the one to pick on White with the yellow, the over easy I'm a swiss on Only got a couple girls that I'm willing to kiss on With the rest I turn the charm that they cannot resist on If they wanna smoke they get they purple goodie twist on But I can't call it, maybe you mad cause you fellas looking celibate Two things that you are though is jealous and irrelevant uh And I'm official, what's officially true Is callin' names would only be beneficial to you I just tiring you niggas, ya'll the michelin crew I know a response is something that you itching to do And YOU? you're smaller to me then a thumb tack Music enjoy it, well I'm just tryna bring the fun back But you making out all these dumb tracks, ya LL sixteens Cause I listen to them and I don't call it come BACK It's more like a shame or disgrace Considering I'm the one that you aim to displace But you the one I blame in this case Without you to experience much of that desired fame at this rate Your awkward ass singles, the lamest mixtapes And this is what's making you say you came to get Drake And I'm thinking the hood's right for you The sun shines on my career it's goodnight for you, uh I'm thinking the hood's right for you The sun shines on my career it's goodnight for you, niggaYou might also like2Embed"
212,Drake,Take Care,Good Ones Go (Interlude),40,"Oh yeah Oh yeah, oh yeah, oh Oh yeah, oh yeah, oh  Summer's mine I swear I said it about a hundred times, I'ma need it back Wish that you would come and find me Just to tell me that I haven't changed, girl, I needed that from you I'm gettin' money just taking care of me, girl I'm spendin' time just taking care of me right now I'm gettin' money just taking care of me, girl 'Cause you'd be tired of taking care of me by now  Ooh, ooh-oh, ooh  But the good ones go The good ones go if you wait too long But the good ones go The good ones go if you wait too long So you should go You should go, before you stay too long You might also like But don't you go getting married Don't you go get engaged I know you're getting older Don't have no time to waste I shouldn't be much longer But you shouldn't have to wait Can't lose you, can't help it I'm so sorry, I'm so selfish Uh, uh, I've been chillin' in the city where the money's thrown high and the girls get down In case you started to wonder why my new shit's sounding so H-Town But when it's all done, baby, I'm yours if you're still around She knows, she knows, she knows  Ooh, ooh-oh, ooh  But the good ones go The good ones go if you wait too long But the good ones go The good ones go if you wait too long So you should go You should go, before you stay too long60Embed"
213,Drake,N/A,"Good Riddance (Aristo Diss) (Ft. Bishop Brigante, JD Era, Jonny Roxx, Ken Masters & Young Tony)",Boi-1da,"It's fuckin' losers like you that make me do what I do Make me hate where I'm from, you as fake as they come Everybody got guns, who the fuck gonna squeeze Everybody got songs, but you ain't fucking with these Why you wish to be ghetto, tell me what's it about While you're tryna get in we're all tryna get out Why don't you just be yourself, why don't you tell us the truth Like how you only load guns when you up in the booth You ain't nothin' to shoot, you don't even exist You're just a fantasy family as weak as it gets And you ain't speakin' to Bish, cause I don't listen to chicks I don't argue with broads, cause I'm really a pimp But I will tell you this, as far as y'all are concerned Pull out my Santa Claus, and make the holidays burn You can call me the Grinch, cause y'all are nothing but Who's Just another bunch of low life's with nothing to do  Now let the kids play like the rider's ride We spendin' all day, these niggas idolize They claim they want fame nigga so we decided That we gon' make 'em some stars until the drama dies But they can go back to they holes where they mama lies Or write more lies about they drugs, guns or homicide Funny, claim the thug life that they abidin' by But run up on 'em, then they turn into the silent type, they wanna compromise My niggas, we ride or die And roll with them bitches that got they body right These niggas ain't built, ain't got the body type Time to break a nigga's spirit like the Amistad, tryna fool the audience Feel the ambience Stars in your presence, kings of the city are appalled by the peasants Ain't gotta say names, we can all get a reference Brains and the info from your broads in the west end Masters, flowing staggers on bars Nigga stay mad cause his swagger's on Mars Y'all niggas ain't thinking we calling y'all 'tards Claim you want war, okay, on guard You might also like Ayo, hey you Mr. Rapper Guy When you in the booth, tell me why you have to lie Come on, spit the truth, all I hear is bang bang, hustle this, hustle that But if you hustle crack, then where the money at? No proof, Dr. Seuss, story tellin' when he rhyme, like Once upon a time I was really on the grind There's another lie, couldn't out-hustle me Hatin' when it come to D, I can take you're starting 5 I'm only goin' at generic rap niggas that Rap about ki's but couldn't show me 10 G's And these nigga' dry snitching on they tees Standing out, like a sore thumb to the D's My nigga please, if you really had work You would do what you do and wouldn't put it on your shirt It makes my heart hurt when dumb niggas act hood You ain't no hustla, just a nigga that can rap good  See there's a height requirement, nigga to mention my name (smarten up) How the fuck you little niggas didn't stay in your lane Man you offered me a truce and I took it Now I hear this bullshit so how the fuck am I to overlook it? If this little nigga survive then it gotta be God How the fuck are you a hustla with your factory job ? And I don't get it, nigga I'm a fucking diabetic And I don't usually eat y'all sweet niggas Every time I see y'all retard niggas y'all bitch out Waddup Roxx? now we cool? then you dip out Talkin' all that bang bang shit, pull a clip out Sayin' you a blood, next week you prolly crip out I'm saying, we don't believe y'all niggas (nah) G-35, x5 nah niggas (yeah) This here is a public announcement for my niggas (yeah) No more goodnight, good mornin', goodbye niggas I don't appreciate niggas sayin' my name in they bullshit It's like putting a knife against the lyrical full-clip Do shit on my own, I never asked for help If I was rapping like y'all I woulda killed myself And nah, this ain't beef, it's missing a few ingredients Dog you ain't a general, stick to being obedient Piggy back, that ain't something I had to do Laughing at Drake? you should'a seen how I was laughing at you I don't beef over little shit, angry? A little bit Little niggas get little recognition you little bitch I don't do the little subliminals, I'm addressin' it And if Littles wanna get in the middle then I'm suggesting it They called you a bitch, were tryna act out They challenge 'em to a fight and then they back out So tell me how the fuck I can respect you cats If you a gangsta, then what part of the game is that?  Hey yo Aristo, I'm lost, can you tell me whats goin' on in the streets? How it feel to count dough while you palmin' the heat? And yes I asked for a 16, you did your 16 I heard that weak shit and only wanted the beat (it's true) But fuck the money and the cars that I drive to set And fuck the women that's lying to all the guys they met And fuck the features on my songs and the deals on the table Or basically it's fuck everything that you strive to get And it's the room of resolution, I'm finishing it in here If I copy Budden's flow, you mimickin' his career And the same money we hearin' you giving to charity You need to be giving to Littles to give him some clarity (what up Littles) 'Cause that's your homeboy I think he's owed that much Tell him pressing 25 don't mean you sold that much And Breana, I don't mean to alarm ya But you need to get outside the car to shoot this video in Parma (Tony!) You act like you hood and hood niggas'll harm ya And this is not hatin' my nigga we call it karma But yo Thug Life, show me where the hammer be Yes I took an L on my own and they didn't damage me You try to cover up your lies like a canopy And tryna pull 17 year olds down in Bramalea (I know about it) And we don't got it out for you We just saying that don't nobody vouch for you Nope, nobody thorough is willing to give a cosign (nobody) And you don't even sell blow, you just blow time You can't even get a factor grant So stop rapping, go fix parts at a tractor plant (damn) And listen here, Tetley Tea You one of the seven dwarfs standing next to me You probably snitchin' in court, then accept the plea And I hear you paying these women and I sex for free (what up sweetheart) But dog, how did this start, how we get to this part? We all got niggas doing bids ""Mr. Wishheart"" (what up Cam) It's not cool to use another nigga's as a threat tho' I said you a bitch, I heard a seven man echo You saying I hustle, my source for currency coke They saying you never moving it and currently broke And you risk doing crack time and hang around black crime Just so you can have something to say in you rap lines They say Drake killed it like young girls at a private school (I did) Dog if I were you, I tell you what I would do I would cut ties with the cops and just make them fire you Lose the body pack and the velcro you feed the wire through Tell them not to call and that's even if they require you 'Cause they the only people recording that wanna hire you (it's true) With what I spend in a weekend I could acquire you Some of them believe you got money you little liar you But, I don't admire you, short niggas tell tall tales Good riddance Aristo I just retired you!3Embed"
214,Drake,N/A,Gooi,NA,ShortyYou might also likeEmbed
215,Drake,N/A,Go Out Tonight,NA,"You've been home for three whole days Actin' like you got chores to do Boy this house is way too clean I don't think there's nothing more to do Oh, you don't need that girl, she did it all wrong You was still you before she ever came along Get over it, get over it I mean I understand the pain Someone did me the same I just put that nigga in his place then I got over it Then I got over it and if you wanna know the truth  I think you should just get dressed and go out tonight Go out tonight Order you a drink, don't even overthink Call a couple friends you know you can have some fun with And go out tonight, go out tonight Cause you might just meet me  And I'm lookin' for, and I'm lookin' for And I'm lookin' for somebody to be with And I'm lookin' for what you're lookin' for Yeah, you might just meet me And I'm lookin' for, and I'm lookin' for And I'm lookin' for somebody to be with And I'm lookin' for what you're lookin' for Yeah, you might just meet meYou might also like42Embed"
216,Drake,Views,Grammys (Ft. Future),40 & DY Krazy & Cardo & Yung Exclusive & Southside,"Yeah, yeah Yeah, yeah Jheeze, yeah Right, look, look  Tell me how you really feel Tell me how you really feel I would ask you what's the deal But y'all don't even got a deal Most niggas with a deal Couldn't make a greatest hits Y'all a whole lot of things But you still ain't this I don't know no one That could tell me what to do Heard you never claimed the hood Heard the hood claimed you That can't sit well Oh well, ship sailed Still mine, all mine Cosign, cosign I pull up in yachts so big That they try to hit me with boat fines Hype Williams, Big Pimpin', yeah Just like the old times Same niggas from the old days Lotta sides on the same side OVO, we a gold mine But I'm goin' gold, no time Doing plat, plat only Boys better back off me Hall of fame, hall of fame Like I'm shirt off, like I'm shirt off Like I'm shirt off shorty Whole city goin' crazy Whole city goin' crazy Top five, no debatin' Top five, top five, top five And the whole city rate me And I'm back inside The Matrix And I said that we would make it Aim squad with some traitors Knew my niggas from the basement This ain't no met-along-the-way shit We done really put some days in You might also like Hey, why you so excited? You know what I'm sayin'? What happened? Did you win the Grammy? God damn You actin' like you fuckin' won a trophy and shit This nigga turnt the fuck up  They gon' think I won a Grammy They gon' think I won a Grammy Swervin' out the Panoramic I'm hangin' out, they can't stand me They gon' think I won a Grammy They gon' think I won a Grammy They gon' think I won a Grammy They gon' think I won a Grammy I'm showin' out, they can't stand me I'm showin' out, they can't stand me I'm swervin' off, they can't stand me I'm rr off, can't stand me They gon' think I won a Grammy They gon' think I won a Grammy They gon' think I won a Grammy They gon' think I won a Grammy  Gonna peel off like a bandit I'm noddin' off on a Xanax Get pissed off, start airin' it Get a head start, ain't friendly I stand out, I don't blend in When I say that I meant that I don't want to talk to you has-beens I don't want features from nan them I don't want features or nothin' You can't even get on my guest list They want me to go to the Met Gala I want a Percocet and a gallon That Actavis Hi-Tech it don't matter We sittin' right on the courtside I know the players on both side I'm cashin' out, fuck a cosign I wear the chain like a bowtie I wear the ring like a fo'-five Keep a fo'-five for the po' guys Black tints, low profile Celebratin' everyday 'Cause I'm really really fresh out the coke house Countin' up every single day 'Bout to bring a whole 'nother whip out They gon' think I won a Grammy They gon' think I won a Grammy Swervin' out the Panoramic I'm hangin' out, they can't stand me They gon' think I won a Grammy They gon' think I won a Grammy They gon' think I won a Grammy They gon' think I won a Grammy I'm showin' out, they can't stand me I'm showin' out, they can't stand me I'm swervin' off, they can't stand me I'm rr off, can't stand me They gon' think I won a Grammy They gon' think I won a Grammy They gon' think I won a Grammy They gon' think I won a Grammy68Embed"
