,Artist,Album,Song Title,Producer,Lyrics
292,Drake,"Honestly, Nevermind",Liability,Nyan & Tim Suby,"You get in my bed, you twist up my head I'm changing for you, changing for you You get in my bed, you twist up my head I'm changing for you, changing for you You die with the lie You lie and a piece of me dies Inside out, I pray, so much I can take I'm here for the ride, your pride might be the reason why We don't even make it to see the days Woah  Woah, woah, woah, woah, woah Woah, woah, woah, woah, woah, woah Needed you, wanted you to stay mine  Winter came, you left me 'round my favorite time, yeah We been down this road, past this street a hundred times Claimed you haven't eaten in days Drinking your weight in champagne You're too busy dancing in the club to our songs Turned up on my phone, changing your whole tone Playing with my emotions, playing with my emotions Playing with my emotions, playing with my emotions You're too busy dancing in the club to our songs Turned up on my phone, playing with my emotions Playing with my emotions, playing with my emotions Playing with my emotions, playing with my emotions Playing with my You might also like You get in my bed, you twist up my head I'm changing for you, changing for you You get in my bed, you twist up my head I'm changing for you, changing for you You die with the lie You lie and a piece of me dies Inside out, I pray, so much I can take I'm here for the ride, your pride might be the reason why We don't even make it to see the days Woah  Flying places 'cause you know the travel on me Judging me lately, banging the gavel on me Friends wanna tattle on me You put your words together like you getting points for that shit, like you playing Scrabble on me Your mama the sweetest lady, that apple fell far from the tree Can't you be honest about your past? Like, how hard can it be? You know I showed you them songs you been playing all on repeat You found replacements for me, but you know it's hard to compete Woah Calling me daddy, I taught you things that a father can't teach At the beginning, it felt like you're going harder than me Then you stepped back on this shit, girl, you hit the Harden on me Woah, woah, woah, woah Woah, woah7Embed"
293,Drake,N/A,Lie To Me,Pi’erre Bourne,"Man, get the fuck away from us, we don't want nothin' but money We some family men, we gettin' this paper Know what I'm talkin' 'bout? And I had to put that out there, Bun Because a lot of niggas doin' lot of Fugazi shit out here, man  Love me, save me, tell me, try me All you do is lie to me Takin' me for granted, I could tell All you do is lie to me Lies don't excite me, I'm lonely Need more than a homie Takin' me for granted, I could tell  All you do is lie to me And dub me, you never love me Any confidence I came with, you take it from me I just wanna get beside you and make you love me I just can not take the silence, you keep ignorin' me See you makin' all this time for more important things We was s'posed to catch a vibe the other night Busy now, but you was down that other time Why you always lead me on and give me signs? I just wanna get beside and make you mine I just wanna come inside and reunite Got me waitin' outside (Hah) You might also like Love me, save me, tell me, try me All you do is lie to me Takin' me for granted, I could tell All you do is lie to me Lies don't excite me, I'm lonely Need more than a homie Takin' me for granted, I could tell  Uhm, you was just so in your pocket, uhm Cats used to tell me when they used to come to my house in Miami and shit That, that, that they felt a feelin' of like They felt a lil' fucked up in they stomach But, they was inspired 'cause they knew they, they, they had somethin' to see the dream for, you know? I done seen a lot of shit, I ain't never seen a, a young nigga as consistent as you that has affected the world in such a positive way since, you know, Michael Jackson And then, when you've finally got the crib (All you do is lie to me) You did it like, not even none of us did it, you feel me? Uhm Nah, I mean I did it like that, I ain't gon' lie, I ain't gon' lie to you I did it like that, but, I ain't never been affected by another nigga crib in the way that did it to inspire me How cats told me that he'd been inspired (All you do is lie to me) And felt that feelin' in they gut, like ""I gotta work harder"" (Need more than a homie) Well I mean workin' harder just to compete, bro, for real, for real It's either you fuckin' in the game or you're out the game Nigga, I'm back in this motherfucker, let's get some money It's over, nigga, you have arrived, top five, end of discussion May God bless you, Inshallah, you know what I'm sayin'? This your brother, Diddy, take that And thank you for the inspiration, jheeze6Embed"
294,Drake,Thank Me Later,Light Up (Ft. JAY-Z),Tone Mason & 40,"Uh, I've been up for four days, gettin' money both ways Dirty and clean, I could use a glass of cold Spades Rolexes, chauffers and low fades I keep thinkin', how young can you die from old age? They always tell me: ""Nobody's workin' as hard as you"" And even though I laugh it off, man, it's probably true 'Cause while all of my closest friends out partyin' I'm just here makin' all the music that they party to But party on, party on all night, nigga I got these new rappers nervous: prom night, nigga I grow tired of these fuckin' grown man liars Storytellers, they ain't even need a campfire Uh, but I just want to tell the truth Before one of these haters load a couple shells and shoot The shit feel like when Fredro Starr Was in Sunset Park stuntin' hard in his yellow goose - yeah! And I'm a motherfuckin' missed target But a target nonetheless, and I just started Was that directed at moi? Can't be They must be talkin' to themselves, Hov: hands free Yeah, and I'm just fillin' up this daily planner Gettin' busy 'cause I'm a star: no spangled banner Jealous dudes get to talkin' in they music And I just say I wrote it for your girlfriends: Kelsey Grammer Yeah, that's what life becomes when you're doin' you Welcome to Hollywood, don't let this town ruin you And if you pillow-talkin' with the women that are screwin' you Just know that she gon' tell another nigga When she through with you Don't get impatient when it takes too long Drink it all, even when it tastes too strong Yeah, I got to feel alive, even if it kills me Promise to always give you me, the real me You might also like Who would've thought I'd be caught in this life? Let's celebrate with a toast and get lost in tonight And make it all light up (Ay Guru tell, tell homegirl to open that Ace right there...) Wait until the sun goes down We gon' make this bitch light up Even when the sun goes down I'ma make it go  Oww, hoes turn they heads like owls I'm the man of the hour Triple entendre, don't even ask me how Con Edison flow, I'm connected to a higher power Bright lights'll make your whole city light up A trillion-watt light bulb when I'm in the night club I just landed in that G450 Caught the Mayweather fight 'cause the satellite was crispy, uhh Y'all can miss me with the money talk The smart money's on Hov', fuck what the dummies talk, uhh I don't do too much bloggin' I just run the town, I don't do too much joggin' Mm, I ain't got a scar yet 'Cause you fuckin' around with me and my dogs is far-fetched Drake, here's how they gon' come at you With silly rap feuds, tryin' to distract you In disguise, in the form of a favor The Barzini meeting, watch for the traitors, uhh I done seen it all, done it all That's why none of these dum-dums could done him off The summer's ours, the winter too Top down in the winter, that's what winners do And to these niggas I'm like Windows 7 You let them tell it, they swear that they invented you And since no good deed go unpunished I'm not as cool with niggas as I once was I once was cool as the Fonz was But these bright lights turned me to a monster Sorry, mama, I promised it wouldn't change me But I would have went insane had I remained the same me Fuck niggas! Bitches, too! All I got is this money — this'll do Who would've thought I'd be caught in this life? Let's celebrate with a toast and get lost in tonight And make it all light up Wait until the sun goes down We gon' make this bitch light up Even when the sun goes down I'ma make it go52Embed"
295,Drake,N/A,Like I’m Supposed To/Do Things,NA,"Hands are tied Someone's in my ear from the other side Tellin' me that I should pay you no mind Wanted you to not be with me all night Wanted you to not stay with me all night I know, you know, who that person is to me Doesn't really change things  I know you're scared of dating, falling for me Shorty, surely you know me Right here for you always You know, I don't ever change Right here for you always You know I don't ever change Right here for you  Imaan you make me want to do things, love you Like I'm supposed to You make me want to love you Like I'm supposed to You make me want to love you Like I'm supposed to, remind you Ayy You might also like I know you're scared of dating, falling for me Shorty, by now you know me Right here for you always You know, I don't ever change Right here for you always You know I don't ever change Right here for you3Embed"
296,Drake,So Far Gone,Little Bit (Ft. Lykke Li),Björn Yttling,"Hands down, I'm too proud for love But with eyes shut, it's you I'm thinkin' of But how we move from A to B, it can't be up to me 'Cause you don't know who I was before you And basically, to see a change in me I'd be losing, so I just ignore you, yeah Oh, but you're on my mind, my mind, my mind, my mind, my mind Oh, but maybe in time in time, in time, I'll tell you I'm  A little bit, a little bit A little bit in love with you I guess that I'm a little bit, a little bit A little bit in love with you  I know you told me break their hearts But it's you I wanna take apart And I will never ever be the first, to say it But still I, they know I I would do it, push a button Pull a trigger, climb a mountain Jump off a cliff 'cause you're my baby I love you, love you, a little bit I would do it, you would say it You would mean it, we could do it It was you and I and only I, mmm You might also like I think I'm a little bit, little bit A little bit in love with you But only if you're a little bit Little bit in love with me  I hope they never find out What they already know, know, know As soon as it's official We'll have to let it go, go, go So we don't confirm the fling Keep avoiding all the questions You could teach me many things I'm just scared to learn a lesson The pressure's on, both hearts beat like a metronome Both in sync like a Justin song Feels so right but it's just, so wrong I wonder where my world 'bout When niggas that I know tryna take my girl out And her friends say I ain't the one to go for She just jealous cause you always get approached more Oh well, tell her fall back Caught up in some more shit, tell her call back Tell her get a man that ain't cheatin' on her ass Wit a girl that I know, yeah tell her all, that, that And as for you, I think I know you're the one The closest I've come, I'm probably a A little bit, a little bit A little bit in love with you I guess that I'm a little bit, a little bit A little bit in love with you, oh Oh, oh42Embed"
297,Drake,N/A,Live Then*,NA,"Verse 1: Drake ...50 world and we live then, overtime we dine them Rest and peace to my idols...You might also likeEmbed"
298,Drake,N/A,Live Up to My Name (Reference) (Ft. Baka Not Nice),Alex Lustig & BricksDaMane & Chapo & French Connect,"Yeah J–j–j–just in my zone, I close my figures up All your hoes chose me, nigga, calm down (yeah)  Louis pouch across my body, this is not for fashion This is not a playground – ain't no fist fight, bitch, I'm blastin' Niggas say they lookin' for me like I'm not right here, man If I tatted tears, I'd be cryin' to my beard, man Bitch, I'm tryna fuck, I've been inside for thirteen years now I've been on so many flights, it's like my record's clear now A.k.a. the man, a.k.a. I never ran Don't make me turn this red light on your head like you Roxanne Only talk to bosses, not the second-in-command Niggas bringin' talks to me, you better have a plan 'Cause they don't have a cure for all my pain A.k.a. it's Not Nice and I live up to my name  Yah, yah! Diss The Boy? Are you insane? I drink Henny when I shoot my pistol at the range That way, when I'm tipsy, I still know I got my aim A.k.a it's Not Nice and it's not a fuckin' game Gyah, gyah! You and I, we're not the same Posted like Ibaka, got your wifey runnin' brains She was there with boydem, kicked my front door off the frame She say I look like Usher when I'm trappin' in the rain Trap, trap, trappin' in the rain She say I look like Usher when I'm trappin' in the rain Just know I'm a shooter first and rap is not my thing A.k.a. it's Not Nice and I live up to my— You might also like Hidin' in the racks I don't pay tax, twelve on my back Might drive the Caddy around but I never lack Baka not with the shit? So yeah, who tellin' you that? I went to jail the day they released Men in Black When I came out, Timberlake was bringin' Sexy Back Facts, nigga! Facts! I fell in love with my strap Named my son Milli 'cause I want a milli' to stack Gyah, gyah! Go run and tell that You niggas move like the cops, don't make me pepper your block Out the window while the whip's movin', that's a hell of a shot Fuck all my opps, I'll put you niggas on FOX  Gyah, gyah! Diss The Boy? Are you insane? I drink Henny when I shoot my pistol at the range That way, when I'm tipsy, I still know I got my aim A.K.A. it's Not Nice and I live up to my—Embed"
299,Drake,N/A,London Tour Freestyle,NA,"Man, fuck it I was on though And I thought I found the girl of my dreams at the strip club Uh, uh, fuck it I was wrong though Shout out to all my niggas living tax free Nowadays it’s six figures when they tax me Oh well, guess you lose some and win some Long as the outcome is income You know I want it all and then some Shout to all my Asian girls, Dim Sum Shots came I don’t know where they descend from Probably some bad hoes, I’m 'bout to take your hemp from Yeah, you know me well, nigga I mean you ain't the only the real nigga They got me on these white women like Seal, nigga Slave to the pussy, but I’m just playing the field, nigga Are these people really discussing my career again? Asking about me going platinum in a year again Don’t I got that shit the world, wanna hear again? Don’t Michael Jordan still got his hoop earring in? Man all of your flows just bore me, paint drying I’m never tripping over anything that ain't mine I’m hearing the shit that you say through the grape vine But jealousy is just love and hate at the same time It’s been that way from the beginning I just been playing I didn't notice I was winning And this is the only sound you should fear And the kids wearing crowns over here and everything is alrightYou might also likeEmbed"
300,Drake,Take Care,Look What You've Done,40 & Chase N. Cashe,"Yeah Yeah Man  It's like '09 in your basement and I'm in love with Nebby And I still love her, but it fell through because I wasn't ready And your back hurt, and your neck hurt and you smokin' heavy And I sit next to you, and I lecture you because those are deadly And then you ash it, and we argue about spendin' money on bullshit And you tell me I'm just like my father, my one button, you push it Now it's fuck you, I hate you, I'll move out in a heartbeat And I leave out and you call me and you tell me that you sorry And you love me and I love you and your heart hurts, mine does too And it's just words and they cut deep, but it's our world, it's just us two I see painkillers on the kitchen counter, I hate to see it all hurt so bad But maybe I wouldn't have worked this hard if you were healthy and it weren't so bad, uh Maybe I should walk up the street And try and get a job at the bank 'Cause leave it up to me, J, and Neeks We'll probably end up robbin' a bank Then Wayne calls up my phone Conversation wasn't that long Gets me a flight to Houston in the morning Oh, it's my time, yeah, it's on He's thinkin' of signin' me, I come home We make a mixtape with seventeen songs And almost get a Grammy off of that thing They love your son, man, that boy gone You get the operation you dreamed of And I finally send you to Rome And get to make good on my promise It all worked out, girl, we should've known 'Cause you deserve it You might also like Is this shit real? Should I pinch you? After all the things that we been through, I got you, yeah Look what you've done, look what you've done Look what you've done for me now, yeah You knew that I was gon' be somethin' When you're stressed out and you need somethin', I got you, yeah Look what you've done, look what you've done Look what you've, look what you've It's like '06 in your backyard, I'm in love with Jade And I'm still in love 'cause when it's that real is when it doesn't fade And my father living in Memphis now, he can't come this way Over some minor charges and child support that just wasn't paid, damn Boohoo, sad story, Black American dad story Know that I'm your sister's kid, but it still don't explain the love that you have for me I remember sneaking in your pool after school dances Damn, your house felt like the Hamptons For all of my summer romances I never really had no one like you, man, this all new shit Made the world I know bigger Changed the way that I viewed it Had all this fightin' going on at the crib You would calm me down when I lose it Told you I think I'm done acting Now I'm more in touch with the music You said, either way, I'd be a star, I could go so far Talked to me, then you got to me Then you'd toss the keys and loan me your car, yeah Just a young kid in a drop-top Lexus hopin' that I don't get arrested Just another kid that's going through life so worried that I won't be accepted But I could do anything You said that, and you meant that You took me places, you spent that They said no, we went back Checks bounced, but we bounced back I put all the money in your accounts back And I thank you, I don't know where I'd really be without that It worked out, man, you deserve it Is this shit real? Should I pinch you? After all the things that we been through, I got you, yeah Look what you've done, look what you've done Look what you've done for me now, yeah You knew that I was gon' be somethin' When you're stressed out and you need somethin', I got you, yeah Look what you've done, look what you've done Look what you've, look what you've Hi Aubrey I'm here sitting with my son having a little talk And he knew, knows how to get in touch with you now To let you know how grateful I am for your help in keeping me in this In this comfortable place All I can say, Aubrey, is I remember the good times we had together And the times I used to look after you And I still have wonderful feeling about that So God bless you And I hope I'll see you109Embed"
301,Drake,Take Care,Lord Knows (Ft. Rick Ross),Just Blaze,"And I know the sun will rise with me (Huh) And I know the sun will rise with me (Huh) And I know the sun will rise with me (Huh) And I know the sun will rise with me (All we wanted was an opportunity) Just Blaze (Lord knows)  It's your worst nightmare, it's my first night here And this girl right here, who knows what she knows? So I'm going through her phone if she go to the bathroom And her purse right there, I don't trust these hoes at all But that's just the result of me paying attention To all these women that think like men with the same intentions Talking strippers and models that try to gain attention Even a couple pornstars that I'm ashamed to mention But Weezy and Stunna my only role models Haffa and Jordan my only role models That's why I walk around with all this gold on And every time I run into these niggas, they want no problems Bought 'em sixes and chains, and some bracelets and rings All of the little accents that make me a king I never hear the disses they try and point out to me But it's whatever if somebody won't make it a thing I'm more concerned with niggas thinkin' 'bout Christmas in August Do anything to buy gifts for they daughters Get some shake, a brick in the press And chef it like Mrs. Fields, they makin' the cookie stretch I know it so well, I know the hustle so well Stunt like I'm working overnighters right by the motel Drug money outfit, record clean Spend it all on me and my fuckin' team Matchin' Rollies for real, matchin' Rovers for real (Woo) Places they say they've been, we actually goin' for real (Woo) I'm really killin' shit, fuck all the jiggy rappin' (Woo) I'm going trigger happy just to see my niggas happy Mixtape legend, underground kings Lookin' for the right way to do the wrong things (Huh) With my new bitch that's livin' in Palm Springs Young-ass nigga, lifelong dreams They take the greats from the past and compare us I wonder if they'd ever survive in this era In a time where it's recreation To pull all your skeletons out the closet like Halloween decorations I know of all the things that I hear they be pokin' fun at Never the flow, though, they know I run that Fuck you all, I claim that whenever I changed rap forever, the game back together, yeah YM, I remain that forever In the same place my brother Wayne at forever I'm a descendant of either Marley or Hendrix I haven't figured it out 'cause my story is far from finished I'm hearing all of the jokes, I know that they tryna push me I know that showin' emotion don't ever mean I'm a pussy Know that I don't make music for niggas who don't get pussy So those are the ones I count on to diss me or overlook me Lord knows, Lord knows, I'm heavy, I got my weight up Roberson, boost the rate up, it's time that somebody paid up A lot of niggas came up off of a style that I made up But if all I hear is me, then who should I be afraid of? Bought a white Ghost, now shit is gettin' spooky Very, very scary like shit you see in the movies In this bitch, all drinks on the house like Snoopy That's why all the real soldiers salute me Trill nigga, for real You might also like Huh You know I love this YOLO, you only live once I'm going so hard, my nigga I swear, homie Every day is another opportunity to reach that goal (M-M-Maybach Music)  I fell in love with the pen, started fuckin' the ink (Huh) The hustle's an art, I painted what I would think Still allergic to broke, prescription straight to the paper Destined for greatness, but got a place in Jamaica (Woo) Villa on the water with the wonderful views Only fat nigga in the sauna with Jews Went and got a yacht, I'm talkin' Carnival Cruise And these niggas talkin' like hoes, they mad they not in my shoes It's the red bottom boss (Huh), came to buy the bar (Huh) Every bi-week, shit, I'm bound to buy a car (Woo) Murder-cedes Benz or that bubble double-R (Woo) Headlights flickin', lookin' like a falling star Every day, them hammers bang, whippin' yay like Anna Mae I run the game, but the ladies think I'm runnin' game Mink coats make your woman wanna fornicate Rozay and Drake, I'm getting cake, nothin' short of great (Huh)58Embed"
302,Drake,More Life,Lose You,40 & Stwo,"I don't care what society thinks. They're nothing anyway. They're no better than me. Out there you just have to fit into a pattern that somebody's already laid out for you. Life we live, you have to set your own patterns, your own ideals. You have to handle the whole job yourself. (Yeah)  No snow tires, the Range slip-slide like Trick Daddy and Trina Oli North pull in, like, 10 million a season Queen Street visions that nobody believed in If we not on the charts, my XO niggas eatin' Fifty-two consecutive weekends, shout out to Weeknd The city gets stronger when everybody is speakin' Not when everybody out here beefin' We got it, now we just gotta keep it America's most wanted, man, I'm still on the run All these number ones and we still not the ones No hard feelings, but I'll still get you spun Went and got diplomas and we still goin' dumb Please never label niggas who lay down for a livin' My competition, it's beyond offensive I'm in it for the glory, not the honor mention Not tryna be fourth and inches, I'm tryna go the distance Yeah, distance, I'm on a different mission This the remix to ""Ignition,"" hot and fresh out the kitchen How you forget to fill up with gas on the road to riches? Too overly ambitious, too late to fix it Too late for condolences when it's over with I need to start sayin' shit when I notice it Be open with people I need some closure with Be honest with myself and take ownership Opinions started to burn when tables started to turn I really used to feel like they loved a nigga at first Excitin' times, revitalized Trust this little light of mine is gonna shine positively I'm just takin' what God will give me Grateful like Jerry, Bob and Mickey Better attitude, we'll see where it gets me I know catchin' flies with honey is still sticky I wrote the book on world-class finesses And tasteful gestures and makin' efforts And never placin' second And even better knowin' you're first but then takin' second Inspirin' and never takin' credit I know I deserve more, I just never said it Two middle fingers as I make a exit, yeah You might also like Did I lose you? Did I? Did I? Did I lose you? Did I? Did I? Did I lose you?  Winnin' is problematic People like you more when you workin' towards somethin' Not when you have it Way less support from my peers In recent years as I get established Unforgivin' times, but fuck it, I manage Why is my struggle different than others'? Only child that’s takin' care of his mother As health worsens and bills double That’s not respectable all of a sudden? I don’t get a pat on the back for the come up? What do you see when you see me? When did all the things I mean From the bottom of my heart start to lose meaning? Maybe I share it with too many people Back then it used to just feel like our secret Back when I would write and not think about how they receive it I be tryna manifest the things I needed And look, now, I mean, it's hard to believe it even for me But you're mindful of it all when your mind full of it all How they go from not wantin' me at all To wantin' to see me lose it all? Things get dark, but my aura just starts glowin' I'm overcome with emotions Ones I can't access when I'm stoned sober Jealous ones still envy and niggas turn king cobra I could only speak what I know of Man, we wrote the book on calculated thinkin' And icy Heineken drinkin', and rival neighborhoods linkin' And puttin' your trust in someone with the risk of financially sinkin' All you did was write the book on garbage-ass Rollies Ego strokin', picture postin' Claimin' that you'd do it for motivational purposes only But you just had to show me See, I know, 'cause I study you closely I know when someone lyin' I notice people standin' for nothin' and gettin' tired I know what we're both thinkin' even when you're quiet Sometimes I gotta just make sure that I didn't lose you Did I? Did I? Did I lose you? Did I? Did I? Did I lose you?  This is the 6’s year Six hundreds instead of six, OVO You know we’ll be rockin' our asses out To my big brother Drizzy You know what I’m sayin'? More Life, 6 to the world, gang shit17Embed"
303,Drake,N/A,Lose You (Demo 1),40 & Stwo,"Yeah  No snow tires, the Range slip-slide like Trick Daddy and Trina Oli North pull in, like, 10 million a season Queen Street visions that nobody believed in If we not on the charts, my XO niggas eatin' Fifty-two consecutive weekends, shout out The Weeknd The city gets stronger when everybody is speakin' Not when everybody out here beefin' We got it, now we just gotta keep it America's most wanted, man, I'm still on the run All these number ones and we still not the ones No hard feelings, but I'll still get you spun Went and got diplomas and we still goin' dumb Please never label niggas who lay down for a livin' My competition, it's beyond offensive I'm in it for the glory, not the honor mention Not tryna be fourth and inches, I'm tryna go the distance Yeah, distance, I'm on a different mission This the remix to ""Ignition,"" hot and fresh out the kitchen How you forget to fill up with gas on the road to riches? Too overly ambitious, too late to fix it Too late for condolences when it's over with I need to start sayin' shit when I notice it Be open with people I need some closure with Be honest with myself and take ownership Opinions started to burn when tables started to turn I really used to feel like they loved a nigga at first Excitin' times, revitalized Trust this little light of mine is gonna shine positively I'm just takin' what God will give me Grateful like Jerry, Bob and Mickey Better attitude, we'll see where it gets me I know catchin' flies with honey is still sticky I wrote the book on world-class finesses And tasteful gestures and makin' efforts And never placin' second And even better knowin' you're first but then takin' second Inspirin' and never takin' credit I know I deserve more, I just never said it Two middle fingers as I make a exit, yeah You might also like Did I lose you? Did I? Did I? Did I lose you? Did I? Did I? Did I lose you?  Winnin' is problematic People like you more when you workin' towards somethin' Not when you have it Way less support from my peers In recent years as I get established Unforgivin' times, but fuck it, I manage Why is my struggle different than others'? Only child that’s takin' care of his mother As health worsens and bills double That’s not respectable all of a sudden? I don’t get a pat on the back for the come up? What do you see when you see me? When did all the things I mean From the bottom of my heart start to lose meaning? Maybe I share it with too many people Back then it used to just feel like our secret Back when I would write and not think about how they receive it I be tryna manifest the things I needed And look, now, I mean, it's hard to believe it even for me But you're mindful of it all when your mind full of it all How they go from not wantin' me at all To wantin' to see me lose it all? Half a percocet and my aura just starts glowin' I'm overcome with emotions Ones I can't access when I'm stoned sober Jealous ones still envy and niggas turn king cobra I could only speak what I know of Embed"
304,Drake,N/A,Lose You (Demo 2),40 & Stwo,"Yeah  No snow tires, the Range slip-slide like Trick Daddy and Trina Oli North pull in, like, 10 million a season Queen Street visions that nobody believed in If we not on the charts, my XO niggas eatin' Fifty-two consecutive weekends, shout out The Weeknd The city gets stronger when everybody is speakin’ Not when everybody out here beefin' We got it, now we just gotta keep it America's most wanted, man, I’m still on the run All these number ones and we still not the ones No hard feelings, but I'll still gеt you spun Went and got diplomas and we still goin' dumb Pleasе never label niggas who lay down for a livin' My competition, it's beyond offensive I'm in it for the glory, not the honor mention Not tryna be fourth and inches, I'm tryna go the distance Yeah, distance, I'm on a different mission This the remix to ""Ignition,"" hot and fresh out the kitchen How you forget to fill up with gas on the road to riches? Too overly ambitious, too late to fix it Too late for condolences when it’s over with I need to start sayin’ shit when I notice it Be open with people I need some closure with Be honest with myself and take ownership Opinions started to burn when tables started to turn I really used to feel like they loved a nigga at first Excitin' times, revitalized Trust this little light of mine is gonna shine positively I’m just takin' what God will give me Grateful like Jerry, Bob and Mickey Better attitude, we'll see where it gets me I know catchin' flies with honey is still sticky I wrote the book on world-class finesses And tasteful gestures and makin’ efforts And never placin' second And even better knowin' you're first but then takin' second Inspirin' and never takin' credit I know I deserve more, I just never said it Two middle fingers as I make a exit, yeah You might also like Did I lose you? Did I? Did I? Did I lose you? Did I? Did I? Did I lose you?  Winnin' is problematic People like you more when you workin' towards somethin' Not when you have it Way less support from my peers In recent years as I get established Unforgivin' times, but fuck it, I manage Why is my struggle different than others'? Only child that's takin' care of his mother As health worsens and bills double That's not respectable all of a sudden? I don't get a pat on the back for the come up? What do you see when you see me? When did all the things I mean From the bottom of my heart start to lose meaning? Maybe I share it with too many people Back then it used to just feel like our secret Back when I would write and not think about how they receive it I be tryna manifest the things I needed And look, now, I mean, it's hard to believe it even for me But you're mindful of it all when your mind full of it all How they go from not wantin' me at all To wantin' to see me lose it all? Half a percocet and my aura just starts glowin' I'm overcome with emotions Ones I can't access when I'm stoned sober Jealous ones still envy and niggas turn king cobra I could only speak what I know of  Did I lose you? Did I? Did I? Did I lose you? Did I? Did I? Did I lose you?Embed"
305,Drake,Dark Lane Demo Tapes,Losses,OZ & Foreign Teck & Elyas & Sevn Thomas,"Hey, Instagram This song I've been writing, oh, for a few months I don't know, I, I started writing it about family Just came up now, so Anybody feel any way about it, I don't give a fuck (Yeah, family)  Yeah Yeah Lost you to the game, I gotta hug that I was here when you was asking where the love at Dip your finger in the bag to get your buzz back I was wishin' on a star when I was that I've been fortunate enough to have it my way I'm a fortune teller, listen to what I say 'Member when we used to park up in my driveway I always told it how it was, I never shy away This life is really something you get lost in I know niggas that got famous and they bought friends I had friends that only had half of they heart in It's hard to accept now, and it was hard then But I treated you like gold, I was all in Spoiled rotten, they could smell you 'fore you walked in Burnin' incense in your new apartment But you got no sense when it come to Lost you to the game, I gotta hold that How you feelin' in your soul since you sold that? I'll be better off without you, and we know that You ain't lookin' at a nigga you could hold back Like I'm tryna show the waves, this is no cap You sold me up the river, but I rowed back You put me on the road without a roadmap I'm not tryna make no song, these are cold facts You might also like You got some liquor at the house? Yeah Go get a shot, let's do a shot together I don't see it Okay, hahaha  Ayy Being here wasn't in the plans I do it for the Grahams, not the 'Gram I do it for the fam, but still fuckin' Uncle Sam I tried to change for you, but that wasn't who I am Even when being real is out of fashion Niggas keep stealin' my style, now we out here matchin' I did it by being myself with no dramatic acting I couldn't sit around and wait, I had to have it happen Lost you to the game, I gotta face that Really think I lost you like a ways back Always sayin' how a nigga never play fair I took you up under my wing and you just stayed there You was supposed to grow some wings, get your own pair We started this from the bottom, now you alone there Shit, you treat it like it's home there Dependent on me, you was supposed to get your own share I still love you to my last days I never knew that shit would be this fast-paced I never thought I'd see awards in a glass case I could've ended up in your crib with a masked face It could've went left on a couple bad days When I visit my last place is the only time I'm in last place See me these days, I never got on a sad face See me these days, I Lost you to the game, and I see why It was always you and I without the T-Y This is not one of them stories that got three sides This is not one of them stories you could rewind Like I'm tryna show the waves, this is no cap You drove a nigga crazy, but I drove back You wrote me off and then you never wrote back I'm not tryna make no song, these are cold facts Yes, sir (Baby) Hold on, hold on (Let me tell you something about me) (I really do know, I know who I wanna be) Woo Lord, I already passed on all that (Woo) You go 'head on, haha16Embed"
306,Drake,Certified Lover Boy,Love All (Ft. JAY-Z),The Rascals & Dez Wright & OZ,"Previously on Ready To Die  Never had a lot, this is all I need People never care 'til it's R.I.P.  Niggas turned they back on me for no good reason Loyalty is priceless and it's all I need Can't burn a bridge just to light my way Lotta '42 on the flights I'm takin' Pourin' out my soul and it might sound crazy Lotta fallin' outs help me build foundation Never had a lot, this is all I need People never care 'til it's R.I.P.  Niggas turned they back on me for no good reason  Never had a lot, this is all I need Lost individuals is all I see Grab the top spot like ""pardon my reach"" Woke up one day and it was all on me If it comes down, it's gon' fall on me Lotta '42 on the flights I'm takin' Long way down from the heights I'm chasin' Just touched down, I was lights out in Vegas Girls checkin' in 'cause my lifestyle dangerous Hard to tell people that I'm all out of favors Call me for songs or they call me for paper Turnin' off my phone for the night now, baby Pourin' out my soul and it might sound crazy Some of my niggas don't love me We should sit down before shit turns ugly We should sit down since you said things about me You might also like Never had a lot, this is all I need People never care 'til it's R.I.P.  Niggas turned they back on me for no good reason Loyalty is priceless and it's all I need Can't burn a bridge just to light my way Lotta '42 on the flights I'm takin' Pourin' out my soul and it might sound crazy Lotta fallin' outs help me build foundation Never had a lot, this is all I need People never care 'til it's R.I.P.  Niggas turned they back on me for no good reason  Niggas wanted to kill me and y'all still with 'em Nigga, y'all chill with 'em, and y'all wonder why we not friends? Best thing I can do is not build with you When I could destroy you, that takes some fuckin' discipline I could send a team to come drill you I got a billion or two and I know where the fuck you live Niggas gotta chill with talking gangsta You should just thank us, humble yourselves a little bit This ain't the same Shawn that you knew once I don't shine shoes, uh, this ain't what you want, no All that back and forth on the internet Nigga, we don't tennis that, y'all gotta do something, yeah Only thing we 'spect now is violence Anything besides this, we playing violins, uh I'm public enemy Niggas wanted to kill me and y'all want me to be friendly Niggas want sympathy after they wanted to end me Be those closest to it be the very ones that envy Shout out to the family I don't want no friends no more, not many understand me Everybody want something You know the price of everything but the value of nothing But everybody want something You know the price of everything but the value of nothing Never had a lot, this is all I need People never care 'til it's R.I.P.  Niggas turned they back on me for no good reason Loyalty is priceless and it's all I need Can't burn a bridge just to light my way Lotta '42 on the flights I'm takin' Pourin' out my soul and it might sound crazy Lotta fallin' outs help me build foundation Never had a lot, this is all I need People never care 'til it's R.I.P.  Niggas turned they back on me for no good reason16Embed"
