,Artist,Album,Song Title,Producer,Lyrics
59,Playboi Carti,N/A,Cake (All In Her Face),Pi’erre Bourne,"(Check it out) You know what I’m sayin’, just check it out, big bank Big bank, check it out, folk, you know what I’m sayin’? Bitchass nigga (Check) You know what I’m sayin’, I was in this motherfucker (Check it out) Cash, I had a motherfuckin’ bitch in here (Check it out) (Buh-buh-buh-buh-buh) (Yeah, check it out)  Nut in her face, nut in her face (Yeah) Nut on the bed, All in her face (Yeah) All on her waist, All in her face, yuh (Slatt, Face, Slatt) All in her face, all in her face (Slatt, Slatt, Slatt) All in her face, yuh, all in her face, yuh (Slatt, Slatt, Slatt) Nut in her face, it's all in her face (Yeah) All in her face, yuh, Nut in her face I nut in her face, all in her face (Yeah, Yeah) It's all in her face, It's all in her face (Yeah, What?, Bop) All in her face, all in her face (Bop, bop, bop) It's all in her face, what, ayy, all in her face (What?) Nut in her face, nut in her face (Nut in her face ) Fuck in my place (Fuck in my place) I want the face (I want the face) I want the cake (I want the cake) (Check, check) I want the cake (I want the cake) (Cake, cake) Got a lil bitch in the Bay (Bay) Got a lil bitch in the A (A), aye Ride with that stain (Ride with that stain) We stay in the place, stay in the place, huh, huh She stay in the place, huh, aye She walk in the crib, huh, aye Her ass pokin' out, huh, aye My bitch showin' off, huh, aye (What?) My bitch showin' off Fuck that lil bitch with her titties out All of my bitches got titties out All of my bitches got, what, hey Passin' that clouty, uh Shawty gon' fuck for the clouty, nah, ooh, aye Swallowin' me down, huh, aye She suckin' me down, huh, aye Fuck in her face, huh, aye Fuck her then play, huh, aye We go on vacay, huh, aye I nut in her face, huh, aye I nut on the chair, huh, aye I nut on the bed, huh, aye I want the neck, huh, aye I want the head, hey, aye I'm topping the show, huh, aye I'm wit' the shit, huh, aye I'm wit' the shit, huh, what I'm wit' the shit, aye, aye I call up my shooters, huh, ooh They wit' the shit, huh, aye They wit' the shit, huh, aye You might also likeEmbed"
60,Playboi Carti,N/A,Cancún,Pi’erre Bourne,"Uh (Yeah)  Walk around with them bills, hold up Walk 'round with them bills, uh (Yeah) Hold up, yeah Walk 'round with them bills, ooh, uh, hold up Fuckin' on your thot, we in Cancún, uh (Yeah) Hittin' on this thot and I know her dude (What?) Hittin' on this thot and I know her dude (What? What?) Fuckin' on your thot and I know her dude (What? What?) Gucci snakes (What? What?) Uh, Prada bag Number (N)ine Red rag  (Yeah) White gold (Woah) Piguet (What? What?) I fucked that bitch, you better not forget (Uh, ooh) Diamonds on me came from Elliot (Uh) Money jumpin' off the buildin' like a bitch (Uh, ooh) Money jumpin' off the buildin' like a bitch (Ooh) Money jumpin' off the buildin' like a bitch (Ooh) You might also like Walk around with them bills, hold up Walk 'round with them bills, uh (Yeah) Hold up, yeah Walk 'round with them bills, ooh, uh, hold up Fuckin' on your thot, we in Cancún, uh (Yeah) Hittin' on this thot and I know her dude (What?) Hittin' on this thot and I know her dude (What? What?) Fuckin' on your thot and I know her dude (What? What?) Gucci snakes (What? What?) Uh, Prada bag Number (N)ine Red rag  Ooh, yeah, Number (N)ine, ooh (Yeah) Red bag (Yeah), ooh, yeah Number (N)ine, uh, ooh Red bag, ooh, yeah Gucci snakes, uh Prada bag Number (N)ine, ooh, ooh Red flag, ooh, ooh I'm rockin' red ice, uh, ooh I drink red Sprite Drinkin' red Sprite Don't stop at red lights Ooh, ooh, uh Walk around with them bills, hold up Walk 'round with them bills, uh (Yeah) Hold up, yeah Walk 'round with them bills, ooh, uh, hold up Fuckin' on your thot, we in Cancún, uh (Yeah) Hittin' on this thot and I know her dude (What?) Hittin' on this thot and I know her dude (What? What?) Fuckin' on your thot and I know her dude (What? What?) Gucci snakes (What? What?) Uh, Prada bag Number (N)ine Red rag  Red Ooh, woah Red flag50Embed"
61,Playboi Carti,N/A,Cancún (Original)* (Ft. Redd Coldhearted),Pi’erre Bourne,"...whole thing Bad bitch tryna fuck  We don't do no one on ones, we swap 'em out Got your bitch...You might also likeEmbed"
62,Playboi Carti,N/A,Cannot Beef*,NA," I fuck that bitch, she got a fat butt (Blatt) I got cash, walking like King Tut I got that bitch that you can't even touch ... ... yeah I won't beef with no opp if he dead I won't beef with no opp if he dead I cannot beef but I talk to the deads I cannot beef with no opp if he dead I cannot beef with no opp if he dead I cannot beef with no opp if he dead I cannot beef with no opp if he dead I cannot beef with no opp if...You might also like5Embed"
63,Playboi Carti,N/A,Can’t Fake It,Jonah Abraham & Lucian (Neilaworld) & Lukrative & F1LTHY,"(Wake up, F1LTHY) Smoking Smoking, I'm smoking one On Opium Yeah, yeah Yeah, yeah Uh  Can't fake it to make it, like nigga, be real, uh (What?) Can't fake it to make it, like nigga, be real, uh (Okay) Can't fake it to make it, like nigga, be real, uh (Homixide Gang) Can't fake it to make it, like nigga, be real, uh (Let's go)  Outside in the Maybach and inside teal (Yeah) Outside in the Maybach and inside teal (Yeah) Shawty, I know you the deal I gotta turn this bitch up All of my haters switched up (I told the bitch) I gotta bring it to ya, bringing that shit to your door (Bringing it, bringing it) Look at my jewelry, lil' bitch, yeah, this ice for sure (Ice) Rocking that Dior, bitch, yeah, this Kim Jones (Dior, Dior) I got some bitches on the jet, huh, getting flown (Fly) And every time they touch down, yeah, they giving me dome (Hold up) They giving me dome, hop in the booth, this off the dome (Hold up) Look at my wrist, it look like I just left Chrome Chrome Heart, yeah, I see through these hoes Oh my (Uh-huh), yeah, I know 'bout y'all, yeah, all 4s We bang 4s, we bang, we bang 4s Don't call my phone, hold up I got her on go, hold up Like door to door, hold on This bih' wanna explore, hold on Lil' shawty the baddest (Yeah), but I want more Yeah shawty the baddest, but I want more Lil' shawty the baddest, but I want more Yeah shawty the baddest, but I want more (Yeah) You might also like Can't fake it to make it, like nigga, be real, uh (What?) Can't fake it to make it, like nigga, be real, uh (Okay) Can't fake it to make it, like nigga, be real, uh (Homixide Gang) Can't fake it to make it, like nigga, be real, uh (Yeah) Can't fake it to make it, like nigga, be real, uh (What?) Can't fake it to make it, like nigga, be real, uh (Okay) Can't fake it to make it, like nigga, be real, uh (Homixide Gang) Can't fake it to make it, like nigga, be real, uh2Embed"
64,Playboi Carti,N/A,Can’t Fake It (Original),Jonah Abraham & Lucian (Neilaworld) & Lukrative & F1LTHY,"(Wake up, F1LTHY)  Diamonds, they all in my cup I got your bitch on that stuff Shawty wanna go up Shawty tryna go up, uh Too many racks, I look buff, hmm Remember I was on the bus, yeah, uh Now everything go up Uh, I'm on the block still, oh I'm on the block, I'm on the block with the steel, oh Taking down, yeah-yeah, I will steal you I'm a soldier, yeah, bitch, I'll steal you Niggas not familiar, huh They not gang, huh G-A-N-G, huh They not gang, huh We don't rep the same, nah Not the same, huh We don't really bang with you Y'all can't bang, hold up Hold up, hold up, hold up Niggas gotta hold up Niggas gotta hold up Whole Lotta Red, huh, huh Bitch I can't fold up, huh, huh Niggas gon' talk, huh, huh But they gon' fold up, huh, huh Fold up, them gon' fold up Too much jewelry on my neck, I got cold shoulder I fucked the bitch in Texas, yeah, shawty really rollin' Keep that body going Pop a X, pop a pill, pop another pill Pop a X, pop a pill, pop another pill Off the X, off the X, off the X still Molly games, X Games, off that shit still Rollin' with the steel, steel, steel, huh Shawty I will steal, steal, steal, on you Don't talk about us, I got gang around me They get in they feelings, and they gon' shoot everybody, let's go Let's go I got gang with me, bitch don't talk about us They get in they feelings, and they gon' shoot everybody, let's go Walk around with me steel on Walk around, yeah, walk around with my steel on Walk around, yeah, walk around with that steel, steel Bitch I'm a soldier and I swear I will kill Anywhere Yah, yahYou might also likeEmbed"
65,Playboi Carti,N/A,Can’t Kill Us*,NA," Got a bad lil' bitch, she suckin' my thang, oh yeah ...  ... Uh, just like, yeah, yeah They can't kill us (Yeah) They can't do it, yeah I'm in the Rolls, yeah ...You might also likeEmbed"
66,Playboi Carti,THC: THE HIGH CHRONICAL$,Carolina Blue,Cookin Soul,"(Cookin' Soul)  No ventilation, hoes stimulating on this novocaine I'm making Still searching for the one, we in the Matrix Words from the sea, leaving  buzz Never gave a fuck about the picturesque Muscle arms, muscle arms cooking up with baking soda God never let my enemies, mixed between insanity and Hova Turning clouds into castles and pan slow cameras roll These bitches listen to us like we got mind control Overdose my high, nigga, I'm flying By the jets shout out the sky, nigga, I'm dying I take a pound and break it down into a baby bud Roll up a spliff, then I light it up, now take a puff It takes concentration when I'm blazing on this elevation Now treat your hate with my herbal medication Yeah, nigga, true statement  You smoking reefers? Yeah, of course we are, can't you smell it? No, Sam, I can't Come on, Dewey! Join the party! No, Dewey! You don't want this Get out of here! You know what? I don't want no hangover I can't get no hangover It doesn't give you a hangover Well, I get addicted to it or something? It's not habit-forming I don't wanna overdose on it You can't OD on it It's not gonna make me wanna have sex, is it? It makes sex even better Sounds kinda expensive It's the cheapest drug there isYou might also likeEmbed"
67,Playboi Carti,16*29,Cartier (Ft. Lil Uzi Vert),Pi’erre Bourne,"(Yo, Pi'erre, you wanna come out here?) Yeah (Slatt), yeah (What?), hold up (What?), pour up (What?) (Bop, Bop) Yeah (What?), yeah (Slatt, what?), okay (What? Slatt, what?) Ayy (What?), slatt (Slatt), ayy (Yeah, slatt) Ayy (Okay), uh (Okay), ayy (Slatt, slatt)  I'm in this bitch, yeah (What?) I'm too lit, uh I'ma die lit I got a AK Big ass stick (AK) You could get hit (Bow, bow) You know that I'm pushin' up (Pushin' up) You know that I'm booted up (Booted up) My shawty be booted up (Yeah, check it out) I ride in the Tonka truck (Talkin' bout) These bitches don't give a fuck (skrrrrrrrrr) They fuckin' on Cartier  My diamonds are Cartier My watches are Cartier She talkin' 'bout Carti yeah I hit up my baby, yeah I bought her some Cartier (Brrrrr) Yeah, brand new Cartier (Yeah) Two-tone (Hello) Yeah, brand new Cartier And I got a Rolls-Royce It make the white folks stare You think I give a fuck 'bout them? Why the fuck you think I care? Bitch, I be everywhere Bitch, I'm good everywhere (Yeah) Don't let my chain get under my shirt, air that shit out everywhere (Yeah) Cartier, I got Cartier, yeah, everywhere You might also like I'm in this bitch, yeah (What?) I'm too lit, uh (Slatt, slatt, slatt) I'ma die lit I got a AK Big ass stick (Brr, AK) You could get hit (Bow, bow) You know that I'm pushin' up (Pushin' up) You know that I'm booted up (Booted up) My shawty be booted up (Yeah, check it out) I ride in the Tonka truck (Talkin' bout, talm bout) These bitches don't give a fuck (Yeah) They fuckin' on Cartier  My diamonds like flashlight I'm showin' my ass right (Showin' my ass) I turned to the bad guy I smoke out the pack right (What?) I'm drinkin' the Act' right (Yeah, yeah) My new bitch got cat eyes (Yeah) I just be coolin' right here in the city I bust on her face and it got on her titty (Yeah) My pockets, they stuffed, yeah, my shit's never empty I pulled up a hundred but only spent fifty (What?) That Anna-Banana, you know that I clip it (Uh) I peel that bitch back and Beyblade like I rip it (Uh, uh) Your bitch, she pulled up to my crib And she act like she ain't wanna suck it, persuade her to lick it (Suck it) Come on, baby, just come give me head like condition She brought her lil' friends, so I couldn't even pick it (Yeah, yeah, yeah) I been on the jet like my name was Scott Disick I said I'm in this bitch, you better run the ballistics Uh, I'm in this bitch, yeah (What?) I'm too lit, uh I'ma die lit I got a AK (What?) Big ass stick (Brr, AK) You could get hit (Bow, bow) You know that I'm pushin' up (Pushin' up) You know that I'm booted up (Booted up) My shawty be booted up (Yeah, check it out) I ride in the Tonka truck (Talkin' bout) These bitches don't give a fuck They fuckin' on Cartier (Slatt, slatt)  Fuckin' on Cartier (What?) They fuckin' on Cartier (Lil Uzi) They fuckin' on Cartier Fuckin' on Cartier (Talkin' 'bout) They fuckin' on Cartier (What, Yeah) They fuckin' on Cartier (Woo)  (Yo, Pi'erre, you wanna come out here?) Yeah (Slatt), yeah (What?), hold up (What?), pour up (What? Yeah) They fuckin' lil' Carti, yeah (What? Yeah, what? Yeah) They fuckin' Lil Uzi, yeah (Yeah, What, Yeah) I got that Uzi tucked (What? Talkin' 'bout) Yeah, I got that Uzi tucked (What? What?) Bitches ain't shootin' us (What? What!) These niggas ain't doin' nothin'11Embed"
68,Playboi Carti,N/A,Cartier (2016),Digital Nas,"This is how I muthafuckin' play Oh yeah Muthafucker, this is how I play This is how I muthafuckin' play This is how we play This is how I muthafuckin' play This is how we play This is how I muthafuckin' (Let's go)  Oh, yeah, oh, yeah (This is how we play, this is how we play, let's go) Ayy, this is how I play (Play) This is how I muthafuckin' play (This is how I play, this I muthafuckin' play) This is how I play This is how I muthafuckin' play (What, let's go) (This is how I muthafuckin' play) This is how I play (Play) This is how I muthafuckin' play Ayy, yah, yah (This is how, let's go)  This is how I play (Ooo) This is how I muthafuckin' play (Ooo, ayy, what, ayy, okay) And I got the K (Okay) And I got the muthafuckin' K (Got that muthafucka) Ayy, stackin' up the muthafuckin' cake (Stacking up the muthafuckin' cake, yah, what) Smokin' on that muthafuckin' cake (On that muthafuckin' cake, cake, cake) It was just the other fuckin' day (What, fuckin' day, what, yah, yah) Now I'm pulling up in that wraith (What, in that wraith, what, what, what, let's go) Hol' up, wait (Hol' up) Diamonds, plates (Diamonds, plates) Bitches, choosin' (Choosin') On me, ayy (Ayy, yah) MI-, A, (MI-, A, what) Leave you, ayy (Ayy, yah) On my, way (Way, what) Hurt your, face (Hurt your, face, yah) You might also like Yah, uh, ooo, yah, yah (Ayy, this is, this is how I muthafuckin' play, what) Ayy, this is, yah, what (This is how I muthafuckin' play)  This is how I play (What) This is how I muthafuckin' play (Let's go) (Let's go, let's go, this is how I muthafuckin' play) This is how I play (Yeah, yeah) This is how I muthafuckin' play (Ayy, yah, yah, yah, what, yah) This is how I play (What) This is how I muthafuckin' play (Yah, let's go, bitch let's go, let's go)Embed"
69,Playboi Carti,N/A,Cash Shit,Pi’erre Bourne,"Cash, cash, cash, cash (What?) Cash (Cash) Cash (Yeah) Cash, cash, cash, what? (Yeah) What? (Cash) What? (Yeah) What? (Cash) What? (Yeah) What? What? (Yeah) What? (Uh, slatt, ooh)  If I'm a bitch then I'm the baddest bitch (Baddest bitch, what?) Ooh, cash, cash, cash, cash, bih (Cash) Sir Flex-a-Lot (A lot) Boy, I flex, bih, uh (Cash, cash) I pop the Glock Boy, I pop this shit (What? Buh) I rock the show (What?) It's a moshpit (Yeah) Been 'round the block, huh It's my park, bih, uh (Yeah) Apartment, uh With a lot of shit (Buh, buh, buh, buh) Snowman (What?) Huh, ice cream shit, uh (Cash) Bad bih, huh Like to suck the dick (Bitch) My clique (What?) Throw them hundreds, bih, uh 29, ho, huh 16, bih (Check it out) Sixteen bullets have you bleedin', bih (What?) Westside Piru, how you bleedin', bih? (Slatt) Ooh, my diamonds bloody on my body, yeah, they bleedin', bih (Slatt, slatt) Diamonds summertime, you ain't seein' me (Gleen) My diamonds bitin' like some molly on the gleen shit (Gleen) Lil shawty said she tapped my phone, ion receive shit (Tapped my phone, brrt-brrt) I was in this bih boolin' in Bleveland (Brrt-brrt-brrt-brrt) Parking lot pimpin', bitch Poppin' a lot of shit (Yeah) Cash, cash, cash, cash, cash, cash, cash, bih (What?) Hunnid thousand just to hear the nigga spit (Uh) She spittin' on the dick, told the bih to quit (Slatt, yeah, slatt) You might also like Ooh, ooh, ooh, ooh On some cash shit, uh On some cash shit, huh On some cash shit, uh On some cash shit, huh On some cash shit, uh On some cash shit, huh On some cash shit, uh On some cash shit, huh On some cash shit, uh On some cash shit, huh On some cash shit, uh  I'ma cash in, uh (Yeah) I'ma cash in, uh (Yeah) These bitches want me (Want me) I'ma catch 'em (Catch 'em) Bad bitch suck dick, yeah, she love it Bad bitch said she love me, yeah, she love me (Hey) Diamonds bitin' like some Molly and I love it (My diamonds bitin') Bitches wanna fuck Carti, yeah, I love it Got a lot of bitches on the side (Cash, cash, cash) Got a lot of niggas down to ride (Cash, cash, cash) Put that on my block, that's on my 9 (What?) All these niggas lame, I know they lyin' Fuckin' on your bih, that's all the time (Bih) I just do this shit all the time Off the lean, off the lean, oh my God (What?) Diamonds on me bitin', oh my God (Cash) Cash, uh, what? What? What? Cash, cash (What?) Cash shit (What?) Cash, cash, cash (What?) Cash shit (What? What? What?) Cash shit (What? Uh) Cash, cash, cash, cash shit (Bih)28Embed"
70,Playboi Carti,N/A,Catch Up*,MexikoDro, ...catch up Catch up Catch up Catch up Catch up Catch up Catch up Catch up Catch up Catch up Catch up Catch up Catch up...You might also likeEmbed
71,Playboi Carti,N/A,Celine (2018),Southside & Jake One,"Molly my bean, molly my bean Molly my bean, molly my bean Molly my bean, molly my bean Molly my bean (Yeah, hol' up) I'm on that lean, molly my bean I'm rockin' Celine, molly my bean Molly my bean, molly my bean  I'm on the lean, I'm on the drank I'm on the lean, hol' up, I'm on the drank, yeah, yeah I'm havin' sex, hol' up, yeah, I'm a coupe, uh, yeah I'm finna spend more, yeah, what you gon' do? Oh, yeah I got that bag, hol' up, yeah, I got that loot, uh, yeah Dior Chucks, huh, niggas lose, huh You ain't lose, huh, need me the loot, uh Bitch we bool, hol' up, never blue, hol' up And that llama fuck, keep that tucked, huh Fuckеd a lotta hoes, that's why they shook, uh Man, keep your ho around from me 'cause I go up, huh Fuck that bitch in the trap, we go up, huh, yeah I get that molly, ah, yeah, I got these niggas, they sorry, ooh Smoke gon' sour, ooh, yeah, smoke that mothefuckin' opp, uh Hop on the private, ooh, yeah, I ain't even pay for this private, ooh Fuck your bitch, uh, yeah, she just on her private, ooh, what Yeah-yeah, yeah-yeah You might also like Molly my bean, molly my bean Molly my bean, molly my bean Molly my bean, molly my bean Molly my bean (Yeah, slatt) I'm on that lean, molly my bean I'm rockin' Celine, molly my bean Molly my bean, molly my bean   Molly my bean, molly my bean Molly my bean, molly my bean Molly my bean, molly my bean Molly my bean (Yeah, yeah, yeah) I'm on that lean, molly my bean I'm rockin' Celine, molly my bean Molly my bean, molly my bean5Embed"
72,Playboi Carti,N/A,Celine (2019) (Ft. CAPOREE),Zwiffa,"And I got CELINE, baby (CELINE, yeah, uh) Yeah, brand new blings baby (Huh, yeah, slatt, slatt) With my team, baby (Yeah, yeah, uh, slatt) I'm with the team baby (Yeah, yeah, yeah) What do you need baby? Yeah (Yeah, yeah) What do you need, what do you need, baby? (Yeah) Brand new guns, brand new CELINE, baby (Yeah) Brand new diamonds, brand new lean, baby (Uh, yeah, yeah)  I got CELINE, baby, yeah (Yeah, yeah, yeah) Brand new blings, baby (Yeah, yeah, yeah) Brand new beans, baby, brand new beans, baby (Yeah, yeah, yeah) I'm on top of the shit, yeah, I'm knocking out shows (Yeah) My niggas got K's, yeah, they got colder (Yeah) Yeah, I'm payin' for cases, yeah, the drugs just got colder (Yeah, yeah, yeah) I’m fucking on MILF bitches, yeah, 'cause I got older, yeah And I'm bipolar, I might kill a fuck-nigga, yeah, I'm bipolar (Slatt) He gon' kill a fuck-bitch, because I told him (Slatt) He gon' smoke the nigga, yeah, and I'm gon' roll him (Yeah, yeah, yeah) Yeah, this not 6ix9ine, bitch (Jump out, no) I got a bad lil' bitch, I still do six nine with (Jump out, yeah) I got the bad bitch, she tryna come try some shit (Jump out, yeah, jump out) Because I told her (Jump out, yeah) You can't hold that shit, yeah, we don't need no help (Yeah) I did this by myself, I did this by myself (Yeah) Yeah, I fucked on this, yeah, we got our own wealth, yeah Yeah, I fucked on this, yeah, we got our own wealth, yeah (Bitch) We had our own shit, lil' bitch, yeah, we been prepped, uh We gotta take that, uh, I gotta take that (Yeah) I'm in the spaceship, yeah, this is a Maybach (Yeah) I'ma pour the lean, and I got a 'rag, just to get my waves back (Yeah, yeah-yeah) You might also like And I got CELINE, baby (CELINE, yeah) Yeah, brand new blings, baby (Huh, yeah, yeah, yeah) With my team, baby (Yeah, yeah, uh, yeah, yeah) I'm with the team, baby (Yeah, yo Capo yeah, yeah) What do you need, baby? Yeah (Yeah, yeah, yeah) What do you need, what do you need, baby? (Yeah, jump out) Brand new guns, brand new CELINE, baby (Yeah, yeah, yeah, jump out) Brand new diamonds, brand new lean, baby (Yeah)  Yeah, jump out on the block Niggas play it shiesty, gotta keep the heat dawg From the streets where it’s beef dawg Where it's normal to keep the heat dawg Sip syrup, 'til a nigga dose off Ridin' in the coupe with your bitch On the eight, I'm one of the big dawgs Who call shots and send hits   And I got CELINE baby (CELINE uh, yeah) Yeah, brand new blings, baby (Huh slatt, slatt) With my team, baby (Slatt, slatt) I'm with the team baby (Yeah, yeah, yeah) What do you need, baby? Yeah (Yeah, yeah, yeah) What do you need, what do you need baby? Yeah (Yeah, yeah, yeah) Brand new guns, brand new CELINE, baby (Yeah, yeah) Brand new diamonds, brand new lean, baby (Yeah, uh)1Embed"
73,Playboi Carti,N/A,Check (Demo)*,DP Beats," ... ...pool I got a crib and a pool, pool, ooh, yeah (Yeah), ooh, yeah, ayy I ride a lil' ,  I might go ride the lil' ,  I might go call up like dude, dude ...You might also likeEmbed"
74,Playboi Carti,N/A,Check It Out,Roark Bailey,"Uh, check it out, uh, uh, uh Check it out, uh, uh, uh (Lean) Check it out, uh, uh, uh (Percs) Check it out, uh, what? Come check it out, uh, uh (Bitch) Check it out, uh, what? Come check it out, uh, what? (Ooh)  Check it out, uh, what? (Designer) Come check it out, uh, what? (Designer) Check it out, uh, huh (Louis) Come check it out, uh, what? Huh (Gucci) Check it out, uh, huh (Lean) Come check it out, uh, what? Huh (Prada) Check it out, uh, what? Huh (Prada) Check it out, uh, what? (Lean, lean, lean) (Louis, Gucci, Prada, lean) Check it out, huh, yeah (Louis, Gucci, Prada, lean) Come check it out, yeah, huh (Gucci, Gucci, Gucci) Check it out, hey, yeah, uh Come check it out, yeah, what? Huh Check it out, uh, huh, yeah Check it out, yeah, uh, what? (Ice) Check it out, uh, check it out, uh Check it out, check it, uh (What? Beep) You might also like Check it out (Check it out) Fuckin' your bitch and I'm wildin' out I'm wildin' out (I'm wildin' out) All of these bitches gon' follow now All of your bitches gon' swallow now All of the bitches I fucked, they models now, uh All of my bitches on Molly now All of my bitches on Molly now, uh, what? Yeah They wildin' out All of these bitches, they tatted up I need the 'Vette and the new 'Rari now I copped the 'Vette, need the 'Rari now Hey lil bad bitch, I need the Barbie doll All of my bitches, they Barbie dolls, ooh, uh Money taller than ya Money sit tall, it's taller than ya Ballin', they ballin', they ballin', yeah Bitches, they callin', they callin' now I'm stallin' now, stallin', stallin', I'm stallin' now I cuddle up, all of these bitches wanna cuddle up Run it up, all of my niggas, they run it up  Check it out, uh, what? (Designer) Come check it out, uh, what? (Designer) Check it out, uh, huh (Beep) Come check it out, uh, what? Huh (Louis) Check it out, uh, huh (Prada) Come check it out, uh, what? Huh (Bag) Check it out, uh, what? Huh (Cash) Check it out, uh, what? (Cash, yeah) Check it out, huh, yeah (Yeah) Come check it out, yeah, huh (Cash) Check it out, hey, yeah, uh (Cash, cash) Come check it out, yeah, what? Huh Check it out, uh, huh, yeah (Cash) Check it out, yeah, uh, what? (What? What) Check it out, uh, check it out, uh (Molly) Check it out, check it, uh Check it out, you want, ooh, check it out Throwin' the bag, we lit (Talk to 'em) Throwin' the bag, we lit (Talk to 'em) All of these bitches, they want (Talk to 'em) All of these bitches, can get it (Talk to 'em) All of these niggas, they lame (Talk to 'em) All of these niggas can't kick it (Talk to 'em) All of my niggas, they gang All of my niggas, they gangbang All of my niggas, they bang Swag, cranberry, ayy, Piru, ooh, we lit We lit, ayy, I'm Gucci, we lit, no  Bitch callin', fuckin' on Yung Carti, ayy Get a bitch  Fuckin' on a lady Candy, eat it up Bitches wanna fuck Bitch, I can't pick up Sleep, Molly, drink, pour it up Spend a hundred thousand, uh, on some fucking jewelry Got a hundred thousand, bitch, and they wanna fuck Got a lot of niggas hatin', I don't give a fuck  Check it out, uh, what? (One take) Come check it out, uh, what? (Designer) Check it out, uh, huh (Louis) Come check it out, uh, what? Huh (Gucci) Check it out, uh, huh (Lean) Come check it out, uh, what? Huh (Prada) Check it out, uh, what? Huh (Prada) Check it out, uh, what? (Lean, lean, lean) (Louis, Gucci, Prada, lean) Check it out, huh, yeah (Louis, Gucci, Prada, lean) Come check it out, yeah, huh (Gucci, Gucci, Gucci) Check it out, hey, yeah, uh Come check it out, yeah, what? Huh Check it out, uh, huh, yeah Check it out, yeah, uh, what? (Ice) Check it out, uh, check it out, uh Check it out, check it, uh (What?) Prrt, prrt, prrt, prrt, beep Prrt, prrt, prrt, beep Beep, beep (What?) (Yeah, yeah)2Embed"
75,Playboi Carti,N/A,Check (Original),DP Beats,"Uh Know what I'm sayin'? (DP on the beat) I'm sorry, I'm sorry, I'm sorry  (I'm sorry, babe, I'm sorry) (I'm sorry) Uh, I just ran into a check, check Check, check, uh Check, check, uh, uh I just got a, uh, check, check Check, check, uh Check, check, uh I just got a, uh, check, check Check, check Check, check I just ran into a, uh, check, check Check, check, uh Check, check, check  Check, check Look at that nigga, he stylin', uh Check, check, ooh Look at these hoes, they wildin' Check, check, ooh All of these hoes, they got me, uh Check, check All of these hoes, they want me, uh, ooh, what? I get that check and I flip it, ooh I get your bitch and I flip it, ooh I get the money, I deal and flip it I get the money, I'm trippin', ooh, uh, uh, what? Ooh Taking these pills, I'm trippin', ooh All of these hoes, they ill, ooh, uh, yeah, uh You might also like Check, uh, uh Check, uh, ooh Check, uh, uh Check, uh I just need a check, uh Ran into a check, uh, uh  (I'm sorry, babe, I'm sorry) (I'm sorry) Uh, I just ran into a check, check Check, check, uh Check, check, uh, uh I just got a, uh, check, check Check, check, uh Check, check, uh I just got a, uh, check, check Check, check Check, check I just ran into a, uh, check, check Check, check, uh Check, check, check  Check, check, I just got a check Bitch state it, come an say it , Carti hittin' shit Check, check, smokin' cat piss (Piss!) All in L.A., smokin on exotic shit Oh, I need exotic bitch, need exotic whip I just got a chip, I just got the dip I just got the swagger drip (What?), Watch me drip I be up in LV, spend it buy the zip I might cop a zip, take it on the trip Now i'm in the hills now, posted with my friends now Gotta couple hundred thou', (Check) spend bout hundred thou' (Check) Aye! I just ran into a check, check I just gotta check, check, uh Check, check, uh, uh I just got a, uh, check, check Check, check, uh Check, check, uh I just got a, uh, check, check Check, check Check, check I just ran into a, uh, check, check Check, check, uh Check, check, check1Embed"
