,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
39,39,Yung Lean,Warlord,Fantasy (Ft. Lil Flash),Karman & Yung Sherman & Gud,"Leandoer  I don't want to hurt you Movin' 'round in circles Will do if I have to All I do is work you I got Gs on Gs like burgers Movin' 'round like lurkers I lost all my urges Pink polo painted circus Insert money and surf through Life is like a drive-thru I guess I could die soon I feel like a typhoon Smell like weed and perfume Smurf-blue pills like squirrels All I smoke is herbal Pradas, them be purple Mailbox clean, Donald Duck lungs I need a million dollars, not some bucks, son (Fuck your money at?) Duck one, duck two painted trucks, son When we roll up, Gucci mats on my truck, son (Truck, truck) Where I come from, pop anthrax Air Max, we got ten stacks I be smokin' tear gas Percocet, that's a fear fac' Yeah, I got my gear back Don't hold tears from years back Talking, we don't hear that Fallin' off we don't fear that You might also like I'm smokin' on nitrous oxide Holdin' shit down, I got mine My eyes red just like a stop sign I'm number one, not no top five I'm Blood gang, Cap gang, 4L Pills, weed, molly, Xanax for sale Got shooters out South you don't know well They'll pull up right to your doorbell I'm too iced out, I'm a snowman Oh, we're ridin' in the foreign gettin' real wrecked I'm out in Chiraq where it's cold at Where they tote nines and blow caps G-L-O gang I own that Pull up on your block, blow your skull cap And I ain't really with no romance 'Cause I'm too busy callin' up the dopeman Shooters all on my roster The whole team tryna get sponsored I'm drummin' shit, Travis Barker, yeah Your blunt is like a pencil, mines a marker, wha'? And I see you a talker So to shut your ass up would be a motherfuckin' honor It's me and Yung Lean overseas Smoking dope eating on some shrimp and lobster Wha'?8Embed",0.1,0.773,0.127,0.6862
40,40,Yung Lean,Warlord,Fire,Whitearmor,"It ain't even my fault though I got f-f-f-f-fire Fire, f-f-f-f-fire  Flames, fire, an empire Leandoer can't expire We walk in, they stand up like a choir Bitch, I'm smokin' spirit flowers 'Cause you know it takes me higher My money speeding, no flat tire Over on this side it is drier Louis Vuitton sheets with flowers Helicopters 'round the windows Now I'm sipping everything slow You would think it's the damn intro I'm ridin' past you in that limo Sadboy gang, we some heroes Money pink just like flamingos Riding past you in that limo Xans on me, oh, Lord I stick my head out the window  Fuck school, it made me sick I love my haters, they make me rich They warned me about this shit I'ma do this 'til I go extinct Bitches they know that its Yung Leandoer Straight from the sewer, posted with Bladee Krueger Hit 'em and I get 'em, I stack 'em, I rip 'em Just like my stacks, I got cash in my denim Salvation, bitch, I need my medication (Meds) Sadboy gang, bitch, we one nation (SBE) Posted up, celebrating, takin' flights like vacation Paper tracing, I keep 'em waitin' Bitch, you know that I keep 'em waitin' You might also like Fire, I'm a seller and a buyer Leandoer can't expire We walk in, they stand up like a choir 'Cause you know I got that fire7Embed",0.172,0.699,0.129,-0.9312
41,41,Yung Lean,Warlord (This Record is Dedicated to the Memory of Barron Alexander Machat (6/25/1987 - 4/8/2015)),Forest Fire,Gud & Yung Sherman,"Way up Way up Some up  I'm rollin' blowin away, the days look the same 10 pills in my pocket, I keep blowin' my faith Rubber, rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait I'm rollin' blowin away, the days look the same 10 pills in my pocket, I keep blowin' my faith Rubber, rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait  I guess I gotta stay down, stay down, stay down I guess I gotta stay down, stay down, stay down Bitch, I'll be around, around, around forever I'll be around, around somewhere up there Na-na-na-na-na, I just saw the sign, I seen the world collide I lost count of all the times, she ask me why Ma-ma-magic in her eyes, Leandoer's paradise All my, all my, boys off drugs, I've been lost in this life Fire flames, color red, 'member recent times Stacks of shoes, got soo many, don't really the 'mount When it's hot outside, I copped me some ice Travel in disguise, I see trouble in her eyes Mix it with fanta, not with sprite, wings from Calvin Klein Forever i'll fly, all the times I remind, cause someway... Someway, some how, I'm good in the sky I got a white shirt and a tangerine belt In a winter where the show don't melt Cause I keep to myself, cause I keep to myself Rollin', rollin', rollin', I know, ah You might also like I'm rollin' blowin away, the days look the same 10 pills in my pocket, I keep blowin' my faith Rubber, rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait I'm rollin' blowin away, the days look the same 10 pills in my pocket, I keep blowin' my faith Rubber, rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait I'm rollin' blowin away, the days look the same 10 pills in my pocket, I keep blowin' my faith Rubber, rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait  Mark it like a sign, I've been through them nights Fallin' from the heights, I'm a dog, about to bite All my dogs gon' ride tonight, I got armor I'm a knight I got stars up on my knife, I got stars up on my knife Remember when I step on Nikes, I don't pay for that shit now Any motherfucker tryna tell me shit now Back down, back down, you don't wanna get it now Move around the streets like the city is on fire now Fire house, money count, shawty, I'm on fire now Greygoose, blowin' pineapples in a cyber town Higher down, fire crown, Leany get 'em by the ounce1Embed",0.145,0.771,0.084,-0.9829
42,42,Yung Lean,Poison Ivy,​french hotel,Whitearmor,"She off the pills and I ask, ""Do you wanna?"" She's just mumblin', blood comin' out her hair I'm off the drink, off the blow, I'm just gonna We in a bathtub, we good here and everywhere She off the pill-pill, the pill, we off the pills and I… She's just mumblin', blood comin' out her hair I'm off the drink, drink, the drink I'm off the drink, off the… We in a bathtub, we good here and everywhere  I'm in Hawaii and you know we in a Rover Bitches all on us, knock on my door like Jehovah Promoter said ""Ain't nobody came till you showed up"" Leave me five hundred bands exactly when I show up I'm not feelin' too interested, I'm just modest I couldn't stop it, I met the girl we was knockin' We sippin' champagne and the blow, we keep it on us See us in the club, you know we keep the knives on us And I be drivin' the fast lane, ain't no way to stop us I don't want it goin' on, man, but you know we just say ""Fuck it""  She off the pills and I ask, ""Do you wanna?"" She's just mumblin', blood comin' out her hair I'm off the drink, off the blow, I'm just gonna We in a bathtub, we good here and everywhere She off the pill-pill, the pill, we off the pills and I… She's just mumblin', blood comin' out her hair I'm off the drink, drink, the drink I'm off the drink, off the… We in a bathtub, we good here and everywhere She off the pill-pill, the pill, we off the pills and I… She's just mumblin', blood comin' out her hair I'm off the drink, drink, the drink I'm off the drink, off the… We in a bathtub, we good here and everywhereYou might also like6Embed",0.035,0.892,0.073,0.8777
43,43,Yung Lean,Poison Ivy,​friday the 13th,Whitearmor,"Take it all the way, ayy  Friday the 13th, you with the maniacs We the wave makers, this is Navy rap We both fucked up, I had to take you back I ain't really sleeping, I take baby naps Won't make it home, won't make it back Crib filled with blow, we brought the '80s back R.I.P. Barron, for you we blow a sack Can't leave my boys, yeah, I got your back Lean need a birch, shawty bringing stacks Haunted house, yeah we on a different path  Ice on froze, head on freeze Still sippin' on fours, lemonade and speed Baseball bat at award ceremonies New rings on, no new destiny Money on deck, make the bank call me Chandelier ice castle, on E Ice on froze, but my head on freeze Still sippin' on fours, lemonade and speed  Dark knight, angels dirty when I need a plan I pop, with them birdies, been fly like that 2040, me and gang, Gotham City land (Wanna find the time, be with you and just hold your hand) Leandoer AKA the crow, flying rats and sand When I try to be carefree I just end up sad 21, almost 22, missions on the map Light blue jewelry, 3-6 wrist tan 360 worldwide, put Stockholm on the map Sometimes nightmares don't just end like that Love will find us in the end, but I don't really see that Love will find us in the end, but I don't really need that You might also like Ice on froze, head on freeze Still sippin' on fours, lemonade and speed Baseball bat at award ceremonies New rings on, no new destiny Money on deck, make the bank call me Chandelier ice castle, on E Ice on froze but my head on freeze Still sippin' on fours, lemonade and speed  I crush rock, like they crush your dreams I crush you if you come between me and the gang I get green cash like the Grinch Walk out of hell, all fresh like mint22Embed",0.081,0.757,0.162,0.9832
44,44,Yung Lean,Unknown Death 2002,Gatorade,Gud,"Shawty what you sippin' on? Gatorade Shawty what you smokin' on? Lemonade I'm up in the sky, finna elevate Mix it with some Kool-Aid Pop 'em pills 'cause I get paid Shawty what you sippin' on? Gatorade Shawty what you smokin' on? Lemonade I'm up in the sky, finna elevate Mix it with some Kool-Aid Pop 'em pills 'cause I get paid  Galaxyboys Reality is far away Liquid love got me floatin' away Up in the club, Grey Goose every day Stacks on racks 'til my mind starts melting away Smoking the J Posted in the bay Sadboys sippin' Arizona day by day Day by day I goes away Swerving swerving on this iced tea Yung Gud shawty, posted with that DMT Hash in the pipe is ABC Cut their wrists and lay 'em down gently Leopard coloured backseat in my Bentley Relently, I pop two pills too many I don't give a fuck, I brought plenty You might also like Champagne and lobster, it's a rich kid party You know what it do, Yung Leandoer shawty Rockin' Bravo Bravo Charlie Sippin' on Bacardi  Shawty what you sippin' on? Gatorade Shawty what you smokin' on? Lemonade I'm up in the sky, finna elevate Mix it with some Kool-Aid Pop 'em pills 'cause I get paid Shawty what you sippin' on? Gatorade Shawty what you smokin' on? Lemonade I'm up in the sky, finna elevate Mix it with some Kool-Aid Pop 'em pills 'cause I get paid  Skinny bitches they die quick Grim reaper on my dick Fuck her from the back, ain't that some shit? Cum in her face I ain't scared to die I'm in my zone I'm with my team I'm sobered up I'm spaced out Arizona iced out, yeah I'm that guy Neon polar bears, I drink iced tea all day Catch me in a Hummer with your mother and Macy Gray Million ways, posted up in the Milky Way Silky lake with a couple hundred bills to pay Stuck in a Monday with Bill all day Neon lights and I swerve around Shawty what you sippin' on? Gatorade Shawty what you smokin' on? Lemonade I'm up in the sky, finna elevate Mix it with some Kool-Aid Pop 'em pills cos I get paid31Embed",0.061,0.856,0.082,0.7529
45,45,Yung Lean,Frost God ,Get It Back,Whitearmor,"Get it back Get it back Get it back  Diamonds on my wrist, give me an ice attack Pull up to the club, and I'm back Get it back Get it back Get it back Diamonds on my wrist, give me an ice attack Tats on my wrist, neon coloured stacks Bitch she gave me heart attack, but I'm back, yes I'm back Yes I'm back Yes I'm back Yes I'm back Yes I'm back  I've been around the globe so many cities, man I've fucked a girl in every state but I don't give a fuck I been with my mans, peach coloured grams Pull up to the club and my ice gave me an ice attack I be with Bladee, Sherman n em Pull up with Whitearmor and we counting blue M&M's I was out here in Cali I was with Bally Pull up in a 'Rari I don't like the talking I don't like the talking All my dogs be barking You might also like She call me yeah she stalk me She call me yeah she stalk me Yeah, she on me It's a good day I just poured a 4 up in my cup (Spent some money then I get it back)  Diamonds on my wrist, give me an ice attack Pull up to the club, and I'm back Get it back Get it back Get it back Diamonds on my wrist, give me an ice attack Tats on my wrist, neon coloured stacks Bitch she gave me heart attack, but I'm back, yes I'm back Lean4Embed",0.146,0.731,0.123,-0.7975
46,46,Yung Lean,Crash Bandicoot & Ghostface / Shyguy,Ghostface / Shyguy,Woesum,"Lean Leandoer (Leandoer in this bitch)  I got so much shit up on the stove, it gotta go, I need a boat Money high, my power low, my heart doin' coke, can't let you go Don't need this shit, don't need these shows I'm on a roll, leave earth, need more So much shit up on the stove Show up in chrome, I leave in gold Don't need to sell my fuckin' soul, the devil in me, already know I do this for my kin, my folks, my bitch, my bros, might buy my soul You know that I gotta know Do you love me? Can't let me go My cousin pourin' Listerine up on the stove, got Louis toes  Ghostface, shyguy, dope nice, ride by Sadboys, drain gang, yeah, they're my guys Ghostface, shyguy, dope nice, ride by Sadboys, drain gang, yeah, they're my guys  Burglar bars around the car Frankenstein boys in my yard Champagne bloody, fast go-karts All my boys, they go too hard Shadow streets, no signs of life Sounds like Rome, straight from dome I go hard, yeah, you go home We not the same, bracelets filled with stone Sunny, wear it out Pour up, dirty Sprite (Pour, pour) You know what Leandoer bitch is all about (All about) I got bitches and ice, yeah, they think I'm nice I ain't really friendly, hang with snakes that eatin' mice (Pull up, pull up, pull up, pull up) I pour a stripper and get dirty, dirty (Dirty, dirty) We from the north, yeah we get flirty, flirty Ayy, we got some demons in this birdie, birdie Ayy, I fly like an eagle, not no birdie, birdie You might also like Ghostface, shyguy, dope nice, ride by Sadboys, drain gang, yeah, they're my guys Ghostface, shyguy, dope nice, ride by Sadboys, drain gang, yeah, they're my guys Ghostface, shyguy, dope nice, ride by Sadboys, drain gang, yeah, they're my guys Ghostface, shyguy, dope nice, ride by Sadboys, drain gang, yeah, they're my guys  Leandoer7Embed",0.162,0.686,0.152,-0.8801
47,47,Yung Lean,,Ghostrider,Woesum,"Switchblade in my hand make you fall back Flat on the ground make you fall flat Rainbow dreamland take you far back I'm up in the mountains with the stars man I'm in the jungle flying round' like Tarzan Xanax on, sent too many bars man I'm gone been gone from the start man Road warrior I do car jack Suicide doors on my whip, what do you call that? It's too late for me to crawl back Still late she hasn't called back I'm in the night wearing all black Nightmare road flashbacks from all that Won't let me in, fuck the guards man Run around the world like a quarterback I'm too busy got to much on my almanac Feeling like a baller got a tall stack Remember back when I dreamed about all that White shadows, white smoke, white walls man In a hospital got here in a taxi cab Been fucked too long, fuck rehab Pick up a tab and get it while I still laugh Got an evil twin he's my better half Addicted to green like a giraffe You might also like With my boys riding round, we get the last laugh When my boys riding round, we get the last laugh  Still in the shadows, I'm a ghost rider Fuck your brain up, stay up til' it's lighter Shawty looking good but I bet my shawty finer I'mma shine forever no matter the weather I'll do it either way, can't play the wicked games you play Total eclipse my heart is grey, ice, blood all on my face  Still in the shadows, still in the shadows Still in the shadows, still in the shadows  Still in the shadows, I'm a ghost rider Fuck your brain up, stay up til' it's lighter Shawty looking good but I bet my shawty finer I'mma shine forever no matter the weather I'll do it either way, can't play the wicked games that you play Total eclipse my heart is grey, stay on my grind like everyday Ice, blood all on my face, ice, blood all on my face Ice, blood all on my face, ice, blood all on my face  Harmonizing All on my face Ice, blood all on my face, ice, blood all on my face  Still in the shadows, I'm a ghost rider Fuck your brain up, stay up til' it's lighter Shawty looking good but I bet my shawty finer I'mma shine forever no matter the weather Still in the shadows, I'm a ghost rider Fuck your brain up, stay up til' it's lighter Shawty looking good but I bet my shawty finer I'mma shine forever no matter the weather15Embed",0.136,0.754,0.11,-0.9688
48,48,Yung Lean,Unknown Memory,Ghosttown (Ft. Travis Scott),Gud,"Stocktown, ghosttown, SBE I don't give a fuck about no one except me Stocktown, ghosttown, SBE I don't give a fuck about no one except Lean Stocktown, ghosttown, SBE I don't give a fuck about no one except me Stocktown, ghosttown, SBE I don't give a fuck about no one except Lean  I'm smoking double pack, Louis duffel bag, get that money stack Trouble's back, I don't give a fuck, we jump out the back Where they at? Leave all my essentials in a zig-zag Roll it up, take a drag I'm the best at it, I don't like to brag Leave my body in a bag If you fuck around you in that body bag, burn the flag Fuck who you know, I don't fuck with that Couple zeros on a couple tags Tunnel vision, tunnelin' a jag Stumble out the hotel lobby Shoveled gold knuckles, screaming, ""Where they at?"" I won't be in your life again but you might see me in a mag' Delete my number, never call me back Flat on the ground, spat blood on my Acronym bag We from Stocktown, seasons change Bitch, you know where we at You might also like Stocktown, ghosttown, SBE I don't give a fuck about no one except me Stocktown, ghosttown, SBE I don't give a fuck about no one except Lean Stocktown, ghosttown, SBE (Yeeeaahh) I don't give a fuck about no one except me Stocktown, ghosttown, SBE I don't give a fuck about no one except Lean Let's get real, land of the ghost, so trill Come and take a trip in my hill, get ghost Don't come up here with that shit, get roast Know La Flame don't play by his toast, you know And I'm bound to flow you down, come on, she grab my jeans She grab the kush, she balancing on my balance beam while I'm jigglin' cantaloupes We off that lean-lean-lean in my dream-dream-dream-dreams, yeah We don't want alcohol drinks, only soda and codeine, oh Get it right, get it right It ain't down for the night It ain't down for the night Ayy, yo, Yung Lean, yo, Yung Lean, where these bitches come from? Tryna see who with the shits, who really down to get drunk I might throw up, might turn up, turn up every summer, every summer Every summer, every summer I'm with Sad Boys in Stockholm, they know H-Town be my home They know H-Town be my home Them-them my homies Them-them my homies I'm with Sad Boys in Stockholm, they know Mo City my home Them-them my homies Them-them my homies Them-them my motherfucking homies, straight up  …Except me Stocktown, ghosttown, (straight up) SBE (ooh) I don't give a fuck about (straight up) no one except Lean Stocktown, ghosttown, SBE I don't give a fuck about no one except me Stocktown, ghosttown, SBE I don't give a fuck about no one except Lean Stocktown, (oh) ghosttown, SBE I don't give a fuck about no one except me Stocktown, ghosttown, SBE I don't give a fuck about no one except Lean Stocktown, (oh) ghosttown, SBE I don't give a fuck about no one except Lean Stocktown, ghosttown, SBE I don't give a fuck about no one except Lean Stocktown, ghosttown, SBE (Every summer, every summer) I don't give a fuck about no one except me (I'm with Sad Boys in Stockholm, they know H-Town be my home) Stocktown, ghosttown, SBE I don't give a fuck about no one except Lean (They know H-Town be my home, them-them my homies) Stocktown, ghosttown, SBE (Them-them my homies) I don't give a fuck about no one except Lean (I'm with Sad Boys in Stockholm, they know Mo City my home) Stocktown, ghosttown, SBE (Them-them my homies) I don't give a fuck about no one except Lean (Them-them my...)80Embed",0.159,0.718,0.123,-0.9747
49,49,Yung Lean,Lavender,Ginseng Strip 2002,Gud,"2003 Arizona Iced Out Boys Yung Leandoer, shawty Emotional boys, 2001 Emotional shawties in this bitch Machiavelli  Bitches come and go, brah But you know I stay Bitches come and go, brah But you know I stay Got my balls licked By a Zooey Deschanel look-alike cocaine addict Razor blade to your head Conflict, I'm a contradicted shit Peeing on old people's houses is an inflict 2003 shit This ain't no splitting bills shit I'ma peel Banana Skids While listenin' to R. Kelly's greatest hits  Yung Lean in the club For some morphine (Morphine) Yung Lean up in the club For some morphine (Morphine) You might also like Poppin' pills like zits While someone vomits on your mosquito tits Slitting wrists while dark evil spirits like Slytherin Slither in with tricks, I'm sick Acid trip makes my spitting sick And makes me start hitting chicks Knitting thick, shitting quick, fitting dick Like transmitting shit with an AIDS stick Think you're gay as fuck like a fish stick Tequila shots and salt licks Getting balls in your face like a free kick Yung Lean stays motherfuckin' freaky (Bitch)  Yung Lean in the club For some morphine (Morphine) Yung Lean up in the club For some morphine (Morphine)  Rotten teeth like Gargamel I cast a spell, you keep on tryin' to yell Bet your dead body stinks worse than my S'well Well, Lean expels Diagrams as if they were made in Excel Fuck fat hoes like Adele Get my dick stuck inside a lamp shell Get it out with sperm cells and hair gel Swim in Mexico, mademoiselle Point and laugh while he fell Who's laughing now, now that I'm explosive like Alfred Nobel Yung Lean only attracts an older clientele Very well (Bitch, yeah)160Embed",0.278,0.563,0.159,-0.9957
50,50,Yung Lean,,Gladi8r,Gud,"I'll take that long ride home by myself If no one's gonna help me, Imma do it by myself I got stealth Everyone around me, they know me the best, take a test It's not over til I take my last breath, they obsessed Pull out the rings, warriors, my nest Eat your flesh Everyone around me do what they do best Playing chess with the dark lord Riding on a dark horse Lasers shine like Star Wars, cash I fold it, cardboard Parkour, jumping over you, yeah, like parkour Hooligans in the club, get enough money, we can start wars  I don't give if a fuck you get this music This shit is for us, foreigns rush Riding through the blizzard, who can I trust? This shit for us, play this shit for us I don't give- I don't give a fuck if you get this music This shit is for us, foreigns rush Riding through the blizzard, who can I trust? No one had our backs, so, this shit is for us  They hated on us, but we don't trust Now they imitate Selling what we was, a shape-shift, yeah I shape-shift up Red dot shots, thirty-two plots, evil acquaintance You might also like Whoa, whoa, whoa Yeah, yeah Go, go, go Yeah, go on Go out or go on But I'm tinted, I don't wanna see that But I'm tinted, never wanna be that Everyone I , put it on some  Shawty know I'm on that, yeah Moths flying around, you talk, you get drowned Ay2Embed",0.141,0.702,0.156,0.3016
51,51,Yung Lean,Warlord (Deluxe),God Only Knows,Woesum & Acea,"Tell me why I wanna die when I, uh  God only knows what I might do God only knows what I might do I don't fuck with God, I'm my own proof (SBE!) God only knows what I might do (Leandoer!) Take two of these, feel like Goku (Like Goku!) Eyes Chinese when I roll through (Skrrt, skrrt, skrrt!) Mixing medication up, no tofu I'm soulless, my soul loose  Take two of these, I feel like Goku My eyes Chinese when I roll through Where the fuck my soul at? I need soul food I gotta run for my life, I can't hold you If you want me to know, I can show you Six inches on my sword, I feel like kung fu (Ooh sleep, ooh sleep, kung fu, I don't give a fuck, my pills look like Scooby-Doo) I don't give a fuck (SBE) I blow my mind up in pieces Wish I never lived in this secret Yeah, I'm me, I'm me, I'm free, bitch Nothing ever comes for free, bitch I can't even count to three, bitch If you wanna tell me what the fuck to do I don't fuck with you How many times I gotta prove to myself what I do? My gadgets they be waterproof I'm stuntin' on my exes See me out in Texas, riding in the Lexus I call that ""Texas Reckless"" Candy color painted necklace, on my face Flamingos rushing if you wanna take a chase I run fast, bitch R-R-Run You might also like God only knows what I might do God only knows what I might do I don't fuck with God, I'm my own proof Take two of these, I feel like Goku Eyes Chinese when I roll through Mixing medication up, no tofu Where the fuck my soul? My soul loose Six inches on my sword, I feel like kung fu Take two of these, I feel like Goku  I feel like Goku, like GG Allin Don't be fucking up my fun (Fun) Pink skies, fuck life, bitch, you know I'm fucked I'm smoking purple snakes, I'll never be done Got a stun gun Making songs like it's my last one Tryna get this cash, you know it's coming, son 61 sum, never done, never done Chain mace, wrists laser A bow and arrow when I come through Mirror antique, I'm not looking like you And I don't work for you I don't do nothing for you, I do it for me I'm smoking lavender Like Swiss caliper You know my birdies purr, yeah I got a pink fur on my girl You know I don't go with her Got pearls on my necklace I be stuntin' Lil' bitch12Embed",0.114,0.69,0.195,0.9806
52,52,Yung Lean,Stardust,Gold,Fredrik Okazaki & Whitearmor & Woesum,"Crystals, I got issues, hit me up like a pistol I'm the riddle, I'm the joker, I'm the wildcard in the middle I can't even explain this shit, yeah, my life a cartoon (Cartoon) Crystals, I got issues, hit me up like a pistol I feel like hurtin', feel like slaying, I'm a searcher at work (At work) Raindrops in the fog creep like a fox, it's absurd I fell for you like a cliff, wishing well, take a seat (Take a seat) Love in my heart, but it's a sad song Red fog, red fog, three red, dead dogs Crystals, I got issues, hit me up like a pistol I'm on the blacklist, on the hitlist, I go up like a missile (Go up) Missed us in our issues, magic wisdom, I feel 'em (I feel 'em) Gold wardrobe, I'm a gambler, can't fold Laughing to the bank, but this shit is not a joke (Ha-ha-ha-ha) Mysteries are strawberry days, I can't grow old (I can't grow old) What's my age again? What's my age again? Oh Four shotguns holding up the table Sword chain bowl, all gold wardrobe Missed us in our issues, magic wisdom, I feel 'em (Yeah, I feel 'em) Scar tissues on tissues and I got scars, cannot heal 'em  But it's a sad song, sad songYou might also like2Embed",0.155,0.693,0.152,-0.8697
53,53,Yung Lean,Lavender,Greygoose,Yung Sherman,"I don't give a fuck, I just don't do Pill popping in the club with my whole crew Billionaire Boys Club, sweater yeah its brand new Like everything I do its brand new Now I'm trippin' on that cash flow Still the same dude with a nice flow Flex that ass, shawty drop it real low Shawty goes to pick up dollars all on the flo' Leandoer with these bitches and hoes I'm a nice guy and it really goes to prove  Now I'm trippin', all I wanna know Now I'm sippin', Bacardi in the club Now I'm trippin', like I always do Up in the club, sippin' Grey Goose Keep my Polo fitted, now I make news Turn up in the club sippin' on that Grey Goose  Got that vodka and that orange juice Everything I do is to show I'm brand new I don't give a fuck what you say Suck my fuckin' dick and who will run this bitch? Who will? Lean will, Lean will, Lean will, Lean, Lean, Lean, Lean You might also like Now I'm trippin' (trippin', trippin') (brand new) (brand, brand new) Now I'm sippin' (sippin'), like I always do Now I'm trippin' (trippin'), still the same dude  Yeah I got that fashion with Bape shirt And I'll have ya steam turned up, shawty and panties all free Now I'm trippin' like I always do Now I'm sippin', sippin' on Grey Goose Trippin', I always seem to do Go up in the club, but nothing's brand new10Embed",0.065,0.837,0.098,0.3612
54,54,Yung Lean,Poison Ivy,​happy feet,Whitearmor,"Spiders on my feet but you be caught up in the web X-Files  I be draped in Bur-Burberry Late nights like the cemetery Walking dead, look like F-Freddy Cherry color painted Chevy Draped in blood now, super scary Got magic like I'm Ha-Harry Dark magician, you a fairy Hummer yellow, birds like Larry  I go too far like Jim-Jim Carrey Killed them, it was necessary I don't wanna get too heavy Have her one night, bet you wanna marry I'm off some shrooms in a place where you cannot be Three jellyfish in a dungeon where reptiles be I feel your love and I see it inside of me Value your friendship, we drink 'til it's over, see I got that laser, it's shooting right out of me Red lava, red fish, red tablets, all growing free You imbeciles try to be, but you cannot be My money was small, but I made it grow rapidly, rapidly You might also like Spiders on my feet but you be caught up in the web I hear voices, I see signs, cannot let it go to my head I don't wanna go on, if you die take me instead (Ahh-ahh) I just spend a K up on a reptile linen bed  I made 600K, bet that's play money, we set I got scars, no tissue, all my songs they hot like red Save all your luxuries, bitch, I just need a check Fuck with me again, I'll make them insects eat your head, ayy Diamonds dance like Happy Feet, but happy ain't my set Sadboys steal your shit, then we hop-hop up on a jet I'm a silver worm, I hop out the earth, eat my meds I am Lucifer, my universe won't let me rest  Diamonds dance like Happy Feet, but happy ain't my set...22Embed",0.126,0.658,0.216,0.9861
55,55,Yung Lean,Frost God ,Head 2 Toe (Ft. Bladee),Whitearmor & Acea,"Head to toe Louis V and Rafs (Lean) 127, yeah, we ball like that Goin' plus, getting stacks, but I ain't into math (SBE) I be in a castle making calls like that Head to toe Louis V and Rafs (Lean) 127, yeah, we ball like that Goin' plus, getting stacks, but I ain't into math (SBE) I be in a castle making calls like that  What you want? Call Bladee, he gon' get it for you, facts What you need? Want coke? Got a weed-filled bag Been through hell, seen ghosts, you can't walk my path I've been to clouds, need a Perc' and double cup my hand Poppin' pills like Scooby Snacks, seein' colours, Apple Jacks Please, I can't excuse my being SBE roll off a bean Gucci, Louis on my tee Shawty wanna get with me They knew we were a problem, they knew not to fuck with Lean  Head to toe Louis V and Rafs (Lean) 127, yeah, we ball like that Goin' plus, getting stacks, but I ain't into math (SBE) I be in a castle making calls like that Head to toe Louis V and Rafs (Lean) 127, yeah, we ball like that Goin' plus, getting stacks, but I ain't into math (SBE) I be in a castle making calls like that You might also like Twelve skulls bathed in blood (Bathed in blood) Ten pills, I'm destroyed (I'm destroyed) I'm up, don't need love Louis V, black rug Ice king, I'm back up Get back, bitch, back up She said I'm fucked up I'm Gucci draped up  Head to toe Louis V and Rafs (Lean) 127, yeah, we ball like that Goin' plus, getting stacks, but I ain't into math (SBE) I be in a castle making calls like that Head to toe Louis V and Rafs (Lean) 127, yeah, we ball like that Goin' plus, getting stacks, but I ain't into math (SBE) I be in a castle making calls like that4Embed",0.095,0.71,0.195,0.9831
56,56,Yung Lean,Unknown Death 2002,Heal You // Bladerunner (Ft. Bladee),Whitearmor,"Profound sadness! Yeah, yeah, yeah, yeah  She's my tangerine shadow You know I got the fame Shawty I'm made by Bape Blazing up in the bay White powder on my chinese plates Sipping Gatorade somewhere up in space Posted up with Bladee, pills after pills Hide it in my motherfucking  Hi-tech nikes, bitch I'm running with blades So you know I'm blade runner, smoking haze for days I can heal you shawty in a million ways I can heal you shawty in a million ways So you know I'm blade runner, smoking haze for days Hi-tech nikes, bitch I'm running with blades So you know I'm blade runner, smoking haze for days I can heal you shawty in a million ways I can heal you shawty in a million ways I can heal you shawty in a million ways So you know I'm blade runner, smoking haze for days You might also like Cut you like mango My iPod is nano Lasers my ammo I'm shooting at your camo Nike on my sandal My blunts look like candles Got her in darkness She start lighting candles GTB and Sadboys It's real tears I'm sad, boy I think I can heal you Just call me on my Android  Hi-tech nikes, bitch I'm running with blades So you know I'm blade runner, smoking haze for days I can heal you shawty in a million ways I can heal you shawty in a million ways Hi-tech nikes, bitch I'm running with blades So you know I'm blade runner, smoking haze for days I can heal you shawty in a million ways I can heal you shawty in a million ways I can heal you shawty in a million ways So you know I'm blade runner, smoking haze for days Oh10Embed",0.107,0.831,0.063,-0.9382
