,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
27,27,MIKE DEAN,,Grab Em By Da Pussy,MIKE DEAN,"Yes (are you serious?) Apologies for freedom? (I can't handle this) When freedom rings (answer the call) On your feet (stand up tall) Freedoms on our shoulders (USA) President Donald Trump knows how to make America great  Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it You might also like President Donald Trump knows how to make America great Great, great, great, great, great, great, great, great Great, great, great, great, great, great, great, great Great, great, great, great, great, great, great, great Do it, do it, do it, bitch do it Do it, do it, do it, do it  Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Grab 'em by the da pussy bitch, bitch Grab 'em by the da pussy b-b-b-bitch do it Do it, do it, do it, do it, do it (President Donald Trump knows how to make America great) Grab 'em by da pussy2Embed",0.243,0.578,0.178,-0.9927
28,28,MIKE DEAN,,GRANDE FAUCON,MIKE DEAN,,0.0,1.0,0.0,0.0
29,29,MIKE DEAN,ECHOPLEX (LIVE 2021),GRANDE FAUCON ECHO (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
30,30,MIKE DEAN,4:23,Hello Space,MIKE DEAN,,0.0,1.0,0.0,0.0
31,31,MIKE DEAN,4:22,JOURNEY NORTH,MIKE DEAN,,0.0,1.0,0.0,0.0
32,32,MIKE DEAN,,Le Chemin Du Retour,MIKE DEAN,,0.0,1.0,0.0,0.0
33,33,MIKE DEAN,ECHOPLEX (LIVE 2021),LONE RANGER (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
34,34,MIKE DEAN,4:23,Mechanical Tarantula,MIKE DEAN,,0.0,1.0,0.0,0.0
35,35,MIKE DEAN,4:22,MELTWATER,MIKE DEAN,,0.0,1.0,0.0,0.0
36,36,MIKE DEAN,ECHOPLEX (LIVE 2021),MIKE FUCKIN DEAN ECHOS (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
37,37,MIKE DEAN,4:23,More Coke!! (Ft. The Weeknd),MIKE DEAN & The Weeknd,"Scarface, Scarface, Scarface Scarface, Scarface, Scarface M.W.A. Music  The cocaine fluctuates my weight The cocaine fluctuates my weight Scarface, Scarface, Scarface Scarface, Scarface, Scarface Ayy   Scarface, Scarface, Scarface Scarface, Scarface, Scarface M.W.A. Music  The cocaine fluctuates my weight The cocaine fluctuates my weight Scarface, Scarface, Scarface Scarface, Scarface, Scarface AyyYou might also likeEmbed",0.0,1.0,0.0,0.0
38,38,MIKE DEAN,ECHOPLEX (LIVE 2021),MORE ECHOS (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
39,39,MIKE DEAN,ECHOPLEX (LIVE 2021),"MPRESS, Pt. 1 (Live)",MIKE DEAN,,0.0,1.0,0.0,0.0
40,40,MIKE DEAN,ECHOPLEX (LIVE 2021),"MPRESS, Pt. 2 (Live)",MIKE DEAN,,0.0,1.0,0.0,0.0
41,41,MIKE DEAN,4:23,Music for the Future,MIKE DEAN,,0.0,1.0,0.0,0.0
42,42,MIKE DEAN,ECHOPLEX (LIVE 2021),NIGHT ECHOS (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
43,43,MIKE DEAN,4:22,NOTHING YET,MIKE DEAN,,0.0,1.0,0.0,0.0
44,44,MIKE DEAN,4:22,NOW,MIKE DEAN,,0.0,1.0,0.0,0.0
45,45,MIKE DEAN,4:22,NOWHERE ELSE,MIKE DEAN,,0.0,1.0,0.0,0.0
46,46,MIKE DEAN,4:22,OBEY,MIKE DEAN,,0.0,1.0,0.0,0.0
47,47,MIKE DEAN,4:23,Once Upon a Time,Tommy Rush & MIKE DEAN & The Weeknd,"Once upon a time, in a land not far away Artificial intelligence reached a level where it could create music and art, just as well as humans could Many thought this would be the future of creative arts Powerful machines that created masterpieces without the human limitations of inaccuracy and bias But one day, a group of multidisciplinary creators gathered together to prove that humans were still the masters of their craft They hosted a contest, inviting A.I. and humans alikе to submit their best examplеs of art and music The results were extraordinary, the A.I. generated works were perfect But they lacked the depth and meaning that humans could create The A.I. music was technically perfect, but it wasn't evocative in the way that human-made music was The art was pleasing to the eye, yet it lacked gravitas And the depth only humans can express The judges universally agreed that the human-made works were the clear winners The people loved how the music and arts spoke to the human experience In a way that A.I. could never replicate The human creators were praised for channeling their emotions and life experience into something that touched the heart and souls of others And so, this competition demonstrated without a shadow of a doubt That while A.I. may be able to create perfect works of art and music It will never be able to capture the spirit of what makes those creations unquestionably great The human touchYou might also like4Embed",0.004,0.722,0.274,0.9976
48,48,MIKE DEAN,4:22,PANGAEA,MIKE DEAN,,0.0,1.0,0.0,0.0
49,49,MIKE DEAN,,Perle de Gris,MIKE DEAN,,0.0,1.0,0.0,0.0
50,50,MIKE DEAN,,​prophet 2000 and 6,MIKE DEAN,,0.0,1.0,0.0,0.0
51,51,MIKE DEAN,4:23,Rewind Life,MIKE DEAN & Sam Levinson,"Like a real Jesus Christ Jesus Christ Smoke some, bitch It's trademarked FuckYou might also like2Embed",0.197,0.674,0.13,-0.3182
52,52,MIKE DEAN,,Rhodes Jam 1,MIKE DEAN,,0.0,1.0,0.0,0.0
53,53,MIKE DEAN,,Rhodes Jam 2,MIKE DEAN,,0.0,1.0,0.0,0.0
54,54,MIKE DEAN,4:22,RUIN,MIKE DEAN,,0.0,1.0,0.0,0.0
55,55,MIKE DEAN,4:22,SAVE THIS OCEAN,MIKE DEAN,,0.0,1.0,0.0,0.0
56,56,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 1,MIKE DEAN,,0.0,1.0,0.0,0.0
57,57,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 1 STEM 1 (INITIALLY BLANK),MIKE DEAN,,0.0,1.0,0.0,0.0
58,58,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 1 STEM 2,MIKE DEAN,,0.0,1.0,0.0,0.0
59,59,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 1 STEM 3,MIKE DEAN,,0.0,1.0,0.0,0.0
60,60,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 1 STEM 4,MIKE DEAN,,0.0,1.0,0.0,0.0
61,61,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 2,MIKE DEAN,,0.0,1.0,0.0,0.0
62,62,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 2 STEM 1,MIKE DEAN,,0.0,1.0,0.0,0.0
63,63,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 2 STEM 2,MIKE DEAN,,0.0,1.0,0.0,0.0
64,64,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 2 STEM 3,MIKE DEAN,,0.0,1.0,0.0,0.0
65,65,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 2 STEM 4,MIKE DEAN,,0.0,1.0,0.0,0.0
66,66,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 3,MIKE DEAN,,0.0,1.0,0.0,0.0
67,67,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 3 STEM 1,MIKE DEAN,,0.0,1.0,0.0,0.0
68,68,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 3 STEM 2,MIKE DEAN,,0.0,1.0,0.0,0.0
69,69,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 3 STEM 3,MIKE DEAN,,0.0,1.0,0.0,0.0
70,70,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 3 STEM 4,MIKE DEAN,,0.0,1.0,0.0,0.0
71,71,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 4,MIKE DEAN,,0.0,1.0,0.0,0.0
72,72,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 4 STEM 1,MIKE DEAN,,0.0,1.0,0.0,0.0
73,73,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 4 STEM 2,MIKE DEAN,,0.0,1.0,0.0,0.0
74,74,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 4 STEM 3,MIKE DEAN,,0.0,1.0,0.0,0.0
75,75,MIKE DEAN,SMOKE STATE 42222,SMOKE STATE CHAPTER 4 STEM 4,MIKE DEAN,,0.0,1.0,0.0,0.0
76,76,MIKE DEAN,,Space Adventure,MIKE DEAN,,0.0,1.0,0.0,0.0
77,77,MIKE DEAN,4:22,SPLENDID POISON,MIKE DEAN,,0.0,1.0,0.0,0.0
78,78,MIKE DEAN,4:22,TERRA RISING,MIKE DEAN,,0.0,1.0,0.0,0.0
79,79,MIKE DEAN,ECHOPLEX (LIVE 2021),THE BEGINNING ECHO (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
80,80,MIKE DEAN,ECHOPLEX (LIVE 2021),THE EIGHTH DAY ECHO (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
81,81,MIKE DEAN,4:20,THE EIGHTH DAY PART 1,MIKE DEAN,,0.0,1.0,0.0,0.0
82,82,MIKE DEAN,4:20,THE EIGHTH DAY PART 2,MIKE DEAN,,0.0,1.0,0.0,0.0
83,83,MIKE DEAN,4:20,THE EIGHTH DAY PART 3,MIKE DEAN,,0.0,1.0,0.0,0.0
84,84,MIKE DEAN,4:20,THE EIGHTH DAY PART 4,MIKE DEAN,,0.0,1.0,0.0,0.0
85,85,MIKE DEAN,ECHOPLEX (LIVE 2021),THE EIGHTH NIGHT ECHO (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
86,86,MIKE DEAN,4:20,THE EIGHTH NIGHT PART 1,MIKE DEAN,,0.0,1.0,0.0,0.0
87,87,MIKE DEAN,4:20,THE EIGHTH NIGHT PART 2,MIKE DEAN,,0.0,1.0,0.0,0.0
88,88,MIKE DEAN,4:20,THE FIFTH DAY PART 1,MIKE DEAN,,0.0,1.0,0.0,0.0
89,89,MIKE DEAN,4:20,THE FIFTH DAY PART 10,MIKE DEAN,,0.0,1.0,0.0,0.0
90,90,MIKE DEAN,4:20,THE FIFTH DAY PART 2,MIKE DEAN,,0.0,1.0,0.0,0.0
