,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
78,78,Kid Cudi,Entergalactic,Do What I Want,Take a Daytrip & Russ Chell & Roy Lenzo & Levi Carter,"Stay off the weed Hm-hm, hm-hm Hm-hm (Roy, baby), hm-hm (Day-Day-Daytrip took it to ten, hey)  While I cough up this blunt, I sit back in the cut All my niggas ridin' with me, more excuses to stunt And we fill up the cup, and we fill up the Woods Loud bang out the truck and the Range lookin' good Get your girl off her, hey, said she ready to play It's all a game, it's all a game, and I'm doin' my thang More rage, more rage, black Porsche in the rain Someone stop me, bitch, get off me, man, my life ain't the same Natural killer, born and suddenly feelin' in pain Now it's like I'm on my Sepeher and I'm feelin' them games Been through hell and back, made it, it's a wrap Can't keep a nigga down, down, baby, that's a fact And I rep it, Cleveland, city runnin' through my veins To BK, East New York, and I never change Uh-uh, keep my niggas close, just like I'm supposed 'Cause this is for my people, truth is what I wrote, uh-huh  And I feel like I can do what I want Livin', livin', livin', livin', I'ma do what I want (Let's go) And I feel like I can do what I want Livin', livin', livin', livin', I'ma do what I want (Let's go) And I feel like I can do what I want (Yeah-yeah) Livin', livin', livin', livin', I'ma do what I want (Let's go) And I feel like I can do what I want (Yeah-yeah) Livin', livin', livin', livin', I'ma do what I want (Yeah-yeah, hey) You might also like Feel like writin' a movie, yeah, that shit would be groovy Anything that I want, anything that will move me Next step, I'm on my shit and I'm livin' with love And I'm crushin' all praises to my angels above Take a trip, a couple women, couple shrooms with the group Set a mood to the tune, rockstar in the news Rockstar on your tube, nah, my nigga, you lose Keep my head up, never let up and my face what I choose (Woah, baby) On this journey, fronto burnin', castin' signs in the clues And I'm drippin', yes, you catchin' Virgil tag on the shoes Can't forget I'm on zoom, Cudder back on the moon (The moon, the moon) Cudder back on the moon  And I feel like I can do what I want Livin', livin', livin', livin', I'ma do what I want (Let's go) And I feel like I can do what I want Livin', livin', livin', livin', I'ma do what I want (Let's go) And I feel like I can do what I want (Yeah-yeah) Livin', livin', livin', livin', I'ma do what I want (Let's go) And I feel like I can do what I want (Yeah-yeah) Livin', livin', livin', livin', I'ma do what I want (Yeah-yeah)3Embed",0.083,0.762,0.156,0.9423
79,79,Kid Cudi,A Kid Named Cudi,Down & Out,OutKast,"Chka-chka, ah Hit 'em Plain Pat, what up? Ah-ah, ah-ah, ah-ah-ah-ah Ah-ah, ah-ah, ah-ah-ah-ah I ain't playing no more Ah-ah, ah-ah, ah-ah-ah-ah Ah-ah, ah-ah Hey  This is my story, this is my song If you feel it, motherfucker, you can't go wrong To the screw-face niggas, what you on? Get off that, get a goal and focus dog See, I'm what you need, you fiending now Ask around and I bet you'll figure out How to zone and control your future, wow Yeah, I think I'm in the future too I'm unlike fools who proceed to choose To be like them, I be like who I be like me, Mister K-I-D S-O-L-O, D-O-L-O See, the Lord adore me, He met me halfway ""No guts, no glory"", I always say So until I reach what I came here to find Along with inner peace, life will always be a grind One day I'll be what the world want me to be I was born to be super-duper Scott The one bad bitches called super-duper lame Now super-duper fame gets me super-duper brains 86 the cape, but I'm super-duper high Soaring past the moon, a super-duper lonely guy You might also like Down and out, so I'm out and down then Looking for a substance to drown in, hey Down and out, so I'm out and down then Looking for a substance to drown in  For even in Hell I still have faith To one day be free with my Father at the Gates But make no mistakes, I'll show you what time takes To be a success on Earth, mixed with all the hate I stand on my pivot, my life, you could not live it For the things that I've seen have been too damn explicit But soon you will get it on a CD with some credits I provide my grind, mixed with no edits They say they don't want me when I'm fucked up and forgotten Until I rise up amongst the evils trying to stop 'em Slow down, bitch, my money is what I'm clocking I'm tick-tocking, once I start, I ain't stopping Such bullshit that my soul deal with When my room's dim lit, I pray to God to help with, uh My endeavors, in any kind of weather Hoes be pleather-fake, so I erase 'em out my sim Now do you wanna be him? Think twice You'd commit suicide tryna read my mind Now do you wanna be him? Think twice You'd commit suicide tryna read my mind Down and out Hey, down and out, out Down and out, so I'm out and down then Looking for a substance to drown in, hey Down and out, so I'm out and down then Looking for a substance to drown in Down and out, so I'm out and down then Looking for a substance to drown in, hey Down and out, so I'm out and down then Looking for a substance to drown in Down and out, so I'm out and down then Looking for a substance to drown in, hey Down and out, so I'm out and down then Looking for a substance to drown in Down and out, so I'm out and down then Looking for a substance to drown in, hey Down and out, so I'm out and down then Looking for a substance to drown in  Down and out Down and out Down and out Down and out Yeah, yeah Okay, okay This how we gon' do it Plain Pat presents A Kid Named Cudi Hello All the time, nigga All the grind, nigga32Embed",0.179,0.704,0.117,-0.9966
80,80,Kid Cudi,,"Drake Diss, ""Money, Cash, Hoes Needs to be Deaded"" [Arsenio Hall Appearance]",,"And really, my mission statement since day one - And I'm getting so worked up talking about this. All I wanted to do was help kids not feel alone and stop kids from comitting suicide. *Applause* Thank you. And I'm never trying to be political, and I'm actually like shaking, I can't believe I'm saying this, but- *Arsenio interrupts* Arsenio: Those two specific things, where does that come from? Cudi: Well, I've dealt with suicide for the past 5 years, you know? Like, it wasn't a week or day that didn't go by where I was just like ""You know? I want to check out"" You know? I know what that feels like, and I know it comes from loneliness. I know it comes from not having self-worth, not loving yourself. And these are things that - you know, kids don't have music that can coach them and give them that guidance. I didn't have that. I had to listen to Jay-Z and take certain things from it and the other shit, I just didn't know what he was talking about. *laughter* And like, now I'm 30  and I'm like, ""Oh! that's what Hov was talking about, I get it now"" But what about the kids who- you never really had an artist where you connected with them all across the board. And I think that that's my job, I'm just really trying to guide people and help people, cause loneliness is a terrible, terrible thing man, and if you don't know how to conquer it, it can eat you alive. Arsenio: How are you right now? Cudi: I'm good, I'm alright.5Embed",0.127,0.724,0.149,0.2502
81,81,Kid Cudi,,Dreamer*,J Gramm," Yuh-yuh And now  Scott  Haha, haha-haha-haha Hello Haha, haha  See I'm  All this time, I'm looking back, no regrets I'm out on the town  go tripping  I say I step out, I need  I need her  Baby, nice to meet you, she told me she a dreamer We gon' see, we gon' see I know I been a loner, tonight we going  Take my lead, she say ""Yes, please"" Some lonely nights, I'm saying goodbye I'm swimming in the feelings I'm way up high Bouncin' off the ceiling, would it be alright? And I just record those moments to play back in my mind Ooh-ooh, yeah, high dreamer Ooh-ooh, yeah, can't leave her Just me and señorita, the girl that I need Come closer señorita You know that I need ya You might also likeEmbed",0.065,0.75,0.184,0.9354
82,82,Kid Cudi,,Drop (Freestyle),,"Even though my friends looking at me like who knew it Run to it The hoods just picked thy new nigga Feel cats talking like who nigga Is he Where did he come from: CL My mom prayed for me on my journey Treat me like an alien something like Sigourney Live through the game for the fame and the gurney Tried to put me on the pedestal Hoes treated me like who are you Now I get to choose like you and her too I just like girls not whores But I have a chill time, make s'mores But if I wanna plow something like a snowblower I can work that ass like a workout plan And then I holla at fam Talkin bout Ye Don C Jigga man Been represent since I met Quince and I get style tips from my homeboy Vin and Com is the homie Really doe is the homie GLC is the homie And Big Sean what up Gwan I go monkeypaw on the record and they think I'm cuckoo Niggas is sounding dated like they recorded in FUBU Most niggas will quote you play scrabble with your words, man 'Til you see them at your shows is my dick that they blow, man I would sit up some nights and think about my own place Probably cause I took so many blunts of kush to the face My bad thoughts I can't erase Or eat what's on the devil's plate I just tell the devil wait Cause murder will not be the case In London with Hudson And them girls want some cutting I'm with him so I'm cool Plus my face on the telly But I'm pissed at the moment I got charged for some roaming AT&T is on bullshit man I wish they'd stop fronting But when I roll back to Brooklyn Hit the store for a dutchie They say homie keep rappin' I say homie it's nothing Now when I roll back to Cleveland Hit the store for a philly Niggas tell me keep rappin' Cause them young niggas feel me When I roll out to Cali Hit the store for a Swisher Niggas tell me keep rappin' I say homie I get ya You might also likeCudder2Embed",0.154,0.748,0.098,-0.9886
83,83,Kid Cudi,Speedin’ Bullet 2 Heaven,Edge of the Earth / Post Mortem Boredom,Kid Cudi," This is a special presentation Hello everybody Hello everybody Hello everybody Hello everybody Hello everybody Come on down Hmm-mm Eh-eh-eh-eh-eh Eh-eh-eh-eh  Hanging on the edge of the earth Oh, what a beautiful scene Oh, what a beautiful ending to see Laying on a cliff, staring at the stars Oh, what a beautiful scene Oh, what a beautiful ending  Bits and pieces are wrong with me If so won't you sing along with me? Here's one more for the people lost in insanity (Oh, oh, oh) Cover your wounds, don't show your scars Smile for friends and carry on Here's one more for the people lost in insanity (Oh, oh, oh) You might also like Hanging on the edge of the earth Oh, what a beautiful scene Oh, what a beautiful ending to see Laying on a cliff, staring at the stars Oh, what a beautiful scene Oh, what a beautiful ending Oh, what a beautiful ending Oh, what a beautiful ending (Hmm-mm-mm)  Oh, oh, oh-oh-oh-oh Oh, oh, oh-oh-oh-oh Oh, oh, oh-oh-oh-oh Oh, oh, oh, oh, oh, oh, oh, oh, oh-oh-oh   ""There is an epidemic of mass murder being committed by a virtual army of unidentified assassins. (Wait, this mic) They appear to be in a kind of trance, others describe them as being..."" (Ha, ha, ha, ha)  Just a bit Muah Yeah, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba, ba Oh, ba, ba, ba, ba, ba The angels have no whiskey, na-a-a-a-a-a Can't say I'm not disappointed, na-a-a-a-a-a Yeah, I'm in the thick of it, na, na, na, na, na, na, na I was sick of being sickened, na, na, na, na, na, na, na The sun is always beating, na, na, na, na, na, na, na (Oh, I'm sick) (Hmm-mm-mm, oh, oh, oh) Post-mortem boredom settling in my skin (Hmm-mm-mm-mm) Na, na, na, na, na, na, na  Hm-hm11Embed",0.098,0.714,0.188,0.9865
84,84,Kid Cudi,,ELECTROWAVEBABY,," Set the scene You're on your own landin' Uh-uh, uh-uh  Friday night (Night), surfin' on a wave (Wavy, wavy) 'Bout that time (Time), to be doin' me (Doin', doin') Blunts and wine (Wine), she askin' my name It's just somethin', I like it, don't think too much, you want it (Mmm)  Thinkin' we poppin', did you feel it, baby? (Yeah) Make me open up my soul (Mmm) Used to ride, ride (Mmm-mmm-mmm) Used to ride, oh (Mmm-mmm-mmm-mmm, mmm-mmm, yeah)  Who's here with no issues? (Nah, nah, nah, nah, nah, nah, nah, nah) If you take in all control (Nah, nah, nah, nah, nah, nah, nah, nah, yeah) Used to ride, seen you bussin', baby (Nah, nah, nah, nah, nah, nah, nah, nah) You're a star, look at you go (Nah, nah, nah, nah, nah, nah, nah, nah)  Nah, nah-nah, nah, nah-nah-nah Nah-nah, nah-nah-nah (Nah, nah, nah, nah, nah, nah, nah, nah) Nah, nah-nah, nah, nah-nah-nah Nah-nah, nah-nah-nah (Nah, nah, nah, nah, nah, nah, nah, nah) You might also like Superstar (Yeah), how'd I let you wave? (Wave, wave) Lеt it high (High), ain't we on our wave? (On our, on our) Ask me whеre, I point the sky, just take me closer, I Come with me, let's fly, mmm-mmm-mmm-mmm-mmm-mmm  Thinkin' we poppin', did you feel it, baby? (Yeah) Make me open up my soul (Mmm) Used to ride, ride (Mmm-mmm-mmm) Used to ride, oh (Mmm-mmm-mmm-mmm, mmm-mmm, yeah)  Who's here with no issues? (Nah, nah, nah, nah, nah, nah, nah, nah) If you take in all control (Nah, nah, nah, nah, nah, nah, nah, nah, yeah) Used to ride, seen you bussin', baby (Nah, nah, nah, nah, nah, nah, nah, nah) You're a star, look at you go (Nah, nah, nah, nah, nah, nah, nah, nah)  Nah, nah-nah, nah, nah-nah-nah Nah-nah, nah-nah-nah (Nah, nah, nah, nah, nah, nah, nah, nah) Nah, nah-nah, nah, nah-nah-nah Nah-nah, nah-nah-nah (Nah, nah, nah, nah, nah, nah, nah, nah)Embed",0.4,0.541,0.058,-0.9927
85,85,Kid Cudi,,ELECTROWAVEBABY 2.0 (Ft. Steve Aoki),Steve Aoki," Friday night (Night), surfin' on a wave (Wavy, wavy) 'Bout that time (Time), to be doin' me (Doin', doin') Blunts and wine (Wine), she askin' my name It's just somethin', I like it, don't think too much, you want it (Mmm)  Who's here with no issues? (Nah, nah, nah, nah, nah, nah, nah, nah) If you take in all control (Nah, nah, nah, nah, nah, nah, nah, nah, yeah) Used to ride, seen you bussin', baby (Nah, nah, nah, nah, nah, nah, nah, nah) You're a star, look at you go (Nah, nah, nah, nah, nah, nah, nah, nah) Who's here with no issues? (Nah, nah, nah, nah, nah, nah, nah, nah) If you take in all control (Nah, nah, nah, nah, nah, nah, nah, nah, yeah) Used to ride, seen you bussin', baby (Nah, nah, nah, nah, nah, nah, nah, nah) You're a star, look at you go (Nah, nah, nah, nah, nah, nah, nah, nah)  Yeah If you take in all control  Superstar (Yeah), how'd I let you wave? (Wave, wave) Let it high (High), ain't we on our wave? (On our, on our) Ask me where, I point the sky, just take me closer, I Come with me, let's fly, mmm-mmm-mmm-mmm-mmm-mmm You might also like Who's here with no issues? (Nah, nah, nah, nah, nah, nah, nah, nah) If you take in all control (Nah, nah, nah, nah, nah, nah, nah, nah, yeah) Used to ride, seen you bussin', baby (Nah, nah, nah, nah, nah, nah, nah, nah) You're a star, look at you go (Nah, nah, nah, nah, nah, nah, nah, nah) Who's here with no issues? (Nah, nah, nah, nah, nah, nah, nah, nah) If you take in all control (Nah, nah, nah, nah, nah, nah, nah, nah, yeah) Used to ride, seen you bussin', baby (Nah, nah, nah, nah, nah, nah, nah, nah) You're a star, look at you go (Nah, nah, nah, nah, nah, nah, nah, nah)  Yeah If you take in all controlEmbed",0.482,0.462,0.056,-0.9962
86,86,Kid Cudi,Man on the Moon III: The Chosen,Elsie’s Baby Boy (flashback),E.Vax & Kid Cudi & Heavy Mellow & Dot Da Genius,"I'm never gonna get out of this town, am I, Gordie? You can do anything you want, man Yeah, sure, I’ll see ya Not if I see you first  He had one older sister Two older brothers And a single-parent mother who Worked her ass off, did the best she could There was nothing they could tell him Let the boy know he wasn't worthless Even though he was in the same home He had felt alone, his pet gerbil passed on  He was so bored in the winter So bored in the winter He was so bored in the winter Such a little sad boy, little sad boy Little sad boy, Elsie's baby boy He was so bored in the winter So bored in the winter He was so bored in the winter Such a little sad boy, little sad boy Little sad boy, Elsie’s baby boy You might also like By the time he was eleven His father had left him White church, sitting in the front row All-white casket closed, he won't see him no more He tried to disguise himself Made sure that no one could tell That in his soul, there's a wide-open hole Something scarred him, so he can't let him go He won't  He was so bored in the winter So bored in the winter He was so bored in the winter Such a little sad boy, little sad boy Little sad boy, Elsie's baby boy He was so bored in the winter So bored in the winter He was so bored in the winter Such a little sad boy, little sad boy Little sad boy, Elsie's baby boy8Embed",0.234,0.702,0.064,-0.9945
87,87,Kid Cudi,Speedin’ Bullet 2 Heaven,Embers,Kid Cudi,"Yeah Woah, woah Woah, woah  Sit and watch the embers, claw marks on the sleeve I really don't want to leave, I really don't want to leave I realize there are no answers to rid me of this cancer Still I really gotta leave, see I really gotta leave Float in a sea of emotions, taken over by fatigue I told you I had to leave, I told you I had to leave Hold my hand in heaven, count the heartbeats and count the seconds I really don't want to leave, I really don't want to leave  Sit and watch the embers, claw marks on the sleeve I really don't want to leave, I really don't want to leave I realize there are no answers to rid me of this cancer Still I really gotta leave, see I really gotta leave Drown in a sea of emotions, taken over by fatigue I told you I had to leave, I told you I had to leave Hold my hand in heaven, count the heartbeats and count the seconds I really don't want to leave, I really don't want to leave  Yeah, oh, woah, woah, woah I told you I had to leave I told you I had to leave No, hmm-mm Mmm-mm I'm happy when I'm alone (Mmm-mm) Thank you ladies and gentlemen, byeYou might also like9Embed",0.164,0.65,0.186,-0.7006
88,88,Kid Cudi,Man on the Moon: The End of Day,Enter Galactic (Love Connection Part I),Matt Friedman,"Okay You say you never done this before And that's cool and all But I want you to try this with me That's cool Don't worry  Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me  I once used to dream of peace until I found you Once upon a time baby I once used to dream so sweet until I had a taste of you Once upon a time baby Reachin' out to outer space, dancin' to awesome sounds This all new to you I'm reachin' out to hold you close so I don't slip away Explore a new approach, a whole new free I'd say You might also like Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me  I know it's easy to imagine But it's easier to just do See, if you can't do what you imagine Then what is imagination to you? Just a waste of space in your brain To take the place of hate or things all the same Tell me your secrets, the things that make you tick I like when you talk, because your voice is angelesque Ay, I want to kiss you on your space below your navel at The place that you keep neat, so moist, like a towelette This will mark the day our minds and souls will connect Let's not forget the sex, my heart you can collect, now, now My heart you can collect, now, now My heart you can collect, now, now Have just one more cap, babe, babe, babe Have just one more stem, babe Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me  Pop it, ready, go Let it, take, take, take, take over Get ready, pop it, let's go Get ready, let, let, it take you over Get ready, pop it, let's go Take it, just let it, take, take, you over Get ready, let's go, let's go, hey  Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Get ready, pop it, let's go Intergalactic you and me Intergalactic you and me Soon after falling into a deeper psychedelic state To escape the prison of our reality Our hero becomes trapped in his own peaceful place Which immediately becomes his sanctuary A place filled with his wildest dreams This is his new home31Embed",0.113,0.75,0.137,0.9517
89,89,Kid Cudi,Entergalactic,Entergalactic Theme,Kid Cudi & Dot Da Genius & William J. Sullivan,,0.0,1.0,0.0,0.0
90,90,Kid Cudi,Man on the Moon II: The Legend of Mr. Rager,Erase Me (Ft. Kanye West),Jim Jonsin,"She said I don't spend time like I really should She said she don't know me anymore I think she hates me deep down, I know she does She wants to erase me, hmm A couple days, no talking, I see my baby And this what she tells me  She said I keep on running, keep on running And nothing works, I can't get away from you, no I keep on ducking, keep on ducking you, nothing helps I can't stop missing you (Yeah)  It's like I'm her new nightmare, she ain't escaping It makes me feel a bit complete (Yeah) Knowing someone you love don't feel the same way about ya Memories they soon delete (Hmm) A couple weeks, no talking, I see my baby I missed you so damn much Hey, I wish we could start over, I told my baby This what this bitch tells me  She said I keep on running, keep on running, and nothing works I can't get away from you, no I keep on ducking, keep on ducking you, nothing helps I can't stop missing you You might also like Yeah, 'cause I'm in the magazines, on the TV No matter where you are, you might hear me (Uh) I'm in the magazines (Yeah), on the TV No matter where you go, you might see me (Hello, haha)  Uh, I'm Yeezy, she say ""Hi, I'm Aria"" No, you a angel, you wave ""Hi"" to Aaliyah I got a show in Korea, they built a new arena Why don't you come and watch a nigga tear the whole scene up I know I seen you before, but don't know where I seen ya Oh I remember now, you something that I dreamed of Don C says she cool, but don't let her fuck your cream up Monica Lewinsky on the dress, she'll take you to the cleaners Sure enough, a week later, I'm in extra love And everybody know she's mine so she extra plugged Every bouncer, every club show her extra love We just praying the new fame don't get the best of us But all good things gotta come to a en-a She let it go to her head, ""No, not my Aria"" The height of her shopping was writer's blocking me I couldn't get my shit out anyway, I hope you die, Aria  She said I keep on running, keep on running And nothing works, I can't get away from you, no I keep on ducking, keep on ducking you, nothing helps I can't stop missing you87Embed",0.121,0.747,0.132,0.9245
91,91,Kid Cudi,,Excuse My Mood,,"Every body put your peace signs up Your blunts up, yeah  Excuse my mood, my nigga, but I feel a bit Decepticon Revenge is sweet, years I was shitted on I'm a cancerous lump in the throat of the game Any hatin' niggas chemo flow, can never intervene Already in veins, damn its a note under these shame Mister skinny jeans, takin' things on another plane They love it, they need it, and even if I'm never weeded They will still seek it I write it on crypt leaf So the, the people read it, when I'm gone and dead What is in his head, Complex magazine Couldn't craft a better sketch of the depths that linger above I talk to my dads corpse when I'm stoned enough I be rollin' up, he see me shine see me holdin' up They wasn't lyin' bout me takin' the train Before I had the chain catch me on the jmc I know some niggas hate me, I see you muggin' hard Ah, you can't deny me, they all salute the underdog I ain't gotta say it, I'm kinda like a big kid Yeah You might also like Excuse me, excuse my mood my nigga, yeah Excuse my mood baby, yeah Excuse my mood baby  Now, we told you all a year ago That we weren't playin' anymore And we mean what we say at dream on GOOD This is gorilla You can call me Moon Man Bow Peace and love by the way1Embed",0.141,0.68,0.179,0.6447
92,92,Kid Cudi,Speedin’ Bullet 2 Heaven,Fade 2 Red,Kid Cudi,"Yeah  We are born in the dark, born into pain Return of the rage, return of the rage Born in the dark, born into pain Return of the rage, return of the rage I got the rage pushing through my veins, listen to me No one's home, no one's home I can't cope, empty on hope No one's home, no one's home My head has been screaming, I'm stuck with these idiots Got this rage running through my veins, listen to me  Uh, uh, uh Yeah, yao, yao, yo  Undoubtedly, no saving me Undoubtedly, no saving me I've gotta bleed, no saving me I've gotta bleed, no saving me No saving me You might also like A warrior hurt, a warrior's pain Return of the rage, return of the rage A warrior cursed, a warrior's pain Return of the rage, return of the rage I got the rage running through my veins (Uh, uh, uh, uh) No one's home, no one's home Won't leave a note, won't leave hope No one's home, no one's home Oh what a nightmare, I'm done with these idiots Got the rage pushing through my veins, listen to me  Born in the dark, born into pain Return of the rage, return of the rage Nobody's home, nobody's home That was a warning, don't be an idiot I will fucking bash in your brain Listen to me, feel the blood boil in my veins Alright, na, na, na, na, na, na, na4Embed",0.335,0.598,0.067,-0.9978
93,93,Kid Cudi,Speedin’ Bullet 2 Heaven,Fairy Tale Remains,Kid Cudi,"Tell 'em, tell 'em Tell 'em, tell 'em, tell 'em, tell 'em, tell 'em  Cuts and burns (Cuts and burns) Cuts and burns (Cuts and burns) My turn (My turn) Shove it, your fake concern (Fake concern) The lesson deserved (Lesson deserved) A lesson is learned (Lesson learned) So much avoiding, memories fading This shit is so weak, so weak Suddenly, suddenly  Tell 'em, tell 'em, tell 'em where we are Tell 'em, tell 'em, tell 'em where we are Tell 'em, tell 'em, tell 'em where we are (Uh-huh) Tell 'em, tell 'em, tell 'em where we are Tell 'em, tell 'em, tell 'em where we are Tell 'em, tell 'em, tell 'em where we are  Nothing left (Nothing left) There's nothing left (Nothing left) Your turn (Your turn) Shove it, your fake concern (Fake concern) Fractured emotions (Fractured emotions) Zero devotion (Zero) The elements fading (Burden hazy) Remains remaining (Remains remaining) Oh, this is so us (So us, so us) This is so us, unfortunately You might also like Tell 'em, tell 'em, tell 'em where we are Tell 'em, tell 'em, tell 'em where we are Tell 'em, tell 'em, tell 'em where we are  No, no, she don't love him No, no, she don't know what that is (Hmm) No, no, no, he cannot love her No, no, no, he not quite sure what that is Just kiss No, no, he don't love him No, no, he don't know what that is No, no, she don't love her No, no, she not quite sure what that is Just kiss  Hmm-mm-mm-mm-mm Hmm-mm-mm-mm-mm Hmm-mm-mm-mm Hmm-mm-mmEmbed",0.293,0.673,0.033,-0.9973
94,94,Kid Cudi,,Falling Star,,"A falling star fell from your heart And landed in my eyes I scream for love As it tore through them And now it's left me blind  Hmmmmmm, yeah I'm here, super duper dooder cud All up in the mix like yeah, nigga what? Boy, I Stay blazed like Broadus Even If I never said it You should probably know this by now Ta-Dow, what they go and make up Every time I read about stupid shit they make up If I ever saw them, black dynamite 'em Then they'd have a reason to say why they never like them Ain't no need to seek it I am content, dream like content So unconscious, just me and my conscience I'm runnin' with them wild things Livin' to do wild things, Cudder You might also like I live, I live, I live, I live for symphonies I know that there's some place just right for me7Embed",0.083,0.737,0.18,0.9272
95,95,Kid Cudi,,FLEX,," Everybody get up Everybody get up Warning  Flex, flex, flex, flex Flex, flex, flex (Yeah), flex Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah Flex (Yeah), flex (Yeah), flex (Yeah), flex (Yeah) Flex (Yeah), flex (Yeah), flex (Yeah), flex (Y-Y-Yeah) Flex (Y-Y-Yeah), flex (Yeah, yеah, y-y-yeah), flex (Y-Y-Yeah), flеx (Yeah, yeah, y-y-yeah) Flex (Y-Y-Yeah), flex (Yeah, yeah, y-y-yeah), flex (Y-Y-Yeah), flex (Yeah, yeah, y-y-yeah) Flex (Rage), flex (Rage), flex (Rage), flex (Rage) Flex (Wait), flex (Rage), flex (Rage), flex (Rage, yeah)...You might also likeEmbed",0.21,0.404,0.386,0.9001
96,96,Kid Cudi,"Passion, Pain & Demon Slayin’",Flight at First Sight / Advanced (Ft. Pharrell Williams),Pharrell Williams," Mmm, mmm, mmm  I like that, I'm into it (I like that) She's a hypnotist (I like that) And I'm on the list (Right up top) Looks I can't resist (We can no longer, we can no longer, wait, wait) Flight at first sight, flight at first sight, flight at first sight Oh my, my, my, oh my, my, my (We can no longer, we can no longer, wait, wait) Mmm, mmm, mmm, I like that I'm into it, I like that She's a hypnotist, I like that And I'm on the list (Right up top) (We can no longer, we can no longer, wait, wait) Looks I can't resist Flight at first sight, flight at first sight, flight at first sight Oh my, my, my, oh my, my, my (We can no longer, we can no longer, wait, wait)  Mmm, mmm, hm-mm hey You might also like One look what it took, one look what it took One look I was took, one look at this crook Taking flight at first site, mmm, talking flight at first sight Flight at first sight, mmm, taking flight at first sight Oh my, my, my One look what it took, one look what it took One look I was took, one look at this crook (We can no longer, we can no longer, wait, wait) Flight at first sight, mmm, talking flight at first sight Talking light at first sight, mmm, taking flight at first sight Oh my, my, my (We can no longer, we can no longer) Cover me  Uh (Heh, Heh, Heh) Mmm, hmm hmm, uh huh, uh huh  Hey you, so tell me, what's the low down? (Uh, say what?) What's the hassle, tell me what's the low down? (Uh, say what?) Come on, I know you're sexy, come on, let's take off The seance, it's no cost to get lost and be found in the sound I came through to throw down (Uh, say what?) I ask who came for the show down (Uh, say what?) Yeah, so exclusive, I don't mean to be a loser Just go on let your hair down Let down little hunny, she cuttin' to it, through it, through it I'm on now, come on, knew it, knew it, knew it Seem to be strange, now I'm barricaded in women That's a given, I'm in heaven on Mars so you're now Head over heels when I slide in them (Yes) That shit, I wanna see you (Yes) Really love the good in this bitch (Yes) With a nigga so advanced Bmm bmm bmm, bmm bmm bmm (Uh, say what?) Bmm bmm bmm, bmm bmm bmm (Yeah) Bmm bmm bmm, bmm bmm bmm Bmm bmm bmm, bmm bmm bmm Bmm bmm bmm, bmm bmm bmm Bmm bmm bmm, bmm bmm bmm Are you advanced, I'd love to advance with you (With you) Yes I am entranced, so damn entranced with you (With you) Yes, are you advanced, I'd love to advance with you (With you) Yes I am entranced, I'm so damn entranced with you (With you) Yes I am entranced, I am entranced with you (With you) Yes I am entranced, I am entranced with you (With you) Yes I am entranced, I am entranced with you (With you) Yes I am entranced, I am entranced with you (With you) With you, with you, with you  Tell me what else can I say I'm feelin' okay, without the devil on my case today, aye I does it, does it, does it, does it Does it, does it does it Does it Tell me what else can I say I'm feelin' okay, without the devil on my case today, aye I does it, does it, does it I does it, does it, does it, does it, does it I does it, does it, does it, does it, does it I does it, does it, does it, does it, does it I does it, does it, does it, does it, does it Boom boom, Boom boom Boom boom, Boom boom Boom boom, Boom boom Boom boom, Boom boom16Embed",0.08,0.789,0.13,0.9899
97,97,Kid Cudi,,Follow Me,,"My life as, as good as it ever be, ever be Close, close my mind, to the outside light I’m fuck fucked up and I can’t leave, can’t leave You can’t, can’t be, where I,I be Follow me and you’ll see and you’ll see You can’t, can’t see, what I, I see Follow me and you’ll be free, you’ll be free So hard to cope it hurt, hurt my hope My pride deep inside is fading slow Fall, fall asleep my brain runs at speeds I’m lost, lost in dreams and reality, reality Please save me Lord, my life is such a chore But I, I need this to be ok, be ok What, what they think of me it ain’t no thing My heart, heart is broke completely  Take time, and see where I’m at Take, take, take time and see where I’m at Oh, Oh, Oh, Oh You might also like7Embed",0.105,0.744,0.151,0.5855
