,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
460,460,Chief Keef,Bang 3,I Just Wanna (Ft. Mac Miller),Chopsquad DJ & Chief Keef,"(GGP) These bitches want my money, I won't give it These bitches is fronting, they just want your money (Chopsquad) Yeah, I see you bitches on the come up (I see ya) I see these bitches on the come up (I see ya) See these bitches on the come up Always into something crazy Uh-uh, don't care who you fucking lately  Damn baby, when I walked in the room I know you noticed it Damn baby, I know you smell this loud when I start rolling it Blowing it, all I wanna get money and smoke marijuana All I want to, smoke some weed and get some commas I just wanna, I just wanna I just wanna, I just wanna Baby, I just wanna get cheese and smoke green with my guys I'm on a green diet, I don't want no french fries  I just wanna get by, I just wanna get high I just wanna get cake, I just wanna get pie I just wanna live my life, I just wanna rock my ice I just wanna fucking shine, I be glowing all the time Smoking ganja, counting commas Fucking thotties, I probably fucked yo momma Rolling with my gunners, my gunners, they'll gun ya If your dumb ass try running, then them bullets run for ya 'Cause I be minding my business, I love money and THC Who the fuck just hopped out with that rock on? That's Keef Jay-Z Me baby, all I know is eat baby, all I know is eat baby All I know is top baby, all I know is freak baby Now what you wanna? What you tryna do baby? Say you coming through, who with you? Okay cool baby, it's cool baby It's me and my jewels and the crew baby, and the goo baby You was talking nonsense, I was through baby I hop in, then my car vroom, vroom baby, you crazy You might also like Damn baby, when I walked in the room I know you noticed it Damn baby, I know you smell this loud when I start rolling it Blowing it, all I wanna get money and smoke marijuana All I want to, smoke some weed and get some commas I just wanna, I just wanna I just wanna, I just wanna Baby, I just wanna get cheese and smoke green with my guys I'm on a green diet, I don't want no french fries  Yeah, it's just me, myself and money (All this money) Don't need nothing else I don't need nobody (Need nobody) Don't even trust myself Swear I need some fucking help Doing drugs to numb myself Rolling blunts and popping pills That Molotov the bomb for real I'm nodding off, unconscious Wake up nauseous, god damn alcoholic Pulling ten grand out my wallet Know they 'bout to judge me I been sitting at the crib, I'm sick of counting money Yeah, I'm bored of being rich as fuck, tried every single drug It's not exciting anymore once that first million come I got my business up, now I just don't give a fuck I just wanna, I just wanna I just wanna, I just wanna I-I just wanna, I just wanna I just wanna, I just wanna  I just wanna Get faded every day of my life Getting laid every night, like I just wanna Sip liquor, I'm a sinner Take a picture, remember tonight I just wanna 'nother car I just wanna A couple bars I just wanna get faded, what's a man to the greatest? I don't care who the fuck you are I still ride around with Every single motherfucking homie I been down with It keep me grounded, smoking on the loudest Neighbors telling us to turn it down Shut your mouth, bitch Shut your, shut your mouth, bitch I just bought two houses Just spent two years of your salary on this outfit Ain't no way around it On the phone with my accountant (Hey) It feels good to be this wealthy and well rounded We got you surrounded Ganja, counting commas Fucking thotties, I probably fucked your momma Rolling with my gunners, my gunners, they'll gun ya If your dumbass try running, then them bullets run for ya 'Cause I-I-I-I-I just wanna, I just wanna I just wannam I just wanna12Embed",0.143,0.762,0.095,-0.9933
461,461,Chief Keef,Almighty So,I Kno,Oh!Zone & ISOBeats,"(ISO) (Oh wee, Oh!Zone on the beat) I know, I know, I know, I know, I know I know, I know I know, I know, I know, I know, I know I know  Niggas looking for me, I'm somewhere smoking on dope (Smokin' on dope, smokin') Instead of looking for me, you need to look for yo' hoe (Look for yo' hoe, for yo' hoe) Brought the bank out with me, nigga, Wells Fargo (Wells Fargo, Wells Fargo) Glo'd all up, pull up in a Gallardo I know, I know, boy, I know, I know, boy, I know Is it because my ice just bling like me? And I know, I know, I know, I know, boy, I know 'Cause I'm getting guap, they don't like me and I know  I'm finna buy me a Diablo, sit it on Forgiatos Coolin' with my padro, I mean coolin' with my vato That's Sosa's guap though, got a lot of shots though For a opp though, for a opp hoe She can give me top though, then vamanos Pull off in that 'Rari though ""Chief Sosa, you flexing,"" bitch, tell me something I don't know I’m freestylin’ though, check my clothes, I ain't lying though I know (I know), I know (I know), I know (I know), I know (I know) 100 thousand Ben Franklins is the only fucking G's that I know (Know) I know (I know), I know (I know), I know (I know) His bitch say she wanna hit the top, bitch, fuck with me, you might glo You might also like Niggas looking for me, I'm somewhere smoking on dope (Smokin' on dope, smokin') Instead of looking for me, you need to look for yo' hoe (Look for yo' hoe, for yo' hoe) Brought the bank out with me, nigga, Wells Fargo (Wells Fargo, Wells Fargo) Glo'd all up, pull up in a Gallardo I know, I know, boy, I know, I know, boy, I know Is it because my ice just bling like me? And I know, I know, I know, I know, boy, I know 'Cause I'm getting guap, they don't like me and I know10Embed",0.059,0.847,0.093,0.6341
462,462,Chief Keef,,I Know,Zaytoven,"Zaytoven Yeah Yeah Yeah Yeah Go, white, gold Woah (Bang, bang bang) I know  'Bout the money we can rumble, yeah Come through your block like Rambo, yeah Pistol knock you out, Balboa, yeah All this green, where the lawnmower? Yeah Catch you at the light, give you head start, go My neck gold, but my wrist white gold Slow down, I heard that that bitch Bi, whoa Sosa, you heard you're the shit? I know  You know I'm gettin' guap, I know I'm takin' spots Told that bitch cool off, I know I make it hot Slightly push the gas, my car, I make it fart Who knockin' on my door? Watch how I make it dart You ol' police ass nigga, you's a baby narc You think you with the big fish, you's a baby shark I got money, I got weed and I got heart Toast your ass like a fucking pop tart Ayy, I just left Sally's, I got liners For a thousand dollars I give you a linin' I push your shit back like my seats in reclinin' Ayy, Sosa, what you be on? I be on the money You might also like 'Bout the money we can rumble, yeah Come through your block like Rambo, yeah Pistol knock you out, Balboa, yeah All this green, where the lawnmower? Yeah Catch you at the light, give you head start, go My neck gold, but my wrist white gold Slow down, I heard that that bitch Bi, whoa Sosa, you heard you're the shit? I know  I know I gave him a head start, I know he think it's sweet I saw this hoe at the light, I know she think it's me I take her home, give her the D, I know she think it's weak Until I leave her ass sprung, ain't no spring in me I ain't smokin' that weed 'less it smells like under arms I'm a Glo man, I don't need no undergarment If it snow, man, that's gon' make me go harder Is it a wonder man? I don't need no Wonder Woman Then hopped out that Batman, yeah They like ""There go Superman"", where? Nigga, you can keep on joking, yeah Why so serious? 'Cause I'm sharp like Logan, yeah  'Bout the money we can rumble, yeah Come through your block like Rambo, yeah Pistol knock you out, Balboa, yeah All this green, where the lawnmower? Yeah Catch you at the light, give you head start, go My neck gold, but my wrist white gold Slow down, I heard that that bitch Bi, whoa Sosa, you heard you're the shit? I know Ayy, ayy, yeah Ayy, ayy, yeah Ayy, yeah Ayy, ayy, yeah Ayy, ayy, go White, gold Bi, woah I knowEmbed",0.096,0.68,0.224,0.9954
463,463,Chief Keef,,Illegal,Dolan Beats,"This is a Dolan Beats production Bring them hoes in with you (Shit) Bring them hoes in with you (They comin' out) For hoes to kick it, I don't like it, but bring them hoes in with you (Hoes that's tryna top me) My sidekick can't trust these hoe ass... (Bye-bye)  I'm Chief Sosa, I'm that nigga, disrespect the O then I'm gon' get you (O Gang) I'm Blackgate, 300, 600, O'Block, you with that, I'm rollin' with you (Or no gang) For hoes to kick it, I don't like it, but bring them hoes in with you (Let's get it) It's like Ben Franklin my sidekick, can't trust these hoe ass niggas (No niggas) As a villain (Yeah), as a villain (Yeah), that bitch bad as villain (She bad) Accidental, accidental, that was accidental (My bad) And this summer, I'm goin' on a ride (Skrrt) don't know what I'm gon' ride in the winter (Goddamn) I got too much on my mind, bitch, that's why I get high but it's illegal  And you if ain't gon' let me fuck tonight then, bitch, it was nice to meet you Tryna get on this kite, but I'm gettin' higher than eagles So high, I'm coolin' with Mike, bitch, if you ain't with the Glo then I beat it And I know these niggas opps, but swear they still be holdin' my penis I was coolin' with the squad and some thots, smokin' on dope, just mindin' my business Got this 30 popper on me and I'ma let it blow like a Lamron nigga And if you with the opps, you can get it on the night like I'm Cam'ron, nigga And if we come to your block, we gon' make a scary scene, we them tampon niggas Amazing, this shit so amazing To think about how I ain't had shit, now how I'm gettin' paid, yeah I'm tired, bitch, I'll do that show later I sat on 50 thousand, y'all ain't gettin' my paper (Bye-bye) You might also like I'm Chief Sosa, I'm that nigga, disrespect the O then I'm gon' get you (O Gang) I'm Blackgate, 300, 600, O'Block, you with that, I'm rollin' with you (Or no gang) For hoes to kick it, I don't like it, but bring them hoes in with you (Let's get it) It's like Ben Franklin my sidekick, can't trust these hoe ass niggas (No niggas) As a villain (Yeah), as a villain (Yeah), that bitch bad as villain (She bad) Accidental, accidental, that was accidental (My bad) And this summer, I'm goin' on a ride (Skrrt) don't know what I'm gon' ride in the winter (Goddamn) I got too much on my mind, bitch, that's why I get high but it's illegalEmbed",0.372,0.58,0.049,-0.9997
464,464,Chief Keef,,I Luv,Chief Keef,"Sosa on the beat Ayy, ayy, ayy, ayy, ayy, nigga Phew, phew, phew, ayy, nigga, ayy, ayy  I love smokin' trees, I love countin' on them G's I love my watch, I love all my bling bling, nigga I love my Glock with the silencer, it go ping ping, nigga (Ayy) I love my life, pull up, get the guap and I leave, nigga (Ayy) I love them bitches who like smokin' on trees, nigga I love my shooters, I love my shirt and my jeans, nigga I love my kids, I love them blue benjins, nigga (Ayy) I'm tryna get a bear, I love countin' on 'em G's, nigga  Ughh, Master P, nigga My gun, it go ping ping, nigga Better run, see if you leave, nigga Hollows chasе yo' ass and you done, peace, nigga, capiscе, nigga These niggas my sons, many me's nigga, many me's nigga I love livin' this life 'cause I'm me, nigga, I'm me, nigga You say you be inside but I don't see you, nigga, I don't see you, nigga Thot wanna give me top but I'm asleep, nigga, I'm asleep, nigga And I love it, I like weed, nigga, like weed, nigga Smokin' out in public, it's me, nigga, it's me, nigga That's that shit that I love, you gon' bleed, nigga, you gon' bleed, nigga I love sendin' shots, get in the way, you gon' get squeezed, nigga You might also like I love smokin' trees, I love countin' on them G's I love my watch, I love all my bling bling, nigga I love my Glock with the silencer, it go ping ping, nigga (Ayy) I love my life, pull up, get the guap and I leave, nigga (Ayy) I love them bitches who like smokin' on trees, nigga I love my shooters, I love my shirt and my jeans, nigga I love my kids, I love them blue benjins, nigga (Ayy) I'm tryna get a bear, I love countin' on 'em G's, nigga1Embed",0.052,0.607,0.341,0.9991
465,465,Chief Keef,Finally Rollin 2 (Glo’d Up Deluxe Edition),I’m da Man,K-Rab,"Hey Hey (I’m da man) Hey (I’m da man) I’m da man I’m da man I’m da man I’m da man  I’m da man Rubber band man, I’m the Son of Sam We want you, come on down Call us dear hunters, cause we buckwild I got weed up in the basement, money on the couch Get a new fan, got a new heater Two hundred thousand dollar cars with a two seater Pull up grab some more money and a 2 liter And I'm so fucking hot, that I ain’t cool people Old money, new shirt Lil limp in my step like my shoe hurt Eating all this green, abscess, now my tooth hurt Use a little , you'se a bluebird Climbing on the wall just like a spiderman I’m here to fix the pipes, with my pipe in hand I am here to fix the stoves, with my wrench in hand I count blessings just like how I count dividends New money, new weed New shoes shit costs me 2gs New cologne, thousand a squirt You can’t get no connection, cellular service Gonna get that cash, you’ll ride around And it's pouring down, Thanksgiving going ham Sipping all this fuckin' slow motion, you can slow it down Pull up on you like we heard complaints, a nigga lower it down Pussy you'll know if you seen a fly you won't blow it down It's my weight heavy pick your ass up and I'll throw you down I got new money and you’s a new you You so fool fool And I smoke two two! You might also like (So fufu) (I smoke Tutu!)1Embed",0.106,0.79,0.104,-0.5509
466,466,Chief Keef,,I'm Fine,Zaytoven,"Feds at my door (Fuck 'em), I'm tryna get away (Zaytoven) Say they been looking for me (Fuck 'em), yeah for about a day (Woo woo) The fuck you lookin' for, me? (Lookin for me? what? Woo) I'm in Italy (Woo)  The feds at my door (Bang), I'm tryna get away (Woo) Say they been lookin' for me (Woo), yeah, for about a day (Woo woo) For about a day (Woo), yeah, for about a day (Yeah) Say they been lookin' for me, yeah, for about a day (Woo woo woo) It's time to re-up (Woo), I'm headin' to the trap (Woo, the trap) Said ""What the fuck man?"", my bitch be fuckin' with my Jag' (My Jag') See shawty I'm Chief Keef (Chief Keef), I gots to get mines (Get mine) And bitch I'm from the hood, other niggas they be lyin', I'm fine (Squad, squad)  Bitch, I'm in a daze but I'm smokin' on that you know (This dope) I bе off that earth, 'bout to take a trip to Pluto (Yoon) Comin' through my hood I shovelatе you like a tool though (Bang bang) Earrings the size of Breitlings, diamonds on my chain the size of sumo (Flex) Fucked that bitch in a day, now I don't wanna fuck her (No) That bitch feelin' sad, 'cause I told her I don't love her (Yeah) Mo'fucker, I got the party rockin', feel some disrespect from niggas, now I'm at the party poppin' (Bang Bang, haha, Chief So, bang) Just the other day (Bang bang) and if I wake up in the mornin' then it's just another day (Yeah) Can't trust a bitch (No), no, I can't trust a bitch (Hell no) And if I want you to get out, I'ma say somethin', bitch (Go go) And when the feds come (Here they come), I need a dumpin' bitch (They come, yeah) Just like I'm quick to drop a bitch (They go), that bitch so quick to dump a bitch (She'll go) And when the feds come (Here they come), I need a dumpin' bitch (They come, yeah) Just like I'm quick to drop a bitch (They go), that bitch so quick to dump a bitch (She'll go) You might also like The feds at my door, I'm tryna get away Say they been lookin' for me, yeah, for about a day For about a day, yeah, for about a day Say they been lookin' for me, yeah, for about a day It's time to re-up, I'm headin' to the trap Said ""What the fuck man?"", my bitch be fuckin' with my Jag' See shawty I'm Chief Keef, I gots to get mines And bitch I'm from the hood, other niggas they be lyin', I'm fine  I be stuntin' hard so I know these niggas hate me Gats right here, so don't even try to play me Contagious to these bitches like some mo'fucking rabies We kickin' when it's hot but I be coolin' like an AC I fucks with real niggas and niggas say I ain't, fuck 'em And if she got some friends, I'll probably try to fuck 'em Never love 'em, I'm a Wicc City shark boy and I keep a lotta green like a dart board (Dart board, ha) Pistol to his face and now he snitchin' on me, niggas bitches, just another case Call Troy, he got that ning ding, Glo Gang, we ring bells, bitch, ding ding F-L-Y, head to the toe, landlord shawty, get my bread then I'm gone I love to go shoppin', just throw it in the bag Features cost a Jag', guess that's why these niggas mad  The feds at my door, I'm tryna get away Say they been lookin' for me, yeah, for about a day For about a day, yeah, for about a day Say they been lookin' for me, yeah, for about a day It's time to re-up, I'm headin' to the trap Said ""What the fuck man?"", my bitch be fuckin' with my Jag' See shawty I'm Chief Keef, I gots to get mines And bitch I'm from the hood, other niggas they be lyin', I'm fine1Embed",0.288,0.581,0.131,-0.9995
467,467,Chief Keef,,I'm Mad,Izze The Producer,"Izze The Producer  Ridin' around smokin' on stank, got Ben Franklin all in my bank Dirty hoes all in my face, fuck niggas all in my way Cash, that's all that I take, fake niggas, all that I hate Can't smoke, what you niggas smoke grey? That loud pack, all I wanna taste They mad 'cause I'm getting that cash, steady tryna kiss my ass You can't get no money, my bad, you ain't getting money, I laugh She came in and left in a cab, I can't take your moves, my bad I'm tired of fuckin', I'm sad, I'm tired of fuckin', I'm mad  I'm smokin' on this dope, laughin' to the bank like hahaha If a nigga try to take my guap, then that choppa hit his ass like grrah grrah grrah Pussy don't know to get back back back, you ain't tryna go, bitch, get out of my car I ain't wanna fuck anyway, I just want some top 'cause I heard the pussy hot hot hot I fuck sister sisters and mamama's, say you gettin' money, nigga, blah blah blah Fuck around and walk in the house and Almighty Sosa be fuckin' yo mommas on the couch Feds on my ass like alarms on a house, they lock a nigga up, then I'm bondin' right out But you still stitin' your broke ass in a jailcell, 15 hunnid to get out I don't wife hoes, niggas runnin' in and out, keep a gun in the car, a gun in the house I don't like niggas that be runnin' they mouth Steady sayin' this and that but they know they all lyin' Bitch, I'm too busy gettin' money all the time, this bitch wanna fuck, she got them puppy dog eyes You might also like Ridin' around smokin' on stank, got Ben Franklin all in my bank Dirty hoes all in my face, fuck niggas all in my way Cash, that's all that I take, fake niggas, all that I hate Can't smoke, what you niggas smoke grey? That loud pack, all I wanna taste They mad 'cause I'm getting that cash, steady tryna kiss my ass You can't get no money, my bad, you ain't getting money, I laugh She came in and left in a cab, I can't take your moves, my bad I'm tired of fuckin', I'm sad, I'm tired of fuckin', I'm madEmbed",0.256,0.637,0.108,-0.997
468,468,Chief Keef,American Dream,I Need Bandz,DJ Kenn Aon & Young Chop,"Ok I need bands Kick a nigga door and take everything that's worth it Then split it with my mans No snitches on my end, don't be no stupid ass Treat our guns like a car, make them hit yo stupid ass Then roll up some loud, climb up these trees And for these bands, bitch get on your knees And it's bands over bitches cause these bitches out here skeetin' You can't trust no bitch probably somewhere on her knees  That's why I'm all about my bands Blow kush with my mans Got one fuckin' daughter so all I need is bands That's why I'm all about my bands Blow kush with my mans Got one fuckin' daughter so all I need is bands  On money I'm the man, bitch I need bands Listen again I need bands, I need bands, I need bands Smoke her out her pants, she got a stupid ass And we keep 30 bullets that'll shoot yo stupid ass Bitch I'm the man, bitch I need bands Listen again I need bands, I need bands, I need bands You are a stupid ass, he had a stupid cast Bitch I'm the man, bitch I need bands You might also like Shorty been smoking dope Black, look like I'm Japan We don't do this shit for free, we be all about them ends 300 them my mans, yo bitch all on my mans We fuck her, run a train but that bitch won't see no bands I got alot of fans, and to them I'm the man When they see me in reality they like' ""Damn, he is the man and he be with them mans and they be about they bands."" We ain't graduate from school so we take a nigga's ends I hear alot of bitches saying, ""Chief Keef they digging."" But they like my alter ego, they say, ""Sosa"" every minute And I fuck them out they panties but them hoes won't get a penny And I'd rather sip lean Reese money like that remy  On money I'm the man, bitch I need bands Listen again I need bands, I need bands, I need bands Smoke her out her pants, she got a stupid ass And we keep 30 bullets that'll shoot yo stupid ass Bitch I'm the man, bitch I need bands Listen again I need bands, I need bands, I need bands You are a stupid ass, he had a stupid cast Bitch I'm the man, bitch I need bands On money I'm the man, bitch I need bands Listen again I need bands, I need bands, I need bands Smoke her out her pants, she got a stupid ass And we keep 30 bullets that'll shoot yo stupid ass Bitch I'm the man, bitch I need bands Listen again I need bands, I need bands, I need bands You are a stupid ass, he had a stupid cast Bitch I'm the man, bitch I need bandsEmbed",0.266,0.63,0.104,-0.9987
469,469,Chief Keef,Ottopsy,I Need More,KBeaZy & DP Beats,"Uhh aye bang (Bitch bang bang bang) Bang (Sosa baby) Bang (eskitit) Bang (you hear me bitch) Bang (good) Bang  You talking to me, where you got to be I got the pump, it's in my sleeve Kill, defeat, I'm on some feet Feel like Obama up in the V.I.P No JPG you see me Diamond dance CB, get your red and blue goggles Cause I'm coming 3D Send them boys do drill then I send 'em three deep All this dopey dope, call me Sosa de'blanco Bitch I'm flowing like I'm off a yacht Really need to cop me a helicopter​ This hot boy movie and I'm Silkk the Shocker Off the syrup, syrup no fuckin' waffles We threw away a whole fuckin' body Get them thrown at your fucking squad Heat sensor on my fucking gun Fuck that bitch pull my pants up run them bands up If the bitch call won't answer Vroom vroom motor havin' tantrums Told that bitch ""you canceled"", told that bitch I got cancer Bitch put a seatbelt on but like I'm playin' ball in the whip She know I got handles What I just say finna' tell her  bitch it ain't no  You might also like Where that money at (I need more) Girl thats some good pussy let me get some more of that (I need more, yeah bitch, I need more) Give ya a hand like yeah throw it back (I need more) Off of the drink but still running around like a rugrat (aye) (I need more) Damn the design exclusive (I need more) Big doobie got me on Jupiter (I need more, yeah bitch, I need more) FN go de do do (bang) (I need more) I know I got a couple skrty skrs (skrty skrs) (I need more) I need more (I need more)  Gimmie dat, Gimmie dat  (I need more) Gotta throw away, gotta get rid of that  (I need more) That check over there can you hand me that  (I need more) Fans writing on pictures like (I need more) Ding ding it's a thot like  (I need more) She gave me a hundred feet but  (I need more) I done smoked all the reefer  (I need more) Two more ounces in the two seater but (I need more) FN navigated  (I need more) Shit got me concentrated  (I need more) You can keep playing  (I need more) Done performing but they keep saying (I need more) Where the Visine (I need more) Cause my eyes red (I need more) Why your ass yell (I need more) Bring it over here (I need more) Gotta a couple pills but  (I need more) I'm like fuck all the other shit (I need more) Yeah I got ice on  (I need more) Yeah I can't count but  (I need more) Shot all the hollows (I need more) Said she gone swallow  (I need more) That why you know when I call (I need more) You so where are you  (I need more) Where that money at (I need more) Girl thats some good pussy let me get some more of that (I need more, yeah bitch, I need more) Give ya a hand like yeah throw it back (I need more) Off of the drink but still running around like a rugrat (aye) (I need more) Damn the design exclusive (I need more) Big doobie got me on Jupiter (I need more, yeah bitch, I need more) FN go de do do (bang) (I need more) I know I got a couple skrty skrs (skrty skrs) (I need more) I need more (I need more)1Embed",0.144,0.718,0.139,-0.7231
470,470,Chief Keef,The GloFiles (Pt. 4),In It,YGOnDaBeat,"(YGOnDaBeat)  I'ma smoke ya, smoke ya, smoke ya, ayy Kush I'm smokin', smokin', smokin', ayy Big ass four-oh I am totin', ayy Don't make me put this bitch in motion I'm off a flat, I don't know where my car went I named my nina Gina just like Martin My blunts look like Peter, swear it got rolls in it She ask me why my pants saggin', 'cause bankrolls in it  Wait, hold on, ayy I'm smokin' on a big blunt of Carlton Tryna figure out where my car went I think I parked it up that mountain I don't know, I was off Xanax, ayy I don't know, bitch, I was off ten flats, ayy I don't know, I was off them ten blunts, ayy I don't know, I was high as a fuck, ayy They know I don't give no fuck, ayy Come through, catch your bitch ass, light you up, candle up, ayy Tell your mans to get up, hey 50 knock him down, he can't get up, hey Smokin' Tooka, Tooka, Tooka I'm smokin' TuTu like a hookah I'm smokin' TuTu like a blue one A Blu cigarette, alright now You gon' meet my two drums You might also like I'ma smoke ya, smoke ya, smoke ya, ayy Kush I'm smokin', smokin', smokin', ayy Big ass four-oh I am totin', ayy Don't make me put this bitch in motion I'm off a flat, I don't know where my car went I named my nina Gina just like Martin My blunts look like Peter, swear it got rolls in it She ask me why my pants saggin', 'cause bankrolls in it  Flexin' on 'em Baby girl, I'm countin' checks up on 'em I got these bitches wet up on 'em Niggas can't even get seconds from 'em And I don't even pay them, though But my shit playin' on the radio That's if I want it to You know I don't give a fuck or two, though I ain't got no Hublot Got a Breitling with 'bout eighty-two stones I got a chain with 'bout eighty-four stones And I'm only eighteen, what you on? I'm off this Xanax right now Need a fuckin' flat right now I'm smoking on this blunt right now Still screaming fuck rehab right now I'ma smoke ya, smoke ya, smoke ya, ayy Kush I'm smokin', smokin', smokin', ayy Big ass four-oh I am totin', ayy Don't make me put this bitch in motion I'm off a flat, I don't know where my car went I named my nina Gina just like Martin My blunts look like Peter, swear it got rolls in it She ask me why my pants saggin', 'cause bankrolls in it11Embed",0.126,0.817,0.057,-0.9891
471,471,Chief Keef,Almighty So,In Love With the Gwop,YoungHitmakers,"(Hoodrich, bitch) Make a nigga get out of character If you fuck with our motherfuckin' cash, nigga, you hear me? Guap Phew We serious about that paper Ayy, guap (DJ Scream, heavy in the streets)  Girl, you is my baby, girl, you is my baby I gotta smoke some weed 'cause, girl, you drive me crazy Man, I wish a nigga try to take it Thirty shots all to his brain, yeah 'Cause I'm in love with the guap, I'm in love with the guap I'm in love with the guap, I'm in love with the guap I'm in love with you, guap, I'm in love with the guap I'm in love with you, guap, I'm in love with the guap  I'm in love with you, guap, I'm in love with you, guap Let a nigga try to take it, better come with his Glock Better have thirty shots 'cause I got a fifty shot And this motherfuckin' Glock, let it motherfuckin' pop Like bop-bop-bop at an opp or opp thot Let any opp try me, bet any opp drop I don't care 'bout no thot, but I don't play 'bout my guap And I pray that she don't leave me 'cause I fucked an awful lot 'Member posted on the block, runnin' from them cops Rocks in my socks, Glock on my hip Now I'm a young rich nigga named Sosa Baby I love the guap like I love KayKay You might also like Girl, you is my baby, girl, you is my baby I gotta smoke some weed 'cause, girl, you drive me crazy Man, I wish a nigga try to take it Thirty shots all to his brain, yeah 'Cause I'm in love with the guap, I'm in love with the guap I'm in love with the guap, I'm in love with the guap I'm in love with you, guap, I'm in love with the guap I'm in love with you, guap, I'm in love with the guap14Embed",0.077,0.644,0.279,0.9981
472,472,Chief Keef,"The GloFiles, Pt. 2",In My Cup,Chief Keef,"Turbo Skurt, Skurt Skurt Ya, You You Sosa baby Beep Beep Beep Turbo Nah Nah Swish nigga, Swish Turbo Sosa baby GBE baby  This ain't no Fanta in my cup (Nah) I got ammo in my cup (click clack) I got gas in my blunt (Dope) It take more gas than my truck (Yah, yah) We put some damage on yo truck (Bang, bang) You better have some hammers in the cut (Bang, bang) Show no love, it'll get you killed (Yeah) Pour the lean in the sprite till it start to spill (Bang, bang)  Bitch I shower in the drank (In the lean, nigga) I devour in the bank (Frrrrr, yah, bee) I put a thousand in my tank (skirrt, skirrt) Bitch I'm flying where would I rank (Yah, Sosa baby, bang) I just pulled up in a tank (Skirrt, skirr, skirrt) And my soldiers is the gang (Ay, GBE baby) On my left shoulder it is god (Yah) On my right shoulder it is satan (Yah) Put some food up on yo plate (Yaah, yaah) Only you know what you take (Yaah, yaah) Only you know what you make (Yaah, yaah) Only you know what you say (Ketchup, ketchup) You might also like This ain't no Fanta in my cup (Nah, lean) I got ammo in my cup (click, clack) I got gas in my blunt (Dope) It take more gas than my truck (Yah, yah) We put some damage on yo truck (Bang, bang) You better have some hammers in the cut (Bang, bang) Show no love, it'll get you killed (Yeah) Pour the lean in the sprite till it start to spill (Bang, bang)  I'm in the drop-top balling (Skirrt, skirr, skirrt) Like a ref I'm shot-calling (Yah, yuuh, yuh) Remember when I first got the cash (Sosa baby) I was like ""Look mama i'm balling"" (fffff, pea) I break the rim so don't pass me the Spaulding (Nah) My daddy wasn't there to see me crawling (Nah) So I really don't care if he see me balling (Swish nigga swish) She like ""You actin' like you ain't see me calling"" While you was up at school I was picking up that work (Pickin' up that dough) I remember when I stole the TV from the church (Yaah, yaah) I was always the one outside first (Yuuh, yuuh) I told them one day and they didn't mark my word (Naah, naah) Bang, bang Bang, bang This ain't no Fanta in my cup (Nah, lean) I got ammo in my cup (click clack) I got gas in my blunt (Dope) It take more gas than my truck (Yaah, yaah) We put some damage on yo truck (Bang, bang) You better have some hammers in the cut (Bang, bang) Show no love, it'll get you killed (Yaah) Pour the lean in the sprite till it start to spill (Bang, bang)Embed",0.096,0.805,0.099,0.1675
473,473,Chief Keef,"The GloFiles, Pt. 2",In My Mode,Mike WiLL Made-It,"Sosa baby GBE baby Bang, bang, bang bang Bang Ftftftftft Beep, beep, beep, beep Yeah Let's get it  (Sosa baby) Boy you can keep that, you ain't smokin' on no dope (GBE baby, dope) You ain't tryna spend shit, you ain't holding on no rolls (Beep, beep, beep) In Hawaii with the gang, and I'm hollerin' out on folks (GBE baby) Walked up in LV, you know I gotta pull out them O's (Louis, Louis, catch up, catch up) Comma zero, zero, Comma zero, zero or more (Cash) Beat the case, no P.O or no piss test, no (Nah, nah, Sosa baby) In a foreign drivin' real fast, they thinkin' that I'm on coke (Skrrt, skrrt) You can set the difficulties, either way I am in my mode (Sosa baby, GBE baby)  No bitch get set wet, choppers stutter like rat-tat (Bang, bang) Actin' like you knee deep, you go fuck around and get your fuckin' neck wet (Bang, bang) Still spendin' cheese, no major come back for set back (Beep, beep, beep) Smack a nigga with a box of dots, tell a fuck nigga to connect that I don't get my hand dirty, but bitch I'm in it like a wet back (Yeah, yeah) Went and bought 4 PT's, threw the cash on the floor, check that (Lean, lean) All this cash that I'm throwin' in the club, lil nigga try to match that (Nah, yeah) I'm a sinister, take a lil nigga face and blast that (Bang, bang) Like the light in the car, it's a fuckin' Diablo (Skrrt, skrrt) I was buyin' real estate when Kayne drop Pablo (Sosa baby) I was in Mexico gettin' heat from my vatos (Bang, bang) Pull up to the gang, get the beef for your taco (Skrrt, skrrt, skrrt) You might also like (Sosa baby) Boy you can keep that, you ain't smokin' on no dope (GBE baby, dope) You ain't tryna spend shit, you ain't holding on no rolls (Beep, beep, beep) In Hawaii with the gang, and I'm hollerin' out on folks (GBE baby) Walked up in LV, you know I gotta pull out them O's (Louis, Louis, catch up, catch up) Comma zero, zero, Comma zero, zero or more (Cash) Beat the case, no P.O or no piss test, no (Nah, nah, Sosa baby) In a foreign drivin' real fast, they thinkin' that I'm on coke (Skrrt, skrrt) You can set the difficulties, either way I am in my mode4Embed",0.11,0.778,0.112,-0.4015
