,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
64,64,Chief Keef,Nobody 2,Anywhere,12Hunna,"Pull that shit They got all the fuckin' shit Make it harder for that shit Make it harder for that... Make it harder for that shit Make it harder for that... Make it... I go anywhere, ayy Skrrt, skrrt, skrrt Skrrt, sk-sk-skrrt, skrrt, sk-skrrt, sk-sk-skrrt Skrrt, skrrt, ayy, ayy, ayy  I go anywhere for some fees (For some fees) I go anywhere smoking trees (Smoking trees) I go anywhere with my G's (With my G's) G-L-O-G-A-N-G (G-L-O-G-A-N-G) I go anywhere for some cheese (For some cheese) I go anywhere we can meet (We can meet) I go everywhere with my heat (With my heat) I go everywhere with my piece (With my pieces)  Look at my pieces (Look at my pieces) The diamonds turn to pieces (Diamonds turn to pieces) It's all up in my necklace (All up in my necklace) I feel like I'm neckless (I think that I'm neckless) Bitch, I'm a genius (A genius) I gotta thank Jesus (Jesus) Jesus (Jesus) When you getting money, they hate you (They hate you, hate) I don't give a fuck (Give a mothafuck) I still keep my pistol tucked (Mothafucking pistol tucked) I still let my pistol blow (My pistol blow) And I still hop in my truck (In my truck, hmm) You might also like I go anywhere for some fees I go anywhere smoking trees I go anywhere with my G's (With my G's, with my...) G-L-O-G-A-N-G (N-G) I go anywhere for some cheese (For some cheese) I go anywhere we can meet (We can meet) I go everywhere with my heat (With my heat) I go everywhere with my piece (With my piece)  I'm off this dope, I be fiending (Be fiending) Go to sleep, I be dreaming (dreaming) Of a hundred fucking bills (Bills) Hundred fucking mills (Them M's) I don't fuck with niggas (Naw) But I be fucking these bitches (Thots) I be riding in Bentleys (Sk-sk-skrrt) That ain't shit to me (Yeah) I be fucking all the women (The women) Now that I get benjis (Benjis) When I was broke (I was broke) I swear I think that I was a joke (Swear that I think I was a joke)  I go anywhere for some fees (Some fees) I go anywhere smoking trees (Smoking treeses) I go anywhere with my G's (Bang bang) G-L-O-G-A-N-G (Gang gang) I go anywhere for some cheese (For some cheese) I go anywhere we can meet (We can meet right now) I go everywhere with my heat (With my heat right now) I go everywhere with my piece (With my pieces)Embed",0.094,0.86,0.046,-0.9694
65,65,Chief Keef,Almighty So,Ape Shit,Yung Lan,"(Yung Lan on the track) Yeah me and my nigga the Almighty So Se y'all fuck niggas out there prepratatin' ballin' Actin' like they get money or somethin' (DJ Scream!) Damn, damn, damn, damn (My name hold weight for real nigga) Damn, damn (We gettin' that real money) Damn, damn Damn, damn (You talkin' trash base around, you feel me?) Damn (Hoodrich, nigga) Damn, damn, (It's the Almighty So) damn (It's the DJ Scream nigga) Damn, damn, (Ayo Sosa, go apeshit shit on these niggas) Damn, damn, damn  'Member sellin' blows out my grandma house Now I got enough money to get grandma a house Try to rob me I'ma pull that nina out It's extended so the clip stickin' out You lil' Mickey Mouse, don't be snitchin' now Cause I'll send my hittas to come chase you down Nina tote a dildo and she'll dick you down He say he with the Clout, put him in the clouds I'm thirsty, shoot, finger itchin' now Let me catch a nigga then it's nigga down I was totin' 50 now I'm Pippen now I need to buy some missiles now You might also like And go ape shit, go ape shit Don't make us put them guns in rotation Nina let me down then oh baby We pullin' out them choppers like the Haitians Like the 80's, I'm goin' crazy All this guap, all these foreigns, baby Lotta shots in all these guns baby I know you wanna have my son, baby11Embed",0.298,0.663,0.039,-0.9973
66,66,Chief Keef,We Outchea 5,Appreciation,Emazin,"Bang, bang-bang Bang, bang, bang-bang Huh? Sosa baby Let's get it, ftftft, beep, beep Huh? Ayy, ayy, ayy, ayy, ayy Bitch, O'Block Bang, bang  Well I got bitches on my dick (Huh?), and niggas wanna hate me (Yeah) I do this for the real, bitch, you should appreciate me (Bitch) 24 skates (Skrrt), but I'm into speed racin' (Skrrt) Watch me hop up in my 'Rari (Skrrt), and go sick like a patient (Skrrt) For me these bitches waitin' (Yeah), I swear these bitches patient (Yeah) I'm not with the waiting (Nah), I only want one day And if you ain't tryna fuck (Huh?) Then you get spit to the face (Bitch) Pull up by my place and (Bitch), big Chief Sosa bakin' (Sosa baby) I'm ridin' Lambos with no license (Skrrt), A lot of bitches no wifin' (Nah) All my niggas triflin' (Yeah), we not with that unite shit (Nah) We don't carry rifles (Nah) 'cause bitch we Black Disciples (O'Block) We just carry 30s (Damn) and 50s, bullets gon' bite you (Grrah, bang) Bitch, you know we stuntin' (Beep), we be gettin' money (Beep) Hermès 14 hunnit (Beep) my watch 'bout 20 of 'em (Beep) Bitch, you know we stuntin' (Yeah), we be gettin' money (Beep) Hermès 14 hunnit (Beep), my watch bout 20 of 'em, bands (Beep)You might also like5Embed",0.298,0.618,0.084,-0.9966
67,67,Chief Keef,"The Leek, Vol. 2",April Fools,Frencizzle,"I play all my hoes like it's April fools Watch me play my role? April fools (Yeah, bang, bang) They ain't bout it, they just joking, April fools (Yeah) They actin' like they blowing, April fools (You not) Actin' like they got it, April fools (You not) You don't like stacks, you carry wallets, April fools (Guap, guap) Actin' like they from the projects, April fools (You not) Now I ain't the trending topic? April fools  He say he cashed out, April fools He just bought some shell-toes and some fake ass Trues He say that life he 'bout, April fools His ass be in the house, I ain't no fool Fuckin' with one of them O boys, you gon' make the news He say he squeezing thirties, April fools He say he ain't lacking, April fools Then how he get caught lacking? I ain't no fool  I play all my hoes like it's April fools Watch me play my role? April fools (Yeah, bang, bang) They ain't bout it, they just joking, April fools (Yeah) They actin' like they blowing, April fools (You not) Actin' like they got it, April fools (You not) You don't like stacks, you carry wallets, April fools (Guap, guap) Actin' like they from the projects, April fools (You not) Now I ain't the trending topic? April fools You might also like Boy, you ain't getting money, shoulda ate yo food Say you gon' make a move, nigga, April fools Boy, you hang around a bunch of April fools Niggas say they gon' do, what they ain't gon' do Ten grand a lot of money, nigga, April fools I hit the Louis store, spent that on Kay Kay's shoes Hundred grand a lot of money, nigga, April fools I spent that on a foreign, just to make a move (Skrrt!)  I play all my hoes like it's April fools Watch me play my role? April fools They ain't bout it, they just joking, April fools They actin' like they blowing, April fools Actin' like they got it, April fools You don't like stacks, you carry wallets, April fools Actin' like they from the projects, April fools Now I ain't the trending topic? April fools10Embed",0.234,0.591,0.175,-0.9907
68,68,Chief Keef,,Are self,,"We don't need to fight, we can watch movies all night From blue ray to h d, we in a room with the lights cutoff I want to make love to you, hold you tight and make you feel special too Want to get naughty well turn on the radio lets jam to something old My finger tips running all on your body it kinda smooth just take off that top let me see something smooth about you Gripping on you so fast trying not let go My heart  beating at a 101 tasting your fumes as we getting in the bed What hold up let me slip on this rubber just to test it out on you I want to do something freaky to you Don't let me go just gold on to me as we making sweet passionate Love Your body so new to this o why you got twerk with it you know i love your body when you drop it low for me keep hoping till you finish babyYou might also likeEmbed",0.055,0.768,0.177,0.9708
69,69,Chief Keef,Extra Glo,Arts & Crafts,Chief Keef,"(Turbo)  That nigga be flexin' like ab's Lil' nigga white money ima cow, uh Bitch, just put it on my tab Tripping off the bankroll like I'm Fab, uh High as hell, I think I did a dab, uh Ain't no Uber in your city, bitch, we'll call a cab Foenem catch a body and laugh, uh Don't make 'em draw on you like arts and crafts, uh Stomp a nigga out, uh Deep, I be in the loud, uh My money ballin tennis style, uh These hoes be wild foul, uh We got the cannon, Wild 'N out, uh I made my grandma my proud I got my grandma style I spent your pendant on my couch Pull me over for what? I'm just busy flexing in this fur like a lion I'm not committin' no crime Officer, I was not, a nigga lyin' Them your signs? Ayy lil nigga, throw your fucking signs up in the sky Brr 'cause I'm fried Back, back to back, back to back, it's a lineYou might also like1Embed",0.048,0.812,0.14,0.9192
70,70,Chief Keef,,Assassins,Bass Kids,"We assassins BassKids on the beat GBE assassins (Bang) Sosa Myers, I'ma (Glo Gang) We don't fight fair Fredo Kruger, he on a rooftop (Glo Gang) Got a scope up on that bazooka (Bang)  Sosa Myers, bitch, I'ma nightmare (Sosa baby) We up these choppas, bitch, we don't fight fair (Bang) Fredo Kruger, he on a rooftop (Fredo) He got the scope up on that bazooka (Bang-bang) Reese Osama, he got that choppa (Reese Money, bang, bang) Barack Obama can't even stop us (Nah, nah) Tadoe a savage, he got that MAC-10 (Bang-bang, bang) We assassinsYou might also like2Embed",0.16,0.783,0.058,-0.877
71,71,Chief Keef,"The Leek, Vol. 1",Aston Martin,Jayrox,"On my wrist bout 40, one chain on my neck 15 This Tec with me hold about 50 Pull on his block like ""Whatcha say about Lil Keef?"" Comin' through very foul with a referee The only thing on my mind is money That's why I don't know nothin' when you ask me somethin' Been smokin' on dope in the fastest car Bought 3 chains from Johnny Dang, coulda bought an Aston Martin  I got weed I don't need bitches I got money I don't need friends Me and B friends Ben Franklin that's my best friend, we bendin' Blocks, fuck with them make us put the heat in ya With the opps, nigga, I can see the G in ya Come in my house, we got dope all up in the weed vender Come tryna rob, we gone make your dumb ass bleed, nigga Flexin' on niggas like a sucka, he itchin' our finger Pull up catch an opp then we gon' put racks on a nigga Then shoot up the rest of the niggas They gon' get the best of us, nigga  On my wrist bout 40, one chain on my neck 15 This Tec with me hold about 50 Pull on his block like ""Whatcha say about Lil Keef?"" Comin' through very foul with a referee The only thing on my mind is money That's why I don't know nothin' when you ask me somethin' Been smokin' on dope in the fastest car Bought 3 chains from Johnny Dang, coulda bought an Aston Martin You might also like Car go skurt-skurt, Tec go click-clak, tuh-tuh-tuh-tuh-tuh-tuh Let a opp ride down the block like it's good good, we gon' tuh-tuh his windows Got my Glock on me case a nigga think it's macaroni, smokin' on a big blunt of tooka She ain't want me when I was in the hood hood Now I'm rich, she say she got that good good Pistols beat like KRK, we coming through day by day We don't want no peace treaties, we don't want no dang all day Wop made me up a peace treaty and we pulling off having a race Walked in the bank with a smirk, walked out laughing away I'm rich now, I can buy a school or a club or a business now My niggas in the field still layin' fuck niggas down These fuck niggas don't like how I'm living now  On my wrist bout 40, one chain on my neck 15 This Tec with me hold about 50 Pull on his block like ""Whatcha say about Lil Keef?"" Comin' through very foul with a referee The only thing on my mind is money That's why I don't know nothin' when you ask me somethin' Been smokin' on dope in the fastest car Bought 3 chains from Johnny Dang, coulda bought an Aston Martin9Embed",0.12,0.765,0.115,0.0639
72,72,Chief Keef,,Avoiding,Chief Keef,"You know I stay stylin', you know I stay You know I stay, you know I stay My money, hear sirens Jimmy, no Fallon, I am Fallon Yeah, yeah, yeah (Sosa baby, GBE baby)  You know I stay stylin' (Yeah), these folks profilin' (Hmm, bang bang) Give a bitch the Jimmy, no Fallon (Yeah), these hoes love diamonds (Sos' baby) She let me to the T, White Dollar (Bang bang), these hoes love money (Ff beep, beep) Foam wash the car, now it's shinin' (Fff beep, bang bang), I don't hear nothin' but sirens (Beep, beep) They tryna hold me back, they tryna hold me back (Yeah, yeah) Throwin' these 3 pointers up, yellin' out, ""Kobe's back"" (Swish, swish) Nigga, you ain't holdin' jack (Bang bang), dropped another 40 pack (Yeah) She was on me, Kobe jack (Bang bang), runnin' for the cash, David Hurstel (Bang bang), ain't no avoidin' that (Bang)   You know I stay stylin' (Yeah), these folks profilin' (Hmm, bang bang) Give a bitch the Jimmy, no Fallon (Yeah), these hoes love diamonds (Sos' baby) She let me to the T, White Dollar (Bang bang), these hoes love money (Ff beep, beep) Foam wash the car, now it's shinin' (Fff beep, bang bang), I don't hear nothin' but sirens (Beep, beep) They tryna hold me back, they tryna hold me back (Yeah, yeah) Throwin' these 3 pointers up, yellin' out, ""Kobe's back"" (Swish, swish) Nigga, you ain't holdin' jack (Bang bang), dropped another 40 pack (Yeah) She was on me, Kobe jack (Bang bang), runnin' for the cash, David Hurstel (Bang bang), ain't no avoidin' that (Bang)You might also likeEmbed",0.059,0.775,0.166,0.9834
73,73,Chief Keef,Extra Glo,Awesome,Chief Keef,"Yeah, awesome Awesome, drowsy Pulled up in the coupe Saw the cops, then I lost them, aye (Then I lost the cops) You know I had to triple cross them (Aye, triple cross the cops) Bitch I'm bossy, look at me I'm flossin' (Boss a lot) Step up in my office Sign up for yo' conference () Ring steady talking We gon' pull up sparkin' (Pow, pow pow) You parched? Aye Hit the gas, it sound like the car farted I might be in Miami in a 'Rari (Aye) I changed up my email, bitch, don't call me (Bitch) She like ""Chief So', I love you just don't dump me"" (What?) Bitch the only thing I love is going to Barney's Having all of these pipes like I'm a plumber (Duh duh duh) I already know lil' folks came out to swung it (Pow pow, pow pow) Take my shoes off I told her rub my bunions (Bitch) She hypnotized with my neck, down to my arms (Bling, bling) Watch where you go, you better make the right turns (Yeah, aye) She wanna threeway, bitch long as y'all take turns (Ya dig?) Zoomin' in a fast car like a racer (Aye) Finna go and get in Diana like a pacer (Bitch, yeah) It's six some got the motor running (Motor running) The Moncler on, like it's cold or sum' (Like it's cold or sum) Sipping turtle juice like I'm slow or sum' (Slow or sum') Bitch jump in my crib, told them mop the floor or sum' (Bitch) I got choppa shell, in a hand gun (Duh duh duh) Hit up three niggas, call that and-1 (And-1) Smoking that Citgo, smoking that marathon (Marathon) And this shit's too strong, feel like a barbarian (Barbarian) In matrix, Shawn Marion I was runnin' bands while hoes was wearing Dereon (Bitch, bitch) Niggas wanna dare me, huh I be needing someone to up my .30 on (Nigga to up my .30 on) Bad bitch, you used to be dirty, huh? (Bitch, you used to be dirty huh?) Back on the block there, ain’t no bitch can curve me (Huh?) (Pew, pew, pew, pew) You guessed it, dope, blunts for breakfast, yeah Ready for your block, I'm Tetris, yeah I got a Designer fetish, yeah I'm runnin' up the lettuce On my burger I don't want no lettuce, yeah Oh, you mad, you that pissed? (Yeah) That's how I be when hoes be catfish, yeah Baby this a Gucci polo These bitches like my mojo Bitch I'm bad like Mojojojo, yeah Shawty say she snort coke Okay lil' baby, go go, yeah You do too much girl, oh no, yeah You think you smokin', but you smoke dro I get cheese like okie-doke Aye, yuhYou might also like6Embed",0.134,0.732,0.134,-0.8251
74,74,Chief Keef,,Awkward,Chief Keef,"Niggas acting very awkward (did you see my car) Pussy pull down yo skirt (Did you see my gwop) Smoking on gas, it hurt (Did you see my daughter) Aye, aye, aye, dududuh Did you see my gwop (bang) Did you see my car (bang) Did you see my daughter (dududuh) Got so much ice on her (bang bang) Did you see my (dududuh) Did you see my (skrt skrt) Did you see my (bitch) Did you see my (ayy, ayy)  Did you see my gwop, ayy Did you see my car, ayy Did you see my daughter, ayy Got so much ice on her, ayy Did you see my mother, ayy Did you see my father, ayy They been lost me back then, I was raised by a bunch of apes, ayy Smokin' on Lord Farquaad, ayy (Did you see?) ayy My weed the same price as my quad, ayy (Did you see?) ayy Foreigns all up in my yard, ayy (Did you see?) ayy Niggas acting very awkward, ayy You might also like Niggas actin' very awkward, ayy (yeah) Pussy pull down your skirt, ayy (dududuh) I'm smokin' on gas, it hurt, ayy (yeah) Niggas try me, bullets fly like Nerf (dududuh) What I need with my pancakes, syrup, ayy What I need with this me, money, and no one (bang) 'Cause niggas is about to turn So I gotta be ready with my pole up Niggas always talkin' shit (dududuh) 'till we come through popping shit (dududuh) 30 always droppin' shit (dududuh) Handlin' problems, doctor shit (dududuh) 30 went the opposites (dududuh) Kill a nigga, iron shit (dududuh) Get some money, buy some shit (bang) Guns singin' like Ronald Isley, bitch (haha) Big house in the woods, on some Tiger shit (ayy) Smoking sour, on my lemon shit (dope) This bitch do what I say, on my Simon shit I guess I'm Almighty Simon then  Did you see my gwop, ayy Did you see my car, ayy Did you see my daughter, ayy Got so much ice on her, ayy Did you see my mother, ayy Did you see my father, ayy They been lost me back then, I was raised by a bunch of apes, ayy Smokin' on Lord Farquaad, ayy (Did you see?) ayy My weed the same price as my quad, ayy (Did you see?) ayy Foreigns all up in my yard, ayy (Did you see?) ayy Niggas acting very awkward, ayy I'm belligerent, but my neck is like a fridgerate When I come through niggas fidgetin' They don't want no cancer from this cigarette, ayy I'ma eagle, you just pigeon shit Bitch I'm rollin' 'till the end of it, ayy Kay Kay holdin', you need some ends lil bitch, ayy Get what I want, bitch I just sing for it Nigga try to rob me, my chopper gon' go dudu-duh Pull off in my car, my car go skrt-skrt I rather you talk about what you used to do, ayy Not what you coulda did, ayy I swear my daughter is heaven sent, ayy Smoking dope got me in heaven-en Me and Ben Franklin arrogant Movin' on up, bitch, George Jefferson 'Cause I like Pelle's bitch, never know we shootin' at yo bitch Smokin' death and shit Never know when I lose my life lil bitch Actin' deaf and shit But I bet you hear these pops lil bitch Takin' breaths and shit Pull up on yo block, incite some shit, bang Come take all yo drugs, indict some shit Boy you smokin' on Kay Kay diaper shit She like me 'cause I live by Mike and shit And no matter what bitch I'm the shitEmbed",0.241,0.711,0.048,-0.9992
75,75,Chief Keef,"The Leek, Vol. 3",Aw Shit,Joan on the beat,"Aw shit, aw shit, aw shit, aw shit Be cautious, be cautious, be cautious They like, ""Aw shit"" Huh?  Bitches see me, they like, ""Aw shit"", all my cars foreign (Skrrt) All my niggas reckless (Yeah), don't run up on them (Nah) My clique is enormous (O'Block), my bitch's ass is humongous (Damn) This what them hoes say (Huh?) when I pull up on them (Sosa baby) Aw shit, aw shit (064 baby), aw shit, aw shit (Huh? Huh?) Aw shit, aw shit, aw shit, aw shit (GBE baby, O'Block) Aw shit, aw shit, aw shit, aw shit (300, 600) Aw shit, aw shit, aw shit, aw shit (Huh?)  Boy, please be cautious, Chief Sosa money talkin' (Shh) If you ain't money takin' (Huh?) then why the fuck you talkin'? (Huh?) I walk up in the club and them bottles get to sparkin' (Sosa baby) Bitch, I don't drink (Nah), you can give that to my brothers (GBE baby) Chief Sosa a reefer chiefer, get it from my momma I fuck that nigga's bitch that he was undercover lovin' (Yeah) I even fucked his cousin (Yeah), and that bitch gotta husband (Hmm) I know I be stuntin' and I don't talk for nothin' (Hmm) Bitch, I'm money huntin', you ain't got enough checks (Nah) I leave niggas upset (Hmm) 'cause he ain't got nothin' (Nah) My 24s they robbin' (Nah), I'm O'Block, 300 (Hmm, haha) They see us, they like, ""Aw shit, look at all the foreign"" (Bang bang, bang, bang) You might also like Bitches see me, they like, ""Aw shit"", all my cars foreign (Skrrt) All my niggas reckless (Yeah), don't run up on them (Nah) My clique is enormous (O'Block), my bitch's ass is humongous (Damn) This what them hoes say (Huh?) when I pull up on them (Sosa baby) Aw shit, aw shit, aw shit, aw shit (Huh? Huh?) Aw shit, aw shit, aw shit, aw shit (Huh? Huh?) Aw shit, aw shit, aw shit, aw shit (Huh? Bang) Aw shit, aw shit, aw shit, aw shit (Bang, bang bang)1Embed",0.446,0.501,0.053,-0.9996
76,76,Chief Keef,,Baby Mama / Leave Me Lone Pt. 2,Dee Money,"So tell me why your bitch keep callin' my phone She won’t leave me 'lone Tryna sneak up at my home while my baby mama gone This hoe is crazy, but my baby mama soon home So just fuck me and fuck on 'fore my baby mama get homeYou might also likeEmbed",0.229,0.731,0.039,-0.9319
77,77,Chief Keef,Almighty So,Baby Whats Wrong With You,ISOBeats & PhatBoyBeatz,"(Fatboi on the beat) Faow, green fly like Peter, whoa, ff (ISO) Green fly like Peter though, ff, ff She like, ""I left my weed at home"" To see me, you need bifocals Green fly like Peter though To see me, you need bifocals (Hoodrich, nigga)  To see me, you need bifocals Green fly like Peter do She like, ""I left my weed at home, can you get me stoned?"" Baby, that is not an excuse So what you wanna do? You ain't gotta roll one, baby, you can roll a few But I ain't gon' smoke with you Steady asking me what I'm on with you Baby, what's wrong with you?  Baby said she on me, glue (Phew) My thirty stay on me too (Phew) And I shoot a movie too (Phew) Remember posted on the block (Phew) Fuckin' on one of my opps (Phew) Let the bitch try to set me up (Phew) She gon' be stuck between a rock and this motherfuckin' Glock (Phew) My bitch bad, she terrible (Phew) Beat a bitch like Keta do (Phew) Foreign all my vehicles (Phew) And I gotta thank Jesus too (Phew) Now I'm lookin' on 'em and it's easy to (Phew) Remember they ain't even believe me too Remember they ain't even need me too Well, now they need me too (Phew) You might also like To see me, you need bifocals Green fly like Peter do She like, ""I left my weed at home, can you get me stoned?"" Baby, that is not an excuse So what you wanna do? You ain't gotta roll one, baby, you can roll a few But I ain't gon' smoke with you Steady asking me what I'm on with you Baby, what's wrong with you?21Embed",0.133,0.752,0.116,-0.9293
78,78,Chief Keef,The DJ Who Stole Christmas 2,Backdown,Leek-e-Leek,"She know I'm Sosa Mojo Jojo Shawty front line, shawty front line  These fuck niggas better back down Act up, 30 shoot him back down I’ma rich nigga thumbin' through a sack now From south side, look nigga where we at now I get dough, I want 40 for a show, hoe Bitch, you can call me Sosa Mojo Jojo (Sos' baby) I don’t care as long as I get dough, hoe And all the niggas I roll with is gon' blow (Bang)  I got big Ben Franklin bankrolls, hoe Walk in the mall and spend it all on clothes, hoe Fuck it, spend 60 on a Roro I ride 44s, can't ride no low-lows That nigga upset, he ain't got no dumb chicks And this new bitch, yeah, I been fucked that In my pocket a lotta hundreds I come from the jungle where they be drummin' (O'Block) Got what you signed for off in my closet (Bang bang) I'm finna put some Forgis on a 'Rari (Skrrt, skrrt) Time is money my shit is tockin’ Throw the wrong set up, we get it poppin’ You might also like These fuck niggas better back down Act up, 30 shoot him back down I'ma rich nigga thumbin’ through a sack now From south side, look nigga where we at now I get dough, I want 40 for a show, hoe Bitch, you can call me Sosa Mojo Jojo (Sos' baby) I don't care as long as I get dough, hoe And all the niggas I roll with is gon' blow (Bang)1Embed",0.189,0.72,0.091,-0.9841
79,79,Chief Keef,,Backing Down,ISOBeats & CloudBoy T-Pot,"Huh? Everytime I'm tellin' you the same shit Bless you I ain't sneeze that was a cough Hmm Thank you You ain't sneeze but I just blessed you Haha, hahaha, eh *burp* Finna make a song though I know Hell yeah First of all, I'm just being away, I'm just having a different so Fuck, haha This might be a not our first time That's crazy shit, after one, how you do that? Would you like to come up now? That's what I was sayin' Oh, man, come on You like me to do a video right now? I'm already doin' a song just like if you was doin' workout (Yeah yeah) I ain't doin' workout Alright, I'm too indifferent with that shit, yeah  Shit like Kool-aid Drinkin' that shit like Kool-aid (?) Dentist say that's the reason I be havin' tooth aches (ISO) Ooh baby, I don't know what to do baby Oh, (CloudBoyz on the bеat), I don't want you to feel sorry for me at all Don't feel sorry, no time small, hmm, nah (Nah) Up the monkеy nuts it go baow (Ooh aah) I'm the king niggas better bow (Dough) You might also like Ain't no throwin' in the towel, pussy We ain't doin' none of that, naw (Never, no later, uh) I can have a fight with the clouds (Ooh) No, baby, this ain't none about, whisper Dopie dope, bro gave me that loud (Wooh) You ain't gang, backin' down (Yeah, no, no, no, no) Need me an Oscar, no proud (Ooh, ooh) If the gang slip, it's a trial (Ooh, ooh) I'ma need me a crown (Crown) Came a long way from dodgin' crowns (Bang bang, soo woo, yeah) Charter jet with a lounge (Ooh) Couldn't even get me a cap and gown (Ooh) Yeehaw, we was havin' beef before you got grounded (Yeah, uh, ooh) I was in a hemi, you was gettin' allowance (Ahh) Yeah, not the town you wanna mess around in (Ooh) Something I was missing and I've found it (Oh)  Shit like Kool-aid Drinkin' that shit like Kool-aid Dentist say that's the reason I be havin' tooth aches Ooh baby, I don't know what to do baby Oh, I don't want you to feel sorry for me at all Don't feel sorry, no time small, hmm, nah (Nah) Up the monkey nuts it go baow (Ooh aah) I'm the king niggas better bow (Dough) We ain't duckin' no smoke, pussy Get your address and ring the door (Yeah) Oh, you want some clown shit? Get exposed, pussy We gon' turn you into another episode, pussy (Baw baw baw baw) Sad thing, cops wouldn't even know, pussy We fast, you thought we was slow, pussy (Skrt skrt) Turn you to a angel, no snow, pussyEmbed",0.18,0.62,0.2,0.9019
80,80,Chief Keef,,Back That Azz Up Remix*,Mannie Fresh,"Jewelry on me shawty  Bitch you already know who's  Call my jeweler up and tell him nigga freeze me Chop his ass up, he think that we beefin' Smack a nigga with some racks then let him keep it Shawty caught me sleep, but told that bitch delete it My ex hoes trynna  get me pieces She call me Dr. Sosa, that bitch need a treatment These niggas on my nuts so I'm not speaking Chopstick  just like the weekend Mr. Freeze, she call me Mr. Heater I pull up, pull out nut, left that bitch freezin'You might also likeEmbed",0.221,0.731,0.047,-0.974
81,81,Chief Keef,Dedication,Bad (Ft. Tadoe),Chief Keef,"Bitch, O'Block, bitch Smoking out yo dead homies Thirty boppers for a opp (Bitch) Fifty round or a hundred, y'all know how we coming Big guns, they long body Smoking out the 448 (Let's get it) All we do is get money (Catch up!) All we know is pop tags (Catch up!) All we know is rock shows (Sosa baby) All we know is run them bands up (Let's get it) Green guacamole, check out my new Rollie  I'ma bad motherfucker, swish, I'ma splash brother Ice on me, colder than Chiraq weather I'ma bad mamba jamba, and I keep a hammer Wanna see a nigga dead, wanna see me in the slammer I'm so badass, fool, I can buy a school Shawty send me nudes, I ain't wearing Trues I'ma bad motherfucker It can crash, motherfucker  Cracking cards, you lil fraud The ink in this choppa still pass pipes I’m pulling all nighters, I’m not tired You can see me from afar Grab a pound of smokes then I roll it up Take your block and I blow it up Got in her back and I tore it up Adobe Lightroom, how I'm gloing up My wrist like water Now I got more money than my father Like El Chapo, bitch we kill your honor I pass the streets with flying colors You might also like I'ma bad motherfucker, swish, I'ma splash brother Ice on me, colder than Chiraq weather I'ma bad mamba jamba, and I keep a hammer Wanna see a nigga dead, wanna see me in the slammer I'm so badass, fool, I can buy a school Shawty send me nudes, I ain't wearing Trues I'ma bad motherfucker It can crash, motherfucker  I get this swagga from my mama Grab the bullets for my llama Ride right or wrong with my partner Burger king I got that whopper And I'm on some playa shit, facial cleanser with cucumbers Like Tadoe I'm counting blue bummas Smelling just like some new money My chain looking like a  All this loud I can't hear you (dope) The cops is all outside, money and bitches there too Baby I'm so mellow, won't go slow yellow If you catch me sleep, one eyes open though This bitch heads a freak, we're up in a suite Gat, when I sleep, I feel like Memphis Bleek What hand you rolling with? Im feeling like I'm Beans Pass me the throne, I'm feeling like a king I'ma bad motherfucker, swish, I'ma splash brother Ice on me, colder than Chiraq weather I'ma bad mamba jamba, and I keep a hammer Wanna see a nigga dead, wanna see me in the slammer I'm so badass, fool, I can buy a school Shawty send me nudes, I ain't wearing Trues I'ma bad motherfucker It can crash, motherfucker1Embed",0.272,0.668,0.061,-0.9991
82,82,Chief Keef,,B.A.E.,Ace Bankz,"Damn, damn, damn, damn, damn Bang, bang, bang, bang (Sos' baby) (Ace Bankz on the track)  When shawty walked by, she caught my eye I'm like, ""Where you finna go, bae?"" Smokin' on this kite, you smoke? Alright But it ain't the way you tryna glo, bae I was in my ride, up in the sky And crazy where I'm finna go, bae All I know is flex, and live that life Them checks, I'ma get some more, bae  All I eat is Wokcano's, bae I'm coolin' in Barbados, bae I'm sippin' on a xanny Coke, bae I get plenty funds, get plenty dope, bae Bitch, I'm Sammy son, you Jimmy Jones, baby I'm rollin' 'round, whenеver I get head wеnt I, ayy The shit these niggas sayin', I said I sip Hendog, not no Bombay I'm goin' in, dawg, and out the wrong way These niggas fu', that's what I say But I get cheese, Parmesan, bae I'm very disrespectful, Kanye I'm lawless, ridin' 'round in one way She callin', I keep on declinin' She stalkin', I just keep on runnin' I'ma get a restraining order on that thang I'm like, ""You only want me for my car, bae Girl, you only want me 'cause my job, bae You only want me 'cause what my job pay Girl, you only want me 'cause my name, dang"", ayy You might also like When shawty walked by, she caught my eye I'm like, ""Where you finna go, bae?"" Smokin' on this kite, you smoke? Alright But it ain't the way you tryna glo, bae I was in my ride, up in the sky And crazy where I'm finna go, bae All I know is flex, and live that life Them checks, I'ma get some more, baeEmbed",0.101,0.777,0.123,0.7337
